,x,y,bac,bac_gtc,bac_murcko,bac_murcko_generic
CHEMBL177124,17.0882153617,-29.5437169654,1,3,4,4
CHEMBL177233,-3.54007218635,-6.63207810049,3,0,2,1
CHEMBL177605,37.3203347896,22.1186835531,4,4,3,2
CHEMBL177970,15.8075054911,-29.556057908,1,4,4,4
CHEMBL178123,-3.59525004463,43.6126629948,4,0,1,0
CHEMBL178193,-1.03143517775,43.1183890792,4,0,1,1
CHEMBL178234,2.33138437002,42.61957226,4,0,1,2
CHEMBL1782357,34.1801335197,10.5295257564,4,2,4,2
CHEMBL1782358,34.3022844364,10.5321710565,4,2,4,2
CHEMBL1782359,34.3862659497,10.5693317819,4,2,4,2
CHEMBL1782360,35.1464892631,10.7823807638,4,2,4,2
CHEMBL1782361,35.105776373,12.0607367767,4,2,4,2
CHEMBL1782362,35.6817515969,9.74625906599,4,2,4,2
CHEMBL1782363,34.0038084607,11.4266486257,4,2,4,2
CHEMBL1782364,34.0239304296,11.3367839666,4,2,4,2
CHEMBL1782365,33.5720698405,10.3963672472,4,2,4,2
CHEMBL1782366,33.5049438488,10.3146939484,4,2,4,2
CHEMBL1782367,33.5315314078,10.4574098188,4,2,4,2
CHEMBL1783582,8.96314950422,-34.9837119678,2,1,0,1
CHEMBL1783599,7.00707952291,-35.6089787992,2,1,0,1
CHEMBL1783600,9.82005298359,-36.2115556617,2,1,0,1
CHEMBL1783601,9.65587924363,-35.7866234335,2,1,0,1
CHEMBL1783602,8.3458643948,-35.4757326747,2,1,0,1
CHEMBL1783603,9.13203173356,-36.2172548265,2,1,0,1
CHEMBL1783604,9.40932442884,-35.0861729574,2,1,0,1
CHEMBL1783605,9.74104925169,-35.0037711211,2,1,0,1
CHEMBL1783606,9.57608143767,-35.0894000545,2,1,0,1
CHEMBL1783607,9.03422962609,-35.860603634,2,1,0,1
CHEMBL1783608,8.69618796688,-36.4522467103,2,1,0,1
CHEMBL178385,-22.5525886868,33.1793022962,4,0,1,0
CHEMBL178691,-10.0952290417,-13.1477928525,3,0,1,1
CHEMBL178767,-1.83348310912,43.2759326221,4,0,1,0
CHEMBL178869,-17.9396244156,34.4453744064,4,0,1,0
CHEMBL178870,-21.0545850449,34.0234337339,4,0,1,0
CHEMBL178985,14.6687569942,-30.9046215225,1,4,4,4
CHEMBL179006,-30.6356280551,-1.31037999671,0,2,3,4
CHEMBL179034,41.729571123,31.6522032313,2,3,2,2
CHEMBL179173,0.0168953796501,43.6345538964,4,0,1,1
CHEMBL179196,20.8761244259,-34.0482430494,1,4,4,4
CHEMBL179232,0.724760908648,42.7381822021,4,0,3,2
CHEMBL179264,-33.0995526105,-3.57311416432,0,2,3,4
CHEMBL179277,-2.44439473624,44.6996946137,4,0,1,0
CHEMBL179344,-30.481025231,-4.1890896155,0,2,3,4
CHEMBL179407,38.029117198,22.4682841316,4,4,3,2
CHEMBL179408,16.4513568742,-31.8741572582,1,4,4,4
CHEMBL179492,37.9756300303,22.1006868073,4,4,3,2
CHEMBL179592,1.36759543669,45.8131509265,4,0,1,0
CHEMBL179814,-1.57176988464,47.4960700028,4,0,1,2
CHEMBL179926,37.9872886593,24.0703314344,4,4,3,2
CHEMBL180066,-1.05748110034,47.5330414403,4,0,1,0
CHEMBL180086,4.21069157344,-6.61815864585,0,4,2,4
CHEMBL180110,-30.7533862425,-2.93536370991,0,2,4,4
CHEMBL180221,0.548748241389,47.6790043852,4,0,1,0
CHEMBL180425,16.1165180278,-30.6822770835,1,4,4,4
CHEMBL180582,21.205798456,-31.4812304461,1,4,4,4
CHEMBL180606,-0.649220159777,45.0056061783,4,0,1,0
CHEMBL180765,0.458225989905,46.0742610149,4,0,1,0
CHEMBL180823,-3.17218237402,45.3329231074,4,0,1,0
CHEMBL180826,-20.901592601,33.4268433274,4,0,1,0
CHEMBL181066,-1.48047929181,42.4551893093,4,0,1,0
CHEMBL181382,5.50037392191,-27.6742174101,2,1,0,0
CHEMBL181425,-1.69906903776,42.4717729981,4,0,1,1
CHEMBL181938,1.17944028026,45.6166819023,4,0,1,0
CHEMBL182000,-2.05110229835,45.7279425445,4,0,1,2
CHEMBL182099,0.428689476245,44.7436871549,4,0,1,1
CHEMBL182174,1.27715740879,-6.38025461921,0,4,2,4
CHEMBL182418,4.69386668796,-6.41702016311,0,4,2,4
CHEMBL182937,6.13163991426,-5.50809731933,0,4,2,4
CHEMBL183203,-25.158200269,-19.9623490936,2,1,3,0
CHEMBL1834221,-25.8476026211,39.2005174946,0,3,2,1
CHEMBL1834222,-24.2213230637,39.016552413,0,3,2,1
CHEMBL1834223,-24.0102697948,38.4672142145,0,3,2,1
CHEMBL1834224,-24.2940615784,38.9443859981,0,3,2,1
CHEMBL1834225,-27.5428534126,39.9965363593,0,3,2,1
CHEMBL1834226,-26.0043828905,44.9162286623,0,3,2,1
CHEMBL1834227,-25.1476516196,41.3457214664,0,3,2,1
CHEMBL1834228,-25.0023993342,40.9971949859,0,3,2,1
CHEMBL1834229,-24.4725520409,40.713579596,0,3,2,1
CHEMBL1834230,-25.8607276334,42.8740441453,0,3,2,1
CHEMBL1834231,-25.363067779,43.4667449528,0,3,2,1
CHEMBL1834232,-25.2745515613,43.3403710184,0,3,2,1
CHEMBL1834233,-24.4918498832,40.6800046509,0,3,2,1
CHEMBL1834234,-27.276652012,46.7062907691,0,3,2,1
CHEMBL1834235,-24.9684791319,46.3159479096,0,3,2,1
CHEMBL1834236,-23.4059079653,42.1936172294,0,3,2,1
CHEMBL1834237,-23.5379822079,44.1319091542,0,3,2,1
CHEMBL1834238,-24.7475704111,44.9090073194,0,3,2,1
CHEMBL1834239,-23.3951972707,43.9692990749,0,3,2,1
CHEMBL1834240,-24.9799747903,40.1555696737,0,3,2,1
CHEMBL1834241,-26.9964768164,39.6445751193,0,3,2,1
CHEMBL1834242,-27.5823420695,40.3045035823,0,3,2,1
CHEMBL1834243,-27.5705701326,40.0999404421,0,3,2,1
CHEMBL1834332,-28.3000983435,40.0745453291,0,3,2,1
CHEMBL1834333,-26.2454547228,41.055720262,0,3,2,1
CHEMBL1834334,-26.2751221775,40.9761232502,0,3,2,1
CHEMBL1834335,-25.4866854395,39.7060642132,0,3,2,1
CHEMBL1834336,-26.0581712916,38.6597640326,0,3,2,1
CHEMBL1834337,-26.4878348189,39.6466083932,0,3,2,1
CHEMBL1834338,-28.0887645839,39.230442691,0,3,2,1
CHEMBL1834339,-27.8935582019,39.5173469795,0,3,2,1
CHEMBL1834340,-25.3526146362,37.4503989357,0,4,2,1
CHEMBL1834341,-27.0775418895,36.9078426239,0,3,2,1
CHEMBL1834342,-27.3955809205,37.6378720074,0,3,2,1
CHEMBL1834343,-28.1807348716,38.2200809193,0,3,2,1
CHEMBL1834344,-27.0854168948,39.0525434139,0,3,2,1
CHEMBL1834345,-26.8341053521,43.332344445,0,3,2,1
CHEMBL1834346,-26.974494276,43.5661426681,0,3,2,1
CHEMBL1834347,-25.6022826739,43.8102148344,0,3,2,1
CHEMBL1834348,-27.1252017823,44.4070914317,0,3,2,1
CHEMBL1834349,-26.6468373196,43.9692642177,0,3,2,1
CHEMBL1834350,-26.8525130487,44.023215572,0,3,2,1
CHEMBL1834351,-26.4596839905,43.2902924742,0,3,2,1
CHEMBL1834352,-27.4527000177,42.833177019,0,3,2,1
CHEMBL183460,-12.9425358275,-25.2789868374,1,2,3,4
CHEMBL184066,-25.2859812363,-18.6896158681,2,1,3,0
CHEMBL184640,-24.2339183428,-19.2130263494,2,1,3,0
CHEMBL184652,-23.5000035619,-17.6139560324,2,1,3,2
CHEMBL184671,-24.7524300615,-18.5489863083,2,1,3,0
CHEMBL184884,-23.3327538359,-16.8567783773,2,1,3,0
CHEMBL185672,-25.3536239476,-18.6722581463,2,1,3,0
CHEMBL185850,-23.1034642033,-19.3908766909,2,1,3,0
CHEMBL185958,-24.5825784605,-19.2387430132,2,1,3,2
CHEMBL186585,-22.9019463979,-17.0415375664,2,1,3,0
CHEMBL186621,-26.7005783993,-24.4460167441,0,2,3,2
CHEMBL187278,-13.2772850636,26.7083493015,3,0,1,0
CHEMBL18772,14.5173689226,28.8537616235,4,1,4,4
CHEMBL188144,-7.01737174108,-8.46314864453,3,4,3,2
CHEMBL188182,-23.8896970181,-16.5708192125,2,1,3,0
CHEMBL18840,-0.329962255906,-18.6637867665,1,4,2,2
CHEMBL188600,-3.08043981617,-13.0848618066,1,4,2,1
CHEMBL190468,-30.7028497981,-20.9581716321,3,4,4,4
CHEMBL190521,-31.2053531429,-22.3278525573,3,4,4,4
CHEMBL190594,37.2882514449,24.7913791104,4,4,3,2
CHEMBL1909065,1.291419826,-13.2676358449,0,4,2,1
CHEMBL1909072,33.8322760747,5.50540657675,3,4,2,2
CHEMBL191027,33.3033920821,23.2315343861,4,4,3,2
CHEMBL191121,5.23622253958,-13.4349551616,1,4,2,2
CHEMBL191385,-14.5337967126,22.9200338573,3,0,1,1
CHEMBL191415,-34.4552737571,-19.5375080053,3,3,2,4
CHEMBL191429,-34.3202814759,22.5523311013,4,4,0,0
CHEMBL1916744,34.8883185573,-7.20151439895,1,4,2,3
CHEMBL1916745,36.8015762732,-5.19010346138,1,4,2,3
CHEMBL1916746,34.6048532333,-8.27336358935,1,4,2,3
CHEMBL1917342,42.0591712087,0.654560784535,1,4,4,3
CHEMBL1917344,40.8609487045,-0.340551915227,1,4,4,3
CHEMBL1917346,48.3256312084,2.3642622422,4,4,2,3
CHEMBL1917347,43.8350320628,1.4811725702,4,4,2,3
CHEMBL1917348,44.7631751959,1.88717443346,4,4,2,3
CHEMBL1917349,45.1433512728,0.705265291015,4,4,2,3
CHEMBL1917350,46.7350440713,1.93147286215,4,4,2,3
CHEMBL1917355,40.2376019025,0.0937114929564,1,4,4,3
CHEMBL1917358,39.5196556453,2.62761788497,4,4,2,3
CHEMBL1917359,41.6298270413,2.20973208007,4,4,2,3
CHEMBL1917360,38.6198409998,2.50617904853,4,4,2,3
CHEMBL191844,-11.3848184936,-2.07874456556,3,3,2,2
CHEMBL191972,-9.81642476832,-2.25469028862,3,3,2,0
CHEMBL19215,28.283863315,-39.570133848,3,4,4,4
CHEMBL1922614,22.3918183155,-21.5427570642,2,1,0,0
CHEMBL1922615,23.0667610191,-22.7206272804,2,1,0,0
CHEMBL1922616,24.5862949368,-21.313737786,2,1,0,0
CHEMBL1922617,22.3864746133,-21.5051462732,2,1,0,0
CHEMBL1922618,21.8735389144,-23.391609903,2,1,0,0
CHEMBL1922619,21.8933876034,-24.1033379615,2,1,0,0
CHEMBL1922620,21.2241691437,-23.6679048138,2,1,0,0
CHEMBL1922621,21.6962886185,-23.585642893,2,1,0,0
CHEMBL1922622,20.5587258239,-23.5112686994,2,1,0,0
CHEMBL1922623,22.0170886477,-22.4762611533,2,1,0,0
CHEMBL1922624,22.0736356516,-24.0163939849,2,1,0,0
CHEMBL1922625,20.6035682542,-21.2951252075,2,1,0,0
CHEMBL1922626,20.4916660548,-21.4469293647,2,1,0,0
CHEMBL1922627,19.9565753111,-19.1589656713,2,1,0,0
CHEMBL1922628,20.7226622893,-19.9543673141,2,1,0,0
CHEMBL1922629,18.8487609619,-21.6288832799,2,1,0,0
CHEMBL1922630,20.3280418549,-17.0478002373,2,1,0,0
CHEMBL1922631,20.6864864744,-19.4541077949,2,1,0,0
CHEMBL1922632,21.2010820816,-19.1059311941,2,1,0,0
CHEMBL1922633,22.5849106189,-19.252554124,2,1,0,0
CHEMBL1922634,22.7323318638,-19.3657695811,2,1,0,0
CHEMBL1922635,22.5888772332,-20.1253374475,2,1,0,0
CHEMBL1922636,22.2800407483,-19.2990650741,2,1,0,0
CHEMBL1922637,23.1204230142,-17.9336421426,2,1,0,0
CHEMBL1922638,22.7275033938,-17.8914940623,2,1,0,0
CHEMBL1922639,21.3487416544,-17.6408982841,2,1,0,0
CHEMBL1922640,21.0683890645,-17.4158585624,2,1,0,0
CHEMBL1922641,2.58826273448,-28.3101263649,2,1,4,3
CHEMBL1922716,0.983640046302,-26.3804269164,2,1,0,3
CHEMBL192435,-6.60410316572,23.8606039077,3,4,1,0
CHEMBL193358,-16.6933862918,32.5448911603,3,0,1,2
CHEMBL193376,-22.5942106725,1.19985215406,3,3,3,2
CHEMBL193379,0.854672786968,33.1073719077,4,0,1,0
CHEMBL193400,1.59366701221,34.1604273426,4,0,1,0
CHEMBL193450,-16.6456658936,32.6151516503,3,0,1,2
CHEMBL1935588,7.26878321411,10.8194680607,2,1,0,2
CHEMBL1935589,8.9429175317,11.7358119235,2,1,0,3
CHEMBL1935590,8.07113550584,11.4625757196,2,3,0,3
CHEMBL1935591,8.38100443969,11.16169633,2,1,0,3
CHEMBL1935592,8.47140692195,10.315324619,2,1,0,3
CHEMBL1935593,8.93077521262,12.8311981715,2,1,0,3
CHEMBL1935594,11.8473103772,12.1214600147,2,1,0,3
CHEMBL1935595,8.68701377789,12.0408308146,2,1,0,3
CHEMBL1935596,10.3235718478,12.5398950281,2,1,0,3
CHEMBL1935597,10.3235121822,12.5397997733,2,1,0,3
CHEMBL1935598,9.38469218786,12.1974264678,2,1,0,3
CHEMBL1935599,9.55339762673,11.6167085435,2,1,0,3
CHEMBL1935600,9.25573297313,11.4573643081,2,1,0,3
CHEMBL1935601,10.1647924436,10.2950199348,2,1,0,3
CHEMBL193629,3.92438829946,32.8003448421,4,0,1,0
CHEMBL193637,-9.08433336902,-1.46035938864,3,3,3,2
CHEMBL193657,-19.8227409323,24.9548600759,4,0,1,1
CHEMBL193665,0.317388296852,34.185871903,4,0,1,0
CHEMBL193824,7.40398316675,42.4214947626,4,0,1,0
CHEMBL193841,-24.4501597807,-23.3350901887,0,4,3,2
CHEMBL194039,4.43169509455,33.160354039,4,0,1,0
CHEMBL194174,-10.9134442423,0.159741897663,2,3,3,2
CHEMBL194206,-28.5606833874,17.0833162358,4,4,4,1
CHEMBL194307,-21.3216335762,24.0539270815,4,0,1,1
CHEMBL194311,-22.2666441762,26.4065720468,3,0,1,1
CHEMBL194360,-3.05141034015,28.5446455526,4,0,1,1
CHEMBL194465,-19.7583916216,24.5198634,4,0,1,1
CHEMBL194568,4.02320318023,44.7292305464,4,0,1,0
CHEMBL194590,-15.7870330685,32.5889194338,3,0,1,2
CHEMBL194750,-20.6356359857,30.9300185573,3,0,1,0
CHEMBL194786,-22.2751565416,34.3489594497,3,0,1,1
CHEMBL194834,-18.8609041665,26.4964308891,4,0,1,1
CHEMBL194904,5.24981198963,44.1164592729,4,0,1,0
CHEMBL194915,0.0196334496375,35.5366878808,4,0,1,0
CHEMBL195018,-22.4986699451,23.9297213992,4,0,1,1
CHEMBL1950748,-28.1245173097,-37.9440724426,0,1,3,3
CHEMBL1950749,-28.2015379402,-37.2631592872,0,1,3,3
CHEMBL1950750,-24.1467238626,-37.9250643017,0,1,3,3
CHEMBL1950751,-27.9948858236,-33.7452281564,0,1,3,3
CHEMBL1950752,-27.845323311,-33.7902755055,0,1,3,3
CHEMBL1950753,-26.2388819109,-35.4398965176,0,1,3,3
CHEMBL1950754,-27.4241306086,-36.1651894517,0,1,3,3
CHEMBL1950755,-27.4231121327,-36.1465810794,0,1,3,3
CHEMBL1950756,-29.4512427523,-36.8932820245,0,1,3,3
CHEMBL1950757,-29.5362343595,-36.7023847174,0,1,3,3
CHEMBL1950758,-29.5160545098,-36.7211658966,0,1,3,3
CHEMBL1950759,-29.3192036443,-35.0319751717,0,1,3,3
CHEMBL1950760,-29.53931964,-34.6006635249,0,1,3,3
CHEMBL1950761,-29.5329824648,-35.5437278715,0,1,3,3
CHEMBL1950762,-28.0526334978,-35.1610804048,0,1,3,3
CHEMBL1950763,-28.0532295933,-35.6770528856,0,1,3,3
CHEMBL1950764,-28.7333863895,-35.3588585125,0,1,3,3
CHEMBL1950765,-28.6964076691,-36.462814371,0,1,3,3
CHEMBL1950766,-28.6277757476,-36.7527096994,0,1,3,3
CHEMBL1950767,-30.5305449201,-35.2418067921,0,1,3,3
CHEMBL1950768,-30.962130156,-35.8005264987,0,1,3,3
CHEMBL1950769,-30.431878693,-35.8518576742,0,1,3,3
CHEMBL1950770,-30.6937800624,-36.5483203506,0,1,3,3
CHEMBL1950771,-30.4184895504,-34.4220590384,0,1,3,3
CHEMBL1950772,-30.3025096586,-35.7761191871,0,1,3,3
CHEMBL1950773,-33.7911191651,-35.9106217929,0,1,3,3
CHEMBL1950774,-29.1601457687,-37.7626705786,0,1,3,3
CHEMBL1950775,-29.8841766001,-37.537027889,0,1,3,3
CHEMBL1950776,-27.6596192792,-37.1904242138,0,1,3,3
CHEMBL1950777,-28.6762724729,-37.4082177011,0,1,3,3
CHEMBL195317,-5.58291717712,0.671792369215,2,3,3,2
CHEMBL195621,-4.0443126819,33.1866519736,4,0,1,1
CHEMBL195922,-24.9315862298,27.9096557835,4,4,3,2
CHEMBL195987,-1.92198560221,26.8580194284,4,0,1,1
CHEMBL196094,-22.6507028378,23.7840486728,4,0,1,1
CHEMBL196102,-18.1770253787,23.1988644184,4,0,1,1
CHEMBL196103,1.95183022678,35.0051041058,4,0,1,1
CHEMBL196169,-28.7515458219,17.2919903417,4,4,4,1
CHEMBL196370,-28.2875441678,17.4352471202,4,4,4,1
CHEMBL196410,4.74271296076,33.2736954566,4,0,1,0
CHEMBL196466,-16.8054017971,34.5458525338,3,0,1,1
CHEMBL196524,0.596905657588,34.1582584561,4,0,1,1
CHEMBL196598,-28.0799090752,16.8513325227,4,4,4,1
CHEMBL196619,-17.0954633316,31.7689692319,3,0,1,2
CHEMBL196622,-21.8036016199,27.7172733387,3,0,1,1
CHEMBL196644,28.4737541056,22.9924697156,4,0,3,2
CHEMBL196661,4.28767897876,43.2427505729,4,0,1,0
CHEMBL196692,-20.7101893708,31.610967062,3,0,1,0
CHEMBL196743,-20.5191299153,31.3439412444,3,0,1,0
CHEMBL196791,5.03609124911,43.8378522128,4,0,1,0
CHEMBL196792,3.97850099508,44.0545568409,4,0,1,0
CHEMBL196926,5.27156765822,45.037258782,4,0,1,0
CHEMBL197297,4.49217090185,-32.348777977,2,1,4,0
CHEMBL197397,-18.4959960075,25.7754396599,4,0,1,1
CHEMBL197407,-20.4332153583,22.9059631338,4,0,1,1
CHEMBL197408,-27.8612015231,17.4225451118,4,4,4,1
CHEMBL197574,2.10458131479,-29.5499676772,2,1,4,0
CHEMBL197796,-27.9306711227,16.954162793,4,4,4,1
CHEMBL197845,5.63344078642,42.1593477463,4,4,1,1
CHEMBL198766,5.73602595581,43.5987909192,4,0,1,0
CHEMBL198797,-6.30303308827,32.2992865959,4,0,1,0
CHEMBL198827,-22.1322255259,22.7719947583,4,0,1,1
CHEMBL198941,-22.2844313178,23.7682750336,4,0,1,1
CHEMBL200234,-1.33908802293,-33.6542326875,4,1,4,2
CHEMBL200795,1.53200115372,31.3576598536,4,0,1,0
CHEMBL200844,-3.91663322106,32.2536917417,4,0,1,0
CHEMBL2009408,5.43331649011,-25.8178520543,2,1,2,3
CHEMBL2011865,0.921573834699,-19.5976019965,1,4,3,4
CHEMBL203013,-26.4231076991,29.0841571017,2,4,2,1
CHEMBL2031737,8.31822465481,-9.71462487912,1,4,3,3
CHEMBL2031873,8.50952873879,-0.54373175752,0,3,2,3
CHEMBL2031874,8.7080330833,-1.55548202171,0,3,2,3
CHEMBL2031876,9.2994956132,-2.49314274905,0,3,2,3
CHEMBL2031877,9.29750185673,-0.387744324257,0,3,2,3
CHEMBL2031884,7.16897710578,-0.87809910446,0,3,2,3
CHEMBL2031885,8.73161961603,-1.60461285115,0,3,2,3
CHEMBL2058415,-2.62158356918,-27.9934874176,1,4,4,4
CHEMBL2058418,-4.06556088311,-27.3548554322,1,4,4,4
CHEMBL2058426,-4.72521108226,-26.5326909755,1,4,4,4
CHEMBL2058429,-3.98359945464,-27.6848397445,1,4,4,4
CHEMBL2058703,-3.60056045916,-29.5309259027,1,4,4,4
CHEMBL2058704,-3.12030849122,-28.4874509201,1,4,4,4
CHEMBL2079256,35.566539818,-7.52934402257,1,4,2,3
CHEMBL209383,4.87497762204,-21.7794965969,2,1,2,3
CHEMBL209724,-4.84111689014,29.7296426347,4,0,1,0
CHEMBL209821,32.301715117,-6.92387460383,1,2,2,3
CHEMBL209893,2.42909185393,-29.9295630543,2,1,4,3
CHEMBL209909,-37.5092433252,-20.732641424,0,2,2,4
CHEMBL2103880,-0.628113843527,-41.1900483628,0,1,4,2
CHEMBL210733,-4.47215953076,27.564563601,4,0,1,0
CHEMBL2112882,21.5312025422,-40.1757795284,3,4,4,4
CHEMBL2112936,-5.09726249301,-4.00107125236,2,4,2,1
CHEMBL2112986,-30.1337206506,3.12291402058,0,3,2,3
CHEMBL2113386,32.1611338409,-35.236807729,1,4,4,4
CHEMBL211577,2.88974844976,-28.9088605812,2,1,4,3
CHEMBL211688,4.27578798087,-21.3493336839,2,2,3,0
CHEMBL212063,-27.4086821499,-24.4406479559,0,2,2,4
CHEMBL212178,-38.4320079311,-22.0805738514,0,2,2,4
CHEMBL212227,-38.0387857964,-20.4821227888,0,2,2,4
CHEMBL212995,3.39285791121,-30.325437099,2,1,4,3
CHEMBL213407,4.08100400239,19.5961125511,3,0,1,1
CHEMBL213586,-30.4202113157,20.7108776288,4,2,0,0
CHEMBL213589,3.31939220907,-22.131311609,2,1,2,3
CHEMBL213800,4.07246646722,19.48270017,3,0,1,1
CHEMBL213987,16.6040328668,6.62860622316,1,4,3,3
CHEMBL2159455,20.0348900909,7.24848775589,1,4,3,3
CHEMBL2159456,24.0338802257,8.84604792547,1,4,3,3
CHEMBL2159457,23.6350051686,5.02562083812,1,4,3,3
CHEMBL2159458,23.3806638559,3.59591294117,1,4,3,3
CHEMBL2159459,23.7563529982,4.5665820514,1,4,3,3
CHEMBL2159460,25.7022860327,4.84699932216,1,4,3,3
CHEMBL2159461,25.8495744218,5.8867377358,1,4,3,3
CHEMBL2159462,25.3060782003,5.49215029062,1,4,3,3
CHEMBL2159463,20.0016581736,2.58817238922,1,4,3,3
CHEMBL2159464,22.556920568,9.11350350288,1,4,3,3
CHEMBL2159465,22.8932413823,6.74026187128,1,4,3,3
CHEMBL2159466,20.8315288021,4.92193816355,1,4,3,3
CHEMBL2159467,19.4931152144,3.55893807152,1,4,3,3
CHEMBL2159468,20.6737215752,2.17219958408,1,4,3,3
CHEMBL2159469,14.7671480935,3.85969563688,1,4,3,3
CHEMBL2159470,21.7451030866,10.3709287539,1,4,3,3
CHEMBL2159471,21.919233976,8.10721427968,1,4,3,3
CHEMBL2159472,22.1539556934,9.957692446,1,4,3,3
CHEMBL2159473,22.9403112778,8.96424129355,1,4,3,3
CHEMBL2159474,19.71914513,8.5221410503,1,4,3,3
CHEMBL2159475,19.2593386804,9.74711314448,1,4,3,3
CHEMBL2159476,22.2513192047,8.87244422739,1,4,3,3
CHEMBL2159477,24.1363574365,7.6467297135,1,4,3,3
CHEMBL2159478,22.3716702946,5.76930072018,1,4,3,3
CHEMBL2159479,23.1463029641,6.48624341757,1,4,3,3
CHEMBL2159480,22.4055200788,4.63392761256,1,4,3,3
CHEMBL2159481,24.2064453559,4.67852229713,1,4,3,3
CHEMBL2159482,21.7933651004,4.91715450195,1,4,3,3
CHEMBL2159483,23.2764019136,4.75636277581,1,4,3,3
CHEMBL2159484,22.5660490463,5.55043997173,1,4,3,3
CHEMBL2159485,24.7031347042,6.73730429159,1,4,3,3
CHEMBL2159486,25.8518222488,6.52281428995,1,4,3,3
CHEMBL2159487,19.3401860089,8.07108712587,1,4,3,3
CHEMBL2159488,20.0614050998,7.05685775718,1,4,3,3
CHEMBL2159489,22.4760471504,2.89940471284,1,4,3,3
CHEMBL2159490,19.260918309,6.17614440716,1,4,3,3
CHEMBL2159491,19.6553438716,7.17783437402,1,4,3,3
CHEMBL2159492,21.4807627663,5.40006139433,1,4,3,3
CHEMBL2163369,-4.47224474976,16.705820968,3,0,1,1
CHEMBL2165447,22.9572131313,28.886051416,3,4,4,4
CHEMBL2165519,-10.0681921432,36.3534232101,4,0,1,2
CHEMBL2165520,-11.7245206401,29.6979317836,4,0,1,1
CHEMBL2165521,-25.6749836229,-35.1319228438,2,4,0,2
CHEMBL2165522,-10.1257274945,13.9019117916,3,0,1,1
CHEMBL2165523,-2.19478723446,13.727364701,3,0,1,1
CHEMBL2165524,-0.293675523988,13.8843536688,3,0,1,1
CHEMBL2165525,-0.349444663979,14.5664877281,3,0,1,1
CHEMBL2165526,-0.727877294528,10.2950071299,3,0,1,1
CHEMBL2165527,-1.62887146953,14.7693188304,3,0,1,1
CHEMBL2165528,-4.14558194091,12.9384271483,3,0,1,1
CHEMBL2165529,-1.42586715387,10.6729826356,3,0,1,1
CHEMBL2165530,-0.263664745226,14.8985780716,3,0,1,1
CHEMBL2165531,-0.483207838292,14.3848042582,3,0,1,1
CHEMBL2165532,-0.0923611045409,12.3375289759,3,0,1,1
CHEMBL2165533,-3.83774371793,15.6397992632,3,0,1,1
CHEMBL2165535,-2.52444804515,10.8155519011,3,0,1,1
CHEMBL2165536,-4.14187121755,14.7319507152,3,0,1,1
CHEMBL2165537,-2.86803090941,11.791405861,3,0,1,1
CHEMBL2165538,-0.400615023224,17.3312964036,3,0,1,1
CHEMBL2165539,-1.92613771488,13.8746925114,3,0,1,1
CHEMBL2165540,-2.86511427794,12.2191939457,3,0,1,1
CHEMBL2165541,-1.19803490726,15.6231759235,3,0,1,1
CHEMBL2165542,0.496541237058,16.2657499039,3,0,1,1
CHEMBL2165543,-1.19662213111,16.0580673614,3,0,1,1
CHEMBL2165544,-2.93785373407,16.5032305669,3,0,1,1
CHEMBL2165545,0.781340619332,13.4451364487,3,0,1,1
CHEMBL2165546,0.603360304919,14.3644486292,3,0,1,1
CHEMBL2165547,-0.358209263036,12.8251238873,3,0,1,1
CHEMBL2165548,-4.54478926971,15.4783831698,3,0,1,1
CHEMBL2165549,-1.9702128261,15.9986088731,3,0,1,1
CHEMBL2165550,-3.73335089915,16.0301081547,3,0,1,1
CHEMBL2165551,-2.68702117266,12.9678495337,3,0,1,1
CHEMBL2165552,-4.01983744809,14.570565834,3,0,1,1
CHEMBL2165553,-1.61964705584,15.143109758,3,0,1,1
CHEMBL2165554,-0.773447538623,15.2352503299,3,0,1,1
CHEMBL2165555,-1.95937718883,12.3287376137,3,0,1,1
CHEMBL2165556,-3.11245058064,11.7890819839,3,0,1,1
CHEMBL2165557,-3.96578113191,15.1831107359,3,0,1,1
CHEMBL2165558,0.958578457795,13.5785931135,3,0,1,1
CHEMBL2165559,-1.59292626701,12.8017970151,3,0,1,1
CHEMBL2165560,-4.30295843254,15.7487735502,3,0,1,1
CHEMBL2165561,-4.56696488102,15.6558831015,3,0,1,1
CHEMBL2165562,-4.59334083543,12.8249904996,3,0,1,1
CHEMBL2165563,0.733529736283,16.4182394966,3,0,1,1
CHEMBL2165564,0.649989864894,13.0073453772,3,0,1,1
CHEMBL2165565,0.618537084998,13.1165759533,3,0,1,1
CHEMBL2172182,17.9124388685,-13.7863060079,2,1,0,2
CHEMBL2172183,16.8921480573,-14.1060361999,2,1,0,2
CHEMBL2172184,14.3307106508,-10.8806850674,2,1,0,2
CHEMBL2172185,19.6317712955,-14.3565163761,2,1,0,2
CHEMBL2172186,19.537358435,-14.372625393,2,1,0,2
CHEMBL2172187,21.0711287511,-16.1946728256,2,1,0,2
CHEMBL2172188,17.7372501704,-13.0452251811,2,1,0,2
CHEMBL2172189,15.771678996,-12.0385311744,2,1,0,2
CHEMBL2172190,16.5373081824,-13.4196709516,2,1,0,2
CHEMBL2172191,20.1988233736,-16.1269374861,2,1,0,2
CHEMBL2172192,20.3201168695,-15.0352953461,2,1,0,2
CHEMBL2172193,21.3582191465,-13.947445968,2,1,0,2
CHEMBL21731,21.3327597092,29.662394799,2,3,3,4
