,x,y,bac,bac_gtc,bac_murcko,bac_murcko_generic
CHEMBL1078492,-35.2809884516,-28.8343602394,0,3,2,3
CHEMBL1078595,-36.6425694188,-25.9922385336,0,3,2,3
CHEMBL1079311,-34.1183920231,-25.8632349557,0,2,2,3
CHEMBL1079976,-18.3609525861,-17.2734248302,2,1,0,2
CHEMBL1079977,-19.1963669768,-20.9298069892,2,1,0,2
CHEMBL1079978,-17.4040028329,-17.538616678,2,1,0,1
CHEMBL1080316,-18.6238346915,-20.9681745048,2,1,0,2
CHEMBL1080331,-17.6454134809,-21.043461239,2,1,0,2
CHEMBL1080380,-19.6416965871,-18.6764640905,2,1,0,2
CHEMBL1080381,-17.994830199,-16.5977403998,2,1,0,2
CHEMBL1080574,-20.8412268272,-20.0227838905,2,1,0,0
CHEMBL1080694,-18.7650997702,-21.289057048,2,1,0,2
CHEMBL1080729,-19.9499349515,-18.6240262575,2,1,0,2
CHEMBL1080741,-17.2270247344,-17.6200646178,2,1,0,3
CHEMBL1080899,-17.7380848888,-16.1542802849,2,1,0,2
CHEMBL1081074,-16.7602006742,-17.3017447501,2,1,0,3
CHEMBL1081094,-18.6752171973,-17.3468053534,2,1,0,0
CHEMBL1081095,-16.8093039888,-19.7632018811,2,1,0,0
CHEMBL1081110,-16.312443841,-19.557901313,2,1,0,0
CHEMBL1081120,-19.8647109745,-17.6994937193,2,1,0,2
CHEMBL1081792,-16.172903339,-19.6774096909,2,1,0,0
CHEMBL1081793,-15.94606638,-19.2065365353,2,1,0,0
CHEMBL1081794,-18.1434631205,-20.4060311018,2,1,0,0
CHEMBL1082198,-18.0238701162,-20.0446982221,2,1,0,2
CHEMBL1082199,-16.6914726431,-18.2690130107,2,1,0,2
CHEMBL1082200,-17.6285377243,-21.3134921343,2,3,0,2
CHEMBL1082483,8.77123899155,21.3631323177,0,2,3,4
CHEMBL1082484,10.7606142104,23.1681426894,0,2,3,4
CHEMBL1082485,11.3694289642,23.9587662979,0,2,3,4
CHEMBL1082494,9.3778859701,22.237847151,0,2,3,4
CHEMBL1082508,-12.9027621062,-40.1254771685,2,3,0,3
CHEMBL1082509,-14.2762547273,-40.7034634106,2,3,0,3
CHEMBL1082510,-15.5419629134,-40.2767749976,2,3,0,3
CHEMBL1082761,19.6699105844,-16.5240923276,2,1,0,2
CHEMBL1082762,19.1885617774,-18.3108654258,2,1,0,2
CHEMBL1082763,21.5119841516,-14.057991751,2,1,0,2
CHEMBL1082764,12.3677363488,23.6684771456,0,2,3,4
CHEMBL1082765,13.2803832885,24.1083108627,0,2,3,4
CHEMBL1082766,12.3859127066,24.599379143,0,2,3,4
CHEMBL1082767,12.1572163107,25.1550190022,0,2,3,4
CHEMBL1082777,-17.0252015159,-39.6013822149,2,3,0,3
CHEMBL1082818,10.2401822091,23.9255985489,0,2,3,4
CHEMBL1083075,18.7820148377,-16.3101421637,2,1,0,2
CHEMBL1083076,18.9854315198,-17.0787980396,2,1,0,2
CHEMBL1083077,16.9687626485,-16.027927661,2,1,0,2
CHEMBL1083078,15.3449934672,-16.7962202801,2,1,0,2
CHEMBL1083122,8.88591865789,20.5616425279,0,2,3,4
CHEMBL1083173,-12.537127516,-42.8412124799,2,3,0,3
CHEMBL1083297,11.8540010149,25.3054214267,0,2,3,4
CHEMBL1083298,12.2465515291,25.5675019341,0,2,3,4
CHEMBL1083388,17.1020107402,-16.3934688291,2,1,0,3
CHEMBL1083389,17.1250468323,-17.9318432647,2,1,0,3
CHEMBL1083390,2.53640504879,-29.7353020458,2,1,4,0
CHEMBL1083481,-13.2445007366,-44.4911240143,2,3,0,3
CHEMBL1083575,-15.4401808126,-42.0958836257,2,3,0,3
CHEMBL1083654,18.2869841622,-17.5614515852,2,1,0,2
CHEMBL1083780,-16.4597284203,-40.5857030344,2,3,0,3
CHEMBL1083781,-12.3974352404,-43.0593017032,2,3,0,3
CHEMBL1083782,-14.8190963661,-44.3841721653,2,3,0,3
CHEMBL1083886,-16.6075444431,-41.3657738924,2,3,0,3
CHEMBL1083909,11.7507772949,25.2349725722,0,2,3,4
CHEMBL1084071,-16.5434932655,-41.8122797453,2,3,0,3
CHEMBL1084214,11.606518686,25.6170260868,0,2,3,4
CHEMBL1084244,12.8254476697,-12.7757929255,2,1,0,3
CHEMBL1084315,8.76866127619,22.062989254,0,2,3,4
CHEMBL1084316,7.01926890374,21.3790689346,0,2,3,2
CHEMBL1084317,9.33708427078,22.8045907941,0,2,3,2
CHEMBL1084335,-16.9727346192,-43.5304865597,2,3,0,3
CHEMBL1084336,-13.6462716389,-45.9238152397,2,3,0,3
CHEMBL1084358,-16.5425413812,-41.0200242495,2,3,0,3
CHEMBL1084359,-16.3389651237,-41.1467088906,2,3,0,3
CHEMBL1084482,12.4411174371,24.0220801487,0,2,3,4
CHEMBL1084483,11.7839935895,25.3287809631,0,2,3,4
CHEMBL1084603,-13.7963815881,-39.8059063474,2,3,0,3
CHEMBL1084604,-16.9024755332,-40.1094979431,2,3,0,3
CHEMBL1084614,9.27743777881,22.9442072118,0,2,3,4
CHEMBL1084711,-13.5217279945,-43.8622472,2,3,0,3
CHEMBL1084793,-8.88694081096,-43.7711205353,2,3,0,3
CHEMBL1084794,-8.432035016,-45.1573876076,2,3,0,1
CHEMBL1084874,-14.9177115015,-40.2908408015,2,3,0,3
CHEMBL1084875,-14.9446305241,-41.0809723563,2,3,0,3
CHEMBL1085036,-15.1353950531,-44.6609591335,2,3,0,3
CHEMBL1085037,-12.9979673756,-44.9631083962,2,3,0,3
CHEMBL1085038,-13.5708789618,-44.42884492,2,3,0,3
CHEMBL1085111,-9.23564553165,-36.3371859376,2,3,0,3
CHEMBL1085112,-10.3959579795,-35.6117379683,2,3,0,3
CHEMBL1085113,-11.3814521068,-36.1683743255,2,3,0,3
CHEMBL1085115,-9.13753042965,-43.0655574777,2,3,0,3
CHEMBL1085120,-16.6122971727,-40.839835697,2,3,0,3
CHEMBL1085351,12.6835639119,24.0524110038,0,2,3,4
CHEMBL1085352,12.8448747703,25.7502010175,0,2,3,4
CHEMBL1085353,10.6901559678,24.3945655186,0,2,3,4
CHEMBL1085354,11.9355782879,23.0417211013,0,2,3,4
CHEMBL1085361,9.40361021504,22.9088897983,0,2,3,4
CHEMBL1085362,9.22293139455,22.6998992046,0,2,3,4
CHEMBL1085368,-10.3462206103,-37.2849164596,2,3,0,3
CHEMBL1085372,-10.112089134,-45.412729258,2,3,0,3
CHEMBL1085409,-15.062303514,-38.9128974793,2,3,0,3
CHEMBL1085462,-12.2116811333,-36.347737836,2,3,0,3
CHEMBL1085585,-16.6219329873,-41.6797079674,2,3,0,3
CHEMBL1085608,11.0199830864,21.9789039242,0,2,3,4
CHEMBL1085617,-11.2383983692,-46.8276445072,2,3,0,3
CHEMBL1085618,-7.65825386666,-44.6219830375,2,3,0,3
CHEMBL1085619,-9.49314118704,-44.1760249287,2,3,0,3
CHEMBL1085651,-17.3000818975,-40.9023519905,2,3,0,3
CHEMBL1085658,-12.4519195297,-43.9204590786,2,3,0,3
CHEMBL1085835,9.16461395147,22.6659096536,0,2,3,4
CHEMBL1085836,9.44413252933,21.7994476685,0,2,3,4
CHEMBL1085852,-13.3265673537,-40.8998652959,2,3,0,3
CHEMBL1085879,-15.4500468571,-43.902229968,2,3,0,3
CHEMBL1085965,10.4679979044,24.9727328836,0,2,3,4
CHEMBL1086079,-10.4968331802,-35.9360244246,2,3,0,3
CHEMBL1086080,-10.4676722104,-35.8123107819,2,3,0,3
CHEMBL1086113,-14.694268258,-42.0935176821,2,3,0,3
CHEMBL1086114,-15.0509203213,-38.9142568229,2,3,0,3
CHEMBL1086251,-11.678120809,-45.1900403775,2,3,0,3
CHEMBL1086252,-14.9532724258,-46.5031162006,2,3,0,3
CHEMBL1086253,-15.3520580685,-43.0031673466,2,3,0,3
CHEMBL1086323,-9.78290843897,-44.0089666715,2,3,0,3
CHEMBL1086324,-10.2505346551,-45.3522003374,2,3,0,3
CHEMBL1086325,-9.70564379652,-44.6979910522,2,3,0,3
CHEMBL1086326,-13.794213249,-43.8231498821,2,3,0,3
CHEMBL1086476,-13.7940204943,-45.7652135016,2,3,0,3
CHEMBL1086477,-16.2998159123,-41.3219700862,2,3,0,3
CHEMBL1086546,-9.32240939649,-42.4687029228,2,3,0,3
CHEMBL1086547,-9.41853576479,-42.4163376523,2,3,0,3
CHEMBL1086572,-13.88772316,-43.3152189259,2,3,0,3
CHEMBL1086573,-13.374914121,-42.7721508683,2,3,0,3
CHEMBL1086719,-16.6739589793,-17.5215761058,2,1,0,2
CHEMBL1086720,-20.0104027297,-18.7517557266,2,1,0,2
CHEMBL1091206,14.5087685548,-11.9003034252,2,1,0,2
CHEMBL1091207,15.6348309187,-15.9858708482,2,1,0,2
CHEMBL1091208,14.0881837349,-14.4506949986,2,1,0,2
CHEMBL1091919,14.6605213958,-15.247533904,2,1,0,2
CHEMBL1092241,14.5737834083,-14.5820348121,2,1,0,2
CHEMBL1094370,-21.2874619022,-18.845744341,2,1,0,2
CHEMBL1112,-19.0679951803,8.28673395917,1,2,3,4
CHEMBL1113,29.4649445905,13.5044914352,3,3,3,0
CHEMBL111943,-12.4641861145,22.60631141,3,0,1,0
CHEMBL112024,-10.6620433787,22.798849784,3,0,1,0
CHEMBL112285,-10.0727280702,20.9252360504,3,0,1,1
CHEMBL112296,-12.5935236757,26.2590661116,4,0,1,0
CHEMBL1123,14.6321641627,7.99986773774,1,4,2,0
CHEMBL114048,-9.82697144814,19.3770033146,3,0,1,1
CHEMBL116448,29.3920168256,2.70948808241,4,4,2,3
CHEMBL1169707,-42.8886285039,-12.2914718886,2,3,0,3
CHEMBL1170091,-40.7330402729,-13.2200681188,2,3,0,2
CHEMBL1170672,-40.3999807369,-13.5032641819,2,3,0,3
CHEMBL1170673,-40.5005720888,-14.4349075786,2,3,0,3
CHEMBL1170871,-39.2501997722,-13.3120298179,2,3,0,2
CHEMBL1172,27.2414355289,26.4553911503,4,4,2,2
CHEMBL1172725,-40.4737148785,-13.697599416,2,3,0,3
CHEMBL1172726,-40.7527188955,-13.4349677892,2,3,0,3
CHEMBL1172795,-41.8011845363,-13.7164705833,2,3,0,3
CHEMBL1173209,-40.3476366624,-12.2079890771,2,3,0,3
CHEMBL1173210,-41.1862915716,-12.8273756865,2,3,0,3
CHEMBL1173359,-40.0097319619,-13.0964860032,2,3,0,3
CHEMBL1173508,-41.3590749226,-12.214855546,2,3,0,2
CHEMBL1173577,-40.2943384962,-13.0093838196,2,3,0,3
CHEMBL1173578,-41.305858399,-14.5029089003,2,3,0,3
CHEMBL1173579,-39.5803289544,-14.0315903964,2,3,0,3
CHEMBL1181770,-5.77873399554,-5.61917952941,0,4,3,1
CHEMBL1189868,-4.87059605337,29.3816332255,4,0,1,1
CHEMBL119443,19.4259933806,-39.7997790565,3,4,4,4
CHEMBL1201203,-4.31898273787,-0.86182357132,2,2,3,4
CHEMBL1201356,20.1718614568,-39.0644348004,3,4,4,4
CHEMBL1201756,30.2681144888,11.0253987078,4,3,2,2
CHEMBL1210710,-34.4298916142,26.1379758127,4,4,0,2
CHEMBL1210711,-33.8155237973,22.6886052688,4,4,0,0
CHEMBL12264,28.5384860203,2.6955001364,4,4,2,3
CHEMBL12314,28.3018177569,-40.5958945505,3,4,4,4
CHEMBL1242425,-18.9078961159,-2.05446881048,0,1,2,2
CHEMBL1242517,-19.5607469166,-3.62142576656,0,1,2,2
CHEMBL1242518,-17.0404581638,-3.09496648869,0,1,2,2
CHEMBL1242614,-21.6262593046,-5.36880624273,0,1,2,1
CHEMBL1242615,-19.2423337891,-2.74417170875,0,1,2,2
CHEMBL1242702,-18.9285114338,-2.49119531005,0,1,2,2
CHEMBL1242703,-19.4781555755,-2.44877009935,0,1,2,2
CHEMBL1242791,-19.0446564018,-2.42273531034,0,1,2,2
CHEMBL124382,-6.39253628873,28.4855939748,3,4,3,4
CHEMBL124971,9.13982515537,25.0146123029,0,0,3,0
CHEMBL1255834,-1.69140987121,-19.9376074927,1,4,4,4
CHEMBL1256172,34.1989889275,20.6495645751,4,4,3,2
CHEMBL1256249,33.6876627797,18.0607217638,4,4,4,1
CHEMBL1256250,38.2642700621,16.617295634,4,4,4,1
CHEMBL1256251,31.0538915023,18.9965904588,4,4,4,1
CHEMBL1256252,33.1805208596,18.2592970914,4,4,4,1
CHEMBL1256253,32.358018609,17.841038182,4,4,4,1
CHEMBL1256254,34.3888090286,16.7532567297,4,4,4,1
CHEMBL1256255,33.7504631157,17.6130703893,4,4,4,1
CHEMBL1256256,-32.3955781385,18.2941334069,4,4,4,1
CHEMBL1256257,36.0676997992,16.3188105341,4,4,4,1
CHEMBL1256258,35.6644162117,16.0029006818,4,4,4,1
CHEMBL1256259,36.3601677987,18.9943580201,4,4,4,1
CHEMBL125745,-10.6175430139,28.8756352021,4,0,1,0
CHEMBL1258223,-44.2972096299,18.4868466462,4,4,2,3
CHEMBL1258452,-43.5774014047,18.2897746416,4,4,2,3
CHEMBL1258607,-30.914286316,28.6374956264,4,4,4,0
CHEMBL1258671,-44.5685613837,8.513605656,4,4,2,3
CHEMBL1258714,-33.1130146059,21.1759933599,4,4,0,3
CHEMBL1259203,15.1725309802,-6.24413342977,1,4,3,4
CHEMBL126263,-8.89467724852,22.6888856312,3,0,1,1
CHEMBL126340,-9.18808251652,26.8514236561,3,4,3,4
CHEMBL126374,-7.51063520591,19.5910056543,4,0,1,0
CHEMBL126420,0.612975122952,-8.21667676775,3,4,2,2
CHEMBL127089,-11.6357707822,24.0123835673,3,0,1,0
CHEMBL12713,14.5817404945,-7.38508421964,1,4,3,4
CHEMBL127232,-14.9358901163,16.0056957318,3,0,2,2
CHEMBL127411,-11.3947267647,35.1600671707,4,0,1,1
CHEMBL1275630,5.58602277562,-43.1699459855,0,1,4,1
CHEMBL127636,-10.672682932,19.6368428477,3,0,1,0
CHEMBL1276838,3.33836690107,-37.5688603409,0,1,4,1
CHEMBL1276839,4.10749138639,-37.4153141057,0,1,4,1
CHEMBL1276925,3.45451507715,-37.8705081547,0,1,4,1
CHEMBL1276926,3.76401347087,-37.9773742129,0,1,4,1
CHEMBL1277010,4.41398771586,-38.6106469739,0,1,4,1
CHEMBL1277011,3.0664083607,-39.5012135399,0,1,4,1
CHEMBL1277104,1.94453467309,-39.6347747116,0,1,4,1
CHEMBL1277105,-0.347708795562,-40.7692328688,0,1,4,1
CHEMBL1277192,0.937525641348,-37.1775707859,0,1,4,1
CHEMBL1277193,1.07864428933,-36.55563601,0,1,4,1
CHEMBL1277286,1.9291104208,-36.7011417057,0,1,4,1
CHEMBL1277287,0.484927078123,-36.4867078397,0,4,4,1
CHEMBL127732,-9.58135130088,20.8025974941,3,0,1,0
CHEMBL1277375,-1.54828939658,-36.2112784744,0,1,4,1
CHEMBL1277376,1.70634332885,-38.9452852066,0,1,4,1
CHEMBL1277466,3.66522371881,-41.8707308225,0,1,4,1
CHEMBL1277467,8.08631882185,-44.0953761906,0,1,4,1
CHEMBL1277564,5.70747088441,-41.5930467241,0,1,4,1
CHEMBL1277565,5.72409812428,-43.0202310783,0,1,4,1
CHEMBL1277656,5.30355607775,-41.8605822391,0,1,4,1
CHEMBL1277657,6.5638090712,-43.3774526977,0,1,4,1
CHEMBL1277749,0.123095964726,-37.9007155042,0,1,4,1
CHEMBL1277750,-0.203090347738,-38.0854184893,0,1,4,1
CHEMBL1277751,5.25477883088,-41.8626259116,0,1,4,1
CHEMBL1277752,5.89962223431,-42.9103205335,0,1,4,1
CHEMBL1277834,-0.146413007784,-38.121771219,0,1,4,1
CHEMBL1277835,-0.567811426278,-37.9129891623,0,4,4,1
CHEMBL1277836,5.78250290466,-41.0870328671,0,1,4,1
CHEMBL1277837,6.15267454024,-42.4649983499,0,1,4,1
CHEMBL1277916,-0.0538020828066,-39.5291495012,0,1,4,1
CHEMBL1277917,3.56528374395,-38.7025935802,0,1,4,1
CHEMBL1277918,4.99675371081,-42.1409490689,0,1,4,1
CHEMBL1277998,2.4019624259,-38.3586271233,0,1,4,1
CHEMBL1277999,2.31958341175,-38.5619357252,0,1,4,1
CHEMBL1278000,6.77214469511,-41.4493849623,0,1,4,1
CHEMBL1278001,6.76010040497,-42.149551067,0,1,4,1
CHEMBL1278090,2.22504512639,-38.4026420751,0,1,4,1
CHEMBL1278091,3.08250610925,-39.3570051104,0,1,4,1
CHEMBL1278092,7.02023263783,-43.7493045328,0,1,4,1
CHEMBL1278179,3.25506084301,-39.059339654,0,1,4,1
CHEMBL1278180,3.45008097919,-38.7209098493,0,1,4,1
CHEMBL127975,-7.68939337017,22.4626616734,3,0,1,2
CHEMBL1289,19.4506900659,10.1960616838,4,4,3,2
CHEMBL129614,-10.384409518,20.6171522373,3,0,1,0
CHEMBL131495,-9.97255580624,8.86679034516,3,0,3,4
CHEMBL1319488,-33.1255159433,-9.86704781427,0,2,0,3
CHEMBL1323386,6.55840799212,-20.2582511404,4,1,3,2
CHEMBL133455,-3.25840896948,-22.3505575222,1,4,4,4
CHEMBL1336,-26.6881582283,15.7585549765,1,4,3,2
CHEMBL133868,-3.23733412547,-19.3266971843,1,4,4,4
CHEMBL137781,18.3622874458,-36.676048118,3,4,4,4
CHEMBL13816,29.5812074652,-40.4445057559,3,4,4,4
CHEMBL1385840,21.8164906481,-41.1594017622,3,4,4,4
CHEMBL138989,18.3621801222,-36.6759617692,3,4,4,4
CHEMBL1403281,20.3989811605,-41.0052997882,3,4,4,4
CHEMBL1411979,-24.6812342796,-4.79770677099,4,4,4,2
CHEMBL1423,12.8185388658,-1.9164468367,1,2,3,4
CHEMBL142936,-0.657128568741,-18.4163427851,1,4,2,2
CHEMBL1429795,14.1379560518,-20.3955029158,2,1,0,0
CHEMBL146942,4.42789964665,9.91101231817,3,2,3,0
CHEMBL1491,24.6806001186,20.3913804442,4,4,3,0
CHEMBL151295,-37.8986336618,22.9118633541,4,4,4,2
CHEMBL151998,-38.7067313905,23.9545526006,4,4,4,2
CHEMBL15245,2.20388774719,-13.4320102351,1,4,4,4
CHEMBL152806,-38.9429833255,22.8794555386,4,4,4,2
CHEMBL153918,-36.1896734469,26.6507286618,4,4,0,2
CHEMBL154089,-36.1789573046,23.2178919016,4,4,0,2
CHEMBL154186,-36.0942087455,23.2370283456,4,4,0,2
CHEMBL154273,-34.2897424075,25.7371705812,4,4,0,2
CHEMBL154274,-37.7596505979,24.9908986102,4,4,0,2
CHEMBL154367,-36.9851614852,24.3395121231,4,4,0,2
CHEMBL154525,-34.1689382807,25.1964039891,4,4,0,2
CHEMBL154534,-37.057394499,27.5990281319,4,4,0,2
CHEMBL154641,-37.487965913,25.4037263809,4,4,0,2
CHEMBL154675,-35.5943088879,23.7262731219,4,4,0,2
CHEMBL154720,-36.6222870653,26.710534418,4,4,0,2
CHEMBL1548,14.8878572016,41.0080254551,4,3,3,0
CHEMBL154842,-35.3616109493,26.2991238973,4,4,0,2
CHEMBL155106,-37.1579363131,24.6480015449,4,4,0,2
CHEMBL155234,-39.2064848014,21.8620322923,4,4,4,2
CHEMBL155717,-37.5818106392,26.6805919442,4,4,0,2
CHEMBL156130,-35.0982705783,25.0486426835,4,4,0,2
CHEMBL156610,-34.9617633894,24.3814563126,4,4,0,2
CHEMBL157103,-35.7679317909,21.8461603572,4,4,0,2
CHEMBL157138,19.1083253219,-38.7149424509,3,4,4,4
CHEMBL157173,-35.9025205866,30.8788907023,4,4,4,2
CHEMBL157175,-34.6676176094,26.8024832119,4,4,0,2
CHEMBL157285,-39.5185729012,27.6022570742,4,4,4,2
CHEMBL157338,-35.3504013011,30.7831659662,4,4,4,2
CHEMBL157454,-34.4663695567,31.1148022351,4,4,4,2
CHEMBL1576791,-32.1734404346,-10.3941707593,0,2,0,3
CHEMBL157910,-34.6368798682,26.7265399599,4,4,0,2
CHEMBL1580288,-7.20172964849,-36.4226583311,2,3,0,3
CHEMBL158094,-36.231314645,28.0709272579,4,4,0,2
CHEMBL1581846,7.18555988765,-26.3757491027,2,4,2,3
CHEMBL158627,12.1128679744,-4.22885526924,3,4,2,4
CHEMBL15928,-26.8801801945,17.5453831945,4,4,4,1
CHEMBL1626,-3.42563771358,-0.546965047219,4,4,3,2
CHEMBL1628227,25.0381224228,11.8809070531,3,3,2,2
CHEMBL1631532,-9.54600333935,-27.5900178885,1,2,3,4
CHEMBL1631535,-10.7141244373,-27.7460962077,1,2,3,4
CHEMBL1631540,-9.46730733344,-28.4734908095,1,2,3,4
CHEMBL1631542,-9.59803151211,-28.2401505013,1,2,3,4
CHEMBL1631545,-10.7337294037,-28.082729271,1,2,3,4
CHEMBL1632158,5.76778589823,28.1460432695,1,4,2,4
CHEMBL1632174,1.34607090509,28.1922623842,1,4,2,4
CHEMBL1632206,-10.565561559,-27.2781663102,1,2,3,4
CHEMBL1632210,-9.50794032955,-27.4430516957,1,3,3,4
CHEMBL1632217,-9.31497880312,-27.1644774986,1,2,3,4
CHEMBL1632220,-11.549432658,-27.9504112299,1,2,3,4
CHEMBL1632223,-12.4849461513,-27.5664503218,1,2,3,4
CHEMBL1642114,14.2775563337,-15.3099718694,2,1,0,3
CHEMBL1642412,-40.5699912116,13.1815316967,4,0,1,0
CHEMBL1642413,-39.3136370518,13.7221583059,4,0,1,0
CHEMBL1642414,-40.2127805725,12.3771324467,4,0,1,0
CHEMBL1642415,-40.3185281806,13.0429620821,4,0,1,0
CHEMBL1642416,-38.6795707539,11.3032449443,4,0,1,0
CHEMBL1642417,-40.0957477245,12.0277321511,4,0,1,0
CHEMBL1642418,-37.7837322955,12.2333648002,4,0,1,0
CHEMBL1642419,-38.495890916,12.9117586288,4,0,1,0
CHEMBL1642420,-38.850377295,12.5627401076,4,0,1,0
CHEMBL1642421,-39.2728877798,12.3284088589,4,0,1,0
CHEMBL1642422,-39.5557215231,11.583239823,4,0,1,0
CHEMBL1642423,-41.0565492665,13.3255895469,4,0,1,0
CHEMBL1642424,-41.2333172696,11.6341947705,4,0,1,0
CHEMBL1642425,-41.6137881213,12.4645664328,4,0,1,0
CHEMBL1642426,-41.1585618528,10.8918549585,4,0,1,0
CHEMBL1642427,-42.3192008224,12.5615701912,4,0,1,0
CHEMBL1642428,-40.7990004977,11.5130216562,4,0,1,0
CHEMBL1642429,-42.6336268195,9.50683057757,4,0,1,0
CHEMBL1642430,-42.5935073877,11.0177685875,4,0,1,1
CHEMBL1642431,-40.8487981262,12.7672783338,4,0,1,0
CHEMBL1643900,-11.0205856151,4.8229829571,2,0,2,2
CHEMBL1655,14.0872259847,8.04999045918,3,4,3,2
CHEMBL1668499,9.58519096834,-15.5479510218,2,1,0,0
CHEMBL1668500,11.9504836704,-17.6360727059,2,1,0,0
CHEMBL1668501,10.6106363363,-15.9165592706,2,1,0,0
CHEMBL1668502,11.9542912055,-15.5868196805,2,1,0,0
CHEMBL1668564,19.0141627375,-20.6009366316,2,1,0,0
CHEMBL1668565,19.7963151332,-20.7616707829,2,1,0,0
CHEMBL1668566,13.2568901477,-15.6138285964,2,1,0,0
CHEMBL1668567,11.6140136989,-18.3841518872,2,1,0,0
CHEMBL1668568,12.7271259958,-18.0183570182,2,1,0,0
CHEMBL1668569,13.1043866692,-17.5250359481,2,1,0,0
CHEMBL1668570,9.72359755178,-13.703242483,2,1,0,0
CHEMBL1668571,11.5038389866,-18.1125395072,2,1,0,0
CHEMBL1668572,13.727375708,-17.7257340771,2,1,0,0
CHEMBL1668573,10.8692860938,-16.8255554997,2,1,0,0
CHEMBL1668574,12.4697955955,-16.6004521542,2,1,0,0
CHEMBL1668575,11.8232891501,-14.4401159593,2,1,0,0
CHEMBL1668576,11.5127594717,-17.3943746959,2,1,0,0
CHEMBL1668577,11.9273962431,-17.3477146464,2,1,0,0
CHEMBL1668578,11.6085692779,-17.9756632437,2,1,0,0
CHEMBL1668579,10.5898421181,-14.472244333,2,1,0,0
CHEMBL1668580,11.2456713393,-16.7351958275,2,1,0,0
CHEMBL1668581,9.71904780295,-16.1782472511,2,1,0,0
CHEMBL1668583,18.5021180327,-24.6369235161,2,1,0,0
CHEMBL1668584,18.4808209875,-18.341042014,2,1,0,0
CHEMBL1668585,20.1754350823,-22.615352171,2,1,0,0
CHEMBL1668586,18.3990681875,-22.1327895976,2,1,0,0
CHEMBL1668587,18.4686341442,-20.556517149,2,1,0,0
CHEMBL1668588,18.3499376124,-20.2065168421,2,1,0,0
CHEMBL1668589,19.6803692091,-24.3863961469,2,1,0,0
CHEMBL1668590,18.7040522743,-22.8694046284,2,1,0,0
CHEMBL1668591,17.2926482689,-21.4888203695,2,1,0,0
CHEMBL1668592,17.5937327326,-21.7149841198,2,1,0,0
CHEMBL1668593,18.9695692691,-24.7816620062,2,1,0,0
CHEMBL1668594,16.9269745566,-22.5855394507,2,1,0,0
CHEMBL1668595,18.0423008058,-21.7704735342,2,1,0,0
CHEMBL1668596,17.2032361689,-20.5496177586,2,1,0,0
CHEMBL1670,24.9546693281,20.3897554383,4,3,3,0
CHEMBL1672288,9.8243681618,1.39990333296,1,4,2,2
CHEMBL17157,15.9026616798,-0.573405706631,4,2,2,4
CHEMBL1732,23.6683101969,-41.4577453767,3,4,4,4
CHEMBL1733660,17.9274435492,14.6336567067,2,4,3,4
CHEMBL175068,-9.88102711656,-13.5859472074,3,0,1,1
CHEMBL175471,17.1006747653,-28.9944901071,1,4,4,4
CHEMBL175488,-31.9885616804,7.99327393902,0,3,2,3
CHEMBL175529,15.3058540748,-31.4396761089,1,4,4,4
CHEMBL175718,41.7539236025,31.9323871615,2,3,2,2
CHEMBL175732,40.7514816987,32.7589217839,2,3,2,2
CHEMBL175794,-30.6277356485,-2.07117672215,0,2,4,4
CHEMBL175798,13.8431199764,-30.0783637053,1,4,4,4
CHEMBL175819,-30.2989619875,-3.63536495526,0,2,3,3
CHEMBL175835,17.1672948512,-31.783439119,1,4,4,4
CHEMBL175836,-30.8752617043,-2.71969492704,0,3,4,4
CHEMBL175884,39.1365562685,21.5246565872,4,4,3,2
CHEMBL175906,-31.4378849402,3.7120968303,0,3,2,3
CHEMBL175940,-31.1293482045,4.93843295384,0,3,2,3
CHEMBL175980,41.8726605928,35.9924429562,2,3,2,2
CHEMBL176028,16.7147483444,-30.8740362692,1,4,4,4
CHEMBL176030,-28.8778713989,-1.26583433333,0,2,4,4
CHEMBL176043,41.7245841925,33.8106699084,2,3,2,2
CHEMBL176057,-32.778383101,-2.29037756677,0,2,3,4
CHEMBL176117,-29.9858570911,-3.11755910822,0,2,3,3
CHEMBL176134,-30.2311274835,-2.17079426424,0,2,4,4
CHEMBL176162,37.6317928314,24.5111017138,4,4,3,2
CHEMBL176218,-32.8620316651,4.76656749771,0,3,2,3
CHEMBL1762568,12.4278149635,-19.6293478577,2,1,0,0
CHEMBL1762569,15.5837122814,-20.6078887997,2,1,0,0
CHEMBL1762570,14.1736417924,-20.4766183446,2,1,0,0
CHEMBL1762571,14.5340971104,-21.3548666277,2,1,0,0
CHEMBL1762572,14.7826058737,-21.522087156,2,1,0,0
CHEMBL1762573,14.3383072059,-22.4111387554,2,1,0,0
CHEMBL1762574,15.7642304594,-20.3360532192,2,1,0,3
CHEMBL1762575,12.7339818896,-22.0615814666,2,1,0,0
CHEMBL1762576,16.4151423325,-23.7177148386,2,1,0,0
CHEMBL1762577,14.3458213133,-19.9736067173,2,1,0,0
CHEMBL176258,40.3502831578,32.0662213829,2,3,2,2
CHEMBL176292,15.5563034906,-30.2969117029,1,4,4,4
CHEMBL176838,-7.85863902105,-10.1966229449,0,4,2,2
CHEMBL177005,-30.3439391717,-1.78971827235,0,2,3,4
CHEMBL177107,-9.32458369403,-14.4219872647,3,0,2,1
CHEMBL177119,-29.8563561969,-4.68620687431,0,4,4,4
