,x,y,bac,bac_gtc,bac_murcko,bac_murcko_generic
CHEMBL1955920,22.8107219729,13.3463708712,0,2,0,3
CHEMBL1955921,22.8102286999,13.3431170158,0,2,0,3
CHEMBL1955922,20.8058581503,12.5105087526,0,2,0,3
CHEMBL1955923,10.8513870218,-21.052095288,0,2,0,3
CHEMBL1955924,24.1057643739,15.2516744345,0,2,0,3
CHEMBL1955925,19.7811443317,-8.56937106298,0,2,0,3
CHEMBL1955926,19.8138606384,-8.55925797739,0,2,0,3
CHEMBL195866,-22.120083136,19.1798096195,2,1,2,0
CHEMBL196138,3.8065746655,-4.64564780611,4,1,3,0
CHEMBL196258,0.0985018813815,-27.2052157286,3,3,4,2
CHEMBL196259,-0.905254324771,-27.2236427049,3,3,4,2
CHEMBL196306,2.63048200797,-5.48127568474,4,1,3,0
CHEMBL196375,3.16691097402,-5.2071895053,4,1,3,0
CHEMBL196436,-21.796906705,19.9783079309,2,1,2,0
CHEMBL196569,2.66305997725,-5.44133181015,4,1,3,0
CHEMBL196665,3.58997542548,-4.73727168242,4,1,3,0
CHEMBL197030,2.55848670577,-5.51463743692,4,1,3,0
CHEMBL197103,21.8056982236,7.17444629533,3,1,3,2
CHEMBL197148,-21.9601845637,18.5808875247,2,1,2,0
CHEMBL197326,7.09984554568,-17.7547722331,3,4,1,2
CHEMBL197359,3.70745592196,-4.54429775739,4,1,3,0
CHEMBL197427,6.82908433136,0.978488655886,1,4,1,0
CHEMBL197605,8.39447619859,-22.7352269175,0,2,0,3
CHEMBL197634,5.97663963222,-12.2788569586,3,4,1,2
CHEMBL197669,-2.63146411459,-27.2146498352,3,3,4,2
CHEMBL197682,-1.03992995037,-26.6697713761,3,3,4,2
CHEMBL197743,4.78218113802,-11.7131675807,3,4,1,2
CHEMBL197962,4.70359218508,-11.8705488711,3,4,1,2
CHEMBL197963,4.94392118306,-11.4047908084,3,4,1,2
CHEMBL198008,4.85937538451,-12.0238834903,3,4,1,2
CHEMBL198054,4.70553719822,-11.0751792903,3,4,1,2
CHEMBL198060,5.160659701,-11.0563278843,3,4,1,2
CHEMBL198191,9.00547589551,-20.3963868429,0,2,0,3
CHEMBL198200,-1.03647882683,-26.6782681082,3,3,4,2
CHEMBL198243,9.1941624658,-20.8898334726,0,2,0,3
CHEMBL198294,9.92641536556,-26.4805846002,0,2,0,3
CHEMBL198338,10.3394879253,-23.5036312243,0,2,0,3
CHEMBL198345,9.22072624254,-20.9782743632,0,2,0,3
CHEMBL198441,4.80956518,-11.0803202785,3,4,1,2
CHEMBL198460,16.7350080707,-4.16626942932,1,4,3,2
CHEMBL198461,16.7345221692,-4.16441812624,1,4,3,2
CHEMBL198561,5.32766695024,-12.7749477094,3,4,1,2
CHEMBL198673,5.0279123183,-12.8681857079,3,4,1,2
CHEMBL198760,5.8644155036,-4.55920005647,4,1,3,2
CHEMBL198769,5.38728248652,-4.69898778308,4,4,3,0
CHEMBL198779,4.92981589824,-13.0308146634,3,4,1,2
CHEMBL198874,4.7849934318,-4.80716942184,4,1,3,0
CHEMBL198942,0.387921017051,-27.2106496022,3,3,4,2
CHEMBL198959,6.82984082929,0.971237326407,1,4,1,0
CHEMBL1990267,8.98483808868,13.2282088319,3,4,1,1
CHEMBL199280,7.94989254846,-21.4397309512,0,2,0,3
CHEMBL199309,12.7167258654,3.58011672284,0,2,0,3
CHEMBL199326,8.81465283175,-23.9284314495,0,2,0,3
CHEMBL199327,8.83344098961,-23.4173277073,0,2,0,3
CHEMBL199330,10.7642457131,-20.4710521095,0,2,0,3
CHEMBL199353,6.57377559339,-19.2272954233,0,2,0,3
CHEMBL199354,7.79706794221,-19.2743865233,0,2,0,3
CHEMBL199399,9.45675391206,-26.5903453196,0,2,0,3
CHEMBL199446,7.91067307754,-19.3480255459,0,2,0,3
CHEMBL199471,12.7113981581,3.58505249242,0,2,0,3
CHEMBL199485,6.75469910277,-18.9420575346,0,2,0,3
CHEMBL199541,15.0726540198,-14.0014919131,4,3,4,4
CHEMBL199583,12.2775675344,-22.5756478851,0,2,0,3
CHEMBL199611,7.0186081173,-20.1360661558,0,2,0,3
CHEMBL199664,8.93718533777,-19.7078097065,0,2,0,3
CHEMBL199688,5.99374448987,-23.6999058252,0,2,0,3
CHEMBL199692,14.227110539,2.54476442196,0,2,0,3
CHEMBL199697,9.99988641826,-21.5816648378,0,2,0,3
CHEMBL199722,9.93903083456,-25.7856665781,0,2,0,3
CHEMBL199732,14.2304935214,2.62701127636,0,2,0,3
CHEMBL199802,22.7599295674,-7.49256930925,0,2,0,3
CHEMBL199826,8.03601499612,-18.1614534632,0,2,0,3
CHEMBL199834,8.06653541825,-23.7493457368,0,2,0,3
CHEMBL199862,8.69035159453,-25.9260198518,0,2,0,3
CHEMBL199877,14.9841212125,-14.5045968032,4,3,4,4
CHEMBL199884,8.69801892425,-17.1681254304,0,2,0,3
CHEMBL199895,14.312523518,2.64330463634,0,2,0,3
CHEMBL199898,9.49141399667,-26.054706747,0,2,0,3
CHEMBL199908,12.7749101953,3.64513354259,0,2,0,3
CHEMBL200012,8.8310078033,-19.1860379869,0,2,0,3
CHEMBL200072,15.0323564019,-14.0649507444,4,3,4,4
CHEMBL200099,15.0793874282,-14.05039247,4,3,4,4
CHEMBL200105,6.97163086351,-19.5795077673,0,2,0,3
CHEMBL200112,9.35918713266,-21.186383511,0,2,0,3
CHEMBL200146,14.2700203196,1.88268727028,0,2,0,3
CHEMBL200154,12.9808721602,1.51593203921,0,2,0,3
CHEMBL200184,15.2214380601,-14.6259214683,4,3,4,4
CHEMBL200230,14.2430718215,2.09439583598,0,2,0,3
CHEMBL200278,12.8109503581,3.66708835397,0,2,0,3
CHEMBL200279,14.7575897185,-13.6321700903,4,3,4,4
CHEMBL200313,12.6983760915,3.54841174908,0,2,0,3
CHEMBL200349,12.7109690874,3.61150682439,0,2,0,3
CHEMBL200350,12.7032688678,3.61535521147,0,2,0,3
CHEMBL200370,12.7635997838,3.49967490484,0,2,0,3
CHEMBL200407,14.735283831,-13.6699803158,4,3,4,4
CHEMBL200417,13.0085862015,1.51027287211,0,2,0,3
CHEMBL200451,12.985100383,1.43809717086,0,2,0,3
CHEMBL200480,16.7368415135,-4.16365537975,1,4,3,2
CHEMBL200509,12.9853079826,1.59386466886,0,2,0,3
CHEMBL200636,0.923059312794,-13.4607832297,3,4,1,2
CHEMBL200705,15.2105935642,-14.6311120438,4,3,4,4
CHEMBL200732,14.8064649577,-13.6258949506,4,3,4,4
CHEMBL200739,12.9532902898,1.48925006357,0,2,0,3
CHEMBL200747,12.9995201278,1.58701071658,0,2,0,3
CHEMBL200779,12.7557075244,3.59624968652,0,2,0,3
CHEMBL200780,11.4599304073,2.26853652556,0,2,0,3
CHEMBL200835,-1.94294251882,4.29263598824,3,4,3,2
CHEMBL200854,14.7706094428,-13.6449156474,4,3,4,4
CHEMBL200967,9.28590842386,-25.3587597101,0,2,0,3
CHEMBL201006,8.32751883795,-22.7856427799,0,2,0,3
CHEMBL201008,10.297089238,-26.2428827712,0,2,0,3
CHEMBL201022,15.6635451191,7.68929294086,0,2,0,3
CHEMBL201024,9.79761638536,-25.7619013313,0,2,0,3
CHEMBL201026,7.94283536993,-21.4423678635,0,2,0,3
CHEMBL201028,9.41848366555,-22.3474645864,0,2,0,3
CHEMBL201042,9.59214763764,-25.0590628994,0,2,0,3
CHEMBL201054,7.85136262548,-23.9755273471,0,2,0,3
CHEMBL2010872,-16.6093450119,6.87940598379,3,4,3,0
CHEMBL201108,8.99851670995,-21.4779673075,0,2,0,3
CHEMBL201127,9.76543225323,-24.9309523038,0,2,0,3
CHEMBL201128,10.5772965464,-23.8508449176,0,2,0,3
CHEMBL201133,8.96638247487,-20.3365076281,0,2,0,3
CHEMBL201145,9.60978105306,-25.0469757973,0,2,0,3
CHEMBL201157,10.6687830057,-23.8609096038,0,2,0,3
CHEMBL201159,22.7934992002,-7.45296961833,0,2,0,3
CHEMBL201239,9.84341785113,-25.5152407793,0,2,0,3
CHEMBL201243,7.05661097331,-19.2907258277,0,2,0,3
CHEMBL2012672,18.1851778682,-11.2174974878,4,3,4,4
CHEMBL2012684,18.2292684447,-11.1205179632,4,3,4,4
CHEMBL2012686,18.196862503,-10.9538663232,4,3,4,4
CHEMBL201281,10.9723090387,-26.4761531503,0,2,0,3
CHEMBL201293,10.2082226036,-24.132239341,0,2,0,3
CHEMBL201321,8.2456091818,-23.9891611091,0,2,0,3
CHEMBL201323,8.44010917978,-17.5230983887,0,2,0,3
CHEMBL201329,11.7502017871,-24.673227364,0,2,0,3
CHEMBL201407,22.8244725773,-6.31856756708,0,2,0,3
CHEMBL201447,9.77744341998,-25.4806794247,0,2,0,3
CHEMBL201493,10.3160143694,-23.6079421011,0,2,0,3
CHEMBL201496,8.54890580317,-25.8718676382,0,2,0,3
CHEMBL201523,8.7923739223,-21.7151155761,0,2,0,3
CHEMBL201548,8.86259644116,-19.2686888742,0,2,0,3
CHEMBL201554,8.14078662189,-20.2312094643,0,2,0,3
CHEMBL201580,7.94446498293,-17.6461572336,0,2,0,3
CHEMBL201585,7.13250572273,-19.3255790606,0,2,0,3
CHEMBL201594,11.8204456534,-25.129664758,0,2,0,3
CHEMBL201595,11.8039417055,-24.6949729388,0,2,0,3
CHEMBL201650,8.99478928989,-19.856877132,0,2,0,3
CHEMBL201679,7.47792623212,-23.9039111662,0,2,0,3
CHEMBL201692,22.7673610643,-7.5043957291,0,2,0,3
CHEMBL201706,15.1483765099,-14.5316757947,4,3,4,4
CHEMBL201721,4.90154315635,-20.6338492984,0,2,0,3
CHEMBL201745,8.36126774201,-18.376640917,0,2,0,3
CHEMBL201749,10.0116782327,-25.6685262107,0,2,0,3
CHEMBL201750,5.64493586104,-18.9407505272,0,2,0,3
CHEMBL201773,9.13368261027,-22.3446766657,0,2,0,3
CHEMBL201789,22.9521845908,-7.23191812528,0,2,0,3
CHEMBL201791,10.0942950592,-25.9938147615,0,2,0,3
CHEMBL201796,8.15225858227,-17.4923526201,0,2,0,3
CHEMBL201895,9.16982251649,-22.3718556295,0,2,0,3
CHEMBL202189,15.2141945274,-14.648426794,4,3,4,4
CHEMBL2021950,4.66514224053,-1.3435681522,1,1,2,2
CHEMBL202358,11.9827570919,-24.8611822573,0,2,0,3
CHEMBL202359,8.2548935741,-24.4454075164,0,2,0,3
CHEMBL2024111,4.75516416839,-2.68305912231,1,1,2,2
CHEMBL2024112,4.59535783167,-0.614781237358,1,1,2,2
CHEMBL2024113,4.57965321431,-2.42331034052,1,1,2,2
CHEMBL2024114,4.79113412338,-1.94726628323,1,1,2,2
CHEMBL2024115,3.98977979751,-2.89749252851,1,1,2,2
CHEMBL2024116,5.9105039925,-1.81967143594,1,1,2,2
CHEMBL2024117,4.59528345367,-1.83951606284,1,1,2,2
CHEMBL2024118,3.87790269713,-1.00145009363,1,1,2,2
CHEMBL2024119,5.37310358187,-0.95622164006,1,1,2,2
CHEMBL2024120,3.85447950543,-2.530922977,1,1,2,2
CHEMBL202665,12.4703545187,-29.4432833045,0,2,0,3
CHEMBL202706,22.5879133496,-6.54870414359,0,2,0,3
CHEMBL202766,10.2333992423,-23.3576146501,0,2,0,3
CHEMBL202767,10.2909325283,-23.3212745447,0,2,0,3
CHEMBL202828,8.47450755901,-17.4591085464,0,2,0,3
CHEMBL202876,9.18154412712,-17.2155494459,0,2,0,3
CHEMBL203030,8.79949016684,-24.3967790023,0,2,0,3
CHEMBL203037,11.5058868382,-25.4949552907,0,2,0,3
CHEMBL203054,-1.01087108095,-21.7951431592,2,0,2,1
CHEMBL203060,-1.50649975747,-21.9423166059,2,0,2,1
CHEMBL2030679,3.32144589169,-8.27288858599,3,1,3,2
CHEMBL2030680,-20.9401043172,10.907167366,3,4,1,0
CHEMBL2030681,3.07159763318,25.7867635661,1,4,3,2
CHEMBL2030682,2.80157577822,-7.59942237114,1,4,1,1
CHEMBL2030683,15.7689460629,-20.297342742,3,4,1,0
CHEMBL2030684,-1.40460825528,12.8372351245,3,4,3,0
CHEMBL2030685,-13.2504774906,-12.2226036229,3,4,1,0
CHEMBL2030686,3.07759328078,25.7947120763,1,4,3,2
CHEMBL2030687,3.06016039525,25.7866073305,1,4,3,2
CHEMBL2030688,3.05750736403,25.7865370932,1,4,3,2
CHEMBL2030689,3.11670930811,-7.51440767938,3,1,3,2
CHEMBL2030690,3.08926744944,-8.36117680587,3,1,3,0
CHEMBL2030703,7.3232145428,-1.41902739652,3,4,3,0
CHEMBL2030704,7.82605501196,-0.885203145167,3,4,3,0
CHEMBL2030705,7.391485653,-1.3552339114,3,4,3,0
CHEMBL2030706,7.78596965928,-0.94400667829,3,4,3,0
CHEMBL2030707,7.32801678798,-1.4216086187,3,4,3,0
CHEMBL2030708,7.82654056857,-0.888194799204,3,4,3,0
CHEMBL203088,11.0828171098,-25.1186410271,0,2,0,3
CHEMBL203148,7.35238088319,-23.9939169836,0,2,0,3
CHEMBL203196,9.12843732783,-17.2406945238,0,2,0,3
CHEMBL203305,8.39855652521,-15.9732258524,0,2,0,3
CHEMBL203357,15.2087225582,-14.5797953501,4,3,4,4
CHEMBL203359,8.04435939378,-23.9072049515,0,2,0,3
CHEMBL203413,8.65897634492,-25.8852177592,0,2,0,3
CHEMBL203506,-0.754189391085,-21.2756400015,2,0,2,1
CHEMBL203797,0.151515638382,-21.5976765503,2,0,2,1
CHEMBL203998,-0.77198985241,-22.1882638329,2,0,2,1
CHEMBL2042058,8.99514163632,13.2394002455,3,4,1,1
CHEMBL2042059,8.99516266775,13.239317594,3,4,1,1
CHEMBL2042060,9.00244682542,13.2416021278,3,4,1,1
CHEMBL2042061,9.00432856068,13.2390913896,3,4,1,1
CHEMBL2042062,9.00500897882,13.2396933887,3,4,1,1
CHEMBL2042069,9.00750758677,13.2495624873,3,4,1,1
CHEMBL2042072,9.00091210935,13.2401471214,3,4,1,1
CHEMBL2042073,8.99996769638,13.2357588557,3,4,1,1
CHEMBL2042074,9.00472269214,13.2411956444,3,4,1,1
CHEMBL2042075,9.00657998467,13.2410828533,3,4,1,1
CHEMBL2042076,9.00233504647,13.2409857792,3,4,1,1
CHEMBL2042077,9.00182789971,13.2369020328,3,4,1,1
CHEMBL2042080,8.51945486773,12.8158990109,3,4,1,1
CHEMBL2042081,8.49351835049,12.7909110403,3,4,1,1
CHEMBL2042091,-3.35605554684,1.31204768106,3,4,3,2
CHEMBL204366,-8.51265783951,-4.21275462329,4,3,4,4
CHEMBL20445,-2.71930863164,8.66860091537,1,0,2,1
CHEMBL204526,-8.41281939781,-4.28163446428,4,3,4,4
CHEMBL204527,-9.27684847575,-4.11696467771,4,3,4,4
CHEMBL204634,-8.4956492458,-4.21153614373,4,3,4,4
CHEMBL204753,-1.7068023394,-21.1046612654,2,0,2,1
CHEMBL204780,8.73741324869,-9.62585072151,3,1,3,2
CHEMBL205194,7.30957983004,-10.6128374071,3,1,3,2
CHEMBL205225,-9.16800833458,-4.44612837571,4,3,4,4
CHEMBL205226,-8.40841600138,-4.2689541344,4,3,4,4
CHEMBL205327,-9.34627775891,-4.19069597726,4,3,4,4
CHEMBL205531,-8.45777408513,-4.26801576568,4,3,4,4
CHEMBL20555,-6.49401610129,-19.1398660017,2,0,2,1
CHEMBL205586,7.30084273683,-10.6105230473,3,1,3,2
CHEMBL205768,-8.45777307212,-4.2680152572,4,3,4,4
CHEMBL205788,-8.46833110606,-4.21582555785,4,3,4,4
CHEMBL205850,-9.39449528316,-4.15467381823,4,3,4,4
CHEMBL205946,-9.39139295959,-4.12931382929,4,3,4,4
CHEMBL206090,-8.43514323223,-4.33140154065,4,3,4,4
CHEMBL2064641,20.400621663,-14.3360431209,4,3,4,4
CHEMBL2064649,20.4523301914,-14.147053594,4,3,4,4
CHEMBL2064656,20.2639172077,-14.6807510379,4,3,4,4
CHEMBL2064661,20.2468389126,-14.7524537362,4,3,4,4
CHEMBL20681,0.94362304122,7.82220185219,1,0,1,1
CHEMBL2069325,14.3839270263,-6.12039357446,2,0,2,1
CHEMBL2070398,0.823007385021,3.95138773365,4,3,4,4
CHEMBL2070506,0.200080103782,3.9212097494,4,3,4,4
CHEMBL2070507,0.526887757012,3.58492738532,4,3,4,4
CHEMBL2070508,1.72076932343,3.49818381286,4,3,4,4
CHEMBL2070717,-1.71538621077,-10.2364281684,3,4,3,0
CHEMBL2070718,-2.59469569811,20.7322642819,1,4,1,4
CHEMBL2070719,-14.6011823965,-10.5593659771,1,4,1,0
CHEMBL2070720,5.63970368209,-10.9280901245,3,4,1,0
CHEMBL2070721,-14.5398598816,-10.5609419878,1,4,1,0
CHEMBL2070722,-14.2024762766,-10.9138509485,3,4,3,0
CHEMBL2070723,-14.1834585884,-10.5672053491,1,4,1,0
CHEMBL2070724,5.65111215298,-12.6898362558,1,4,1,0
CHEMBL2070725,-17.346798417,-7.52198892596,3,4,1,0
CHEMBL2070726,-1.69256416265,-10.2189383055,1,4,1,0
CHEMBL2070727,4.17591512161,-9.21070768537,1,1,3,2
CHEMBL2070728,5.20648657786,-11.2634380232,3,4,1,0
CHEMBL2070833,15.8740473208,-21.5309271083,3,4,1,2
CHEMBL2070880,13.8079575035,-7.10646047865,2,0,2,1
CHEMBL2070881,13.7745158405,-7.17108317029,2,0,2,1
CHEMBL2070882,13.7738418782,-7.17196104919,2,0,2,1
CHEMBL2070883,13.7727384351,-7.17179946074,2,0,2,1
CHEMBL2070884,13.7735740151,-7.17157858219,2,0,2,1
CHEMBL2070886,13.6848600035,-7.36082247618,2,0,2,1
CHEMBL2070887,13.6749088787,-7.38160840277,2,0,2,1
CHEMBL2070888,13.6718710532,-7.386988115,2,0,2,1
CHEMBL2070889,13.6798909208,-7.37176035921,2,0,2,1
CHEMBL2070890,13.6642971966,-7.40140940818,2,0,2,1
CHEMBL2070891,13.6639187086,-7.4049992804,2,0,2,1
CHEMBL2070892,13.6498781996,-7.42937339075,2,0,2,1
CHEMBL2070893,13.6638658803,-7.40378830157,2,0,2,1
CHEMBL2070894,13.6758097442,-7.37794570964,2,0,2,1
CHEMBL2071038,13.7674913386,-7.17382220077,2,0,2,1
CHEMBL2071039,14.3459738552,-6.17952789862,2,0,2,1
CHEMBL2071040,14.3319624248,-6.20271786121,2,0,2,1
CHEMBL2071041,14.3258049771,-6.20678579576,2,0,2,1
CHEMBL2071042,14.3258052208,-6.20678593729,2,0,2,1
CHEMBL2071043,14.3258051954,-6.20678594855,2,0,2,1
CHEMBL2071044,14.3993619195,-6.1025602945,2,0,2,1
CHEMBL2071045,14.3904303888,-6.10997894751,2,0,2,1
CHEMBL2071046,14.407104113,-6.09141170966,2,0,2,1
CHEMBL2071047,14.4099795685,-6.08537326203,2,0,2,1
CHEMBL2071048,14.4024777922,-6.09900949828,2,0,2,1
CHEMBL2071049,14.4161066449,-6.07757016492,2,0,2,1
CHEMBL207208,-11.099745738,-15.5693245996,3,4,3,2
CHEMBL207209,-11.0865192468,-15.6026207381,3,4,3,2
CHEMBL207408,-8.26609276277,-4.33402619693,4,3,4,4
CHEMBL207434,11.1714002282,1.40251045811,0,2,0,3
CHEMBL207524,11.0802262266,1.48149918213,0,2,0,3
CHEMBL207529,8.73472329468,-9.62790973771,3,1,3,2
CHEMBL207824,8.734722829,-9.62790975966,3,1,3,2
CHEMBL20795,-4.97350652761,-12.0451367946,3,0,1,1
CHEMBL208110,11.1310869896,1.56315379525,0,2,0,3
CHEMBL208160,-8.41258451146,-4.28215771419,4,3,4,4
CHEMBL208238,-8.27526754376,-4.26798814954,4,3,4,4
CHEMBL208264,-8.53131640118,-4.2316890344,4,3,4,4
CHEMBL208311,-8.73095600047,-4.20218515949,4,3,4,4
CHEMBL208686,-0.628356217743,-21.3697304592,2,0,2,1
CHEMBL208824,10.7710766753,0.0507441240908,0,2,0,3
CHEMBL20888,-1.57378954908,9.78617753244,1,0,2,1
CHEMBL208920,10.8469388398,0.275788840636,0,2,0,3
CHEMBL209174,11.471888355,1.93648925304,0,2,0,3
CHEMBL209217,10.9422521944,2.25007811904,0,2,0,3
CHEMBL209230,15.8989629804,5.75047833031,0,2,0,3
CHEMBL2092786,-11.2451057856,0.830751040339,4,3,4,4
CHEMBL2092787,-11.2164340911,1.19938187052,4,3,4,4
CHEMBL2092788,-11.1764742974,2.80535532695,4,3,4,4
CHEMBL2092941,-11.2199703119,1.88661585175,4,3,4,4
CHEMBL2094083,-9.5126153699,-3.71679536146,4,3,4,4
CHEMBL2094089,-12.6843568305,-0.668381295272,4,3,4,4
CHEMBL209479,1.63753626448,-21.2963304035,2,0,2,1
CHEMBL2096798,-5.31018420619,0.430245658939,4,3,4,4
CHEMBL209831,11.0410450769,2.80166940031,0,2,0,3
CHEMBL209927,-19.6167527788,-6.74142804212,3,1,3,0
CHEMBL209943,-19.2529332772,-6.35111622849,3,1,3,2
CHEMBL210150,11.4718818827,1.48218880571,0,2,0,3
CHEMBL210212,10.9792107704,1.29335897296,0,2,0,3
CHEMBL210213,11.1504280877,1.74653766661,0,2,0,3
CHEMBL210271,10.8425675907,0.483486677581,0,2,0,3
CHEMBL210319,10.9225970288,2.2704035155,0,2,0,3
CHEMBL210380,-11.0998027407,-15.610210899,3,4,3,2
CHEMBL2105747,-17.2275618103,-11.8645066806,1,4,1,2
CHEMBL210585,15.7493342787,5.64099590424,0,2,0,3
CHEMBL210609,10.9763029779,1.58425486407,0,2,0,3
CHEMBL210642,-19.6403144147,-6.82829917645,3,1,3,2
CHEMBL210649,10.9922841585,1.52418083216,0,2,0,3
CHEMBL210683,11.4547417636,1.48796248991,0,2,0,3
CHEMBL210747,11.0507080593,1.67117892865,0,2,0,3
CHEMBL210808,10.8601302094,0.324782883346,0,2,0,3
CHEMBL210938,11.3101593343,1.74861228009,0,2,0,3
CHEMBL211183,-19.3265123172,-6.43883693158,3,1,3,2
CHEMBL2112066,21.1860561044,-7.22139755318,0,2,0,3
CHEMBL2112067,19.8030159573,14.0486115832,0,2,0,3
CHEMBL2112095,4.3002663149,-25.0077337936,3,3,4,4
CHEMBL2112155,18.9482058255,-13.9210281752,4,3,4,4
CHEMBL2112156,19.0434980364,-14.3960509506,4,3,4,4
CHEMBL2112157,18.8044173709,-14.2557919031,4,3,4,4
CHEMBL2112158,18.9548866095,-13.9159307347,4,3,4,4
CHEMBL2112160,18.9496499714,-13.921024936,4,3,4,4
CHEMBL2112161,19.6022891276,-15.0108415986,4,3,4,4
CHEMBL2112163,19.0516794291,-13.716281286,4,3,4,4
CHEMBL2112177,19.1075085685,-13.5156528644,4,3,4,4
CHEMBL2112178,19.0490400379,-13.6479222081,4,3,4,4
CHEMBL2112948,-4.94487806004,-14.0600900673,2,0,1,1
CHEMBL2113046,-5.74875715688,-5.08380002162,3,4,3,0
CHEMBL2113094,21.8493953737,7.19378156129,3,1,3,2
CHEMBL2113095,21.798767782,7.17929855285,3,1,3,2
CHEMBL2113096,21.8014883529,7.1778665786,3,1,3,2
CHEMBL2113270,-14.2207788447,5.98993121017,4,3,4,4
CHEMBL2113271,-13.4747420134,6.01291084242,4,3,4,4
CHEMBL2113342,22.0302680643,-9.24848404971,0,2,0,3
CHEMBL2113388,-14.2381662527,-2.9001674016,4,3,4,4
CHEMBL211341,-0.852738641322,-20.8364127731,2,0,2,1
CHEMBL2113418,1.03117119483,4.35630209514,4,3,4,4
CHEMBL2113444,-16.8499513995,2.71128187005,4,3,4,4
CHEMBL2113445,-16.08875267,3.23225614935,4,3,4,4
CHEMBL2113446,-16.0325722859,3.91747017117,4,3,4,4
CHEMBL2113451,-16.7993507905,2.34003414146,4,3,4,4
CHEMBL2113452,-16.0538611701,4.39864580223,4,3,4,4
CHEMBL2113453,-15.8663734141,4.21043348688,4,3,4,4
CHEMBL2113454,-16.1121038836,4.55169084522,4,3,4,4
CHEMBL2113455,-16.4437397312,4.18598800354,4,3,4,4
CHEMBL2113456,-16.1459731844,4.14638655525,4,3,4,4
CHEMBL2113457,-16.251467461,3.05078468085,4,3,4,4
CHEMBL2113458,-16.6006725438,0.937973103557,4,3,4,4
CHEMBL2113460,-16.8823544643,1.29637419954,4,3,4,4
CHEMBL2113461,-16.217176723,2.37573495338,4,3,4,4
CHEMBL2113463,-15.6089519087,3.6077143492,4,3,4,4
CHEMBL2113464,-15.5730155004,3.47563944084,4,3,4,4
CHEMBL2113551,-12.2379394014,1.95576930851,4,3,4,4
CHEMBL2113608,0.804090076457,-0.383462562469,4,3,4,4
CHEMBL2113640,0.453879681531,-0.740805863508,4,3,4,4
CHEMBL2113642,-1.2732459023,-1.15236549328,4,3,4,4
CHEMBL211521,15.8527320926,5.71414421518,0,2,0,3
CHEMBL2115302,21.7869595808,7.17741081003,3,1,3,2
CHEMBL211841,-3.40418123768,-21.0891076653,2,0,2,1
CHEMBL211862,-19.6884069297,-6.82046438118,3,1,3,0
CHEMBL212268,-0.167337328798,-21.0298253781,2,0,2,1
CHEMBL212458,-19.2475596352,-6.37757279663,3,1,3,2
CHEMBL212625,18.9840277556,8.57792791693,0,2,0,3
CHEMBL214228,12.811627846,9.64396183533,0,2,0,3
CHEMBL21434,-4.02253017432,-11.3055351499,3,0,1,2
CHEMBL2153603,8.12226210513,7.70200456393,0,2,0,3
CHEMBL2153608,8.0412329003,7.60983858096,0,2,0,3
CHEMBL2153611,8.53486278159,7.9156543777,0,2,0,3
CHEMBL2153612,8.25652786972,7.81533096907,0,2,0,3
CHEMBL2153613,8.24184939613,7.84027701885,0,2,0,3
CHEMBL2153614,8.60644459384,8.1555947723,0,2,0,3
CHEMBL2153620,8.24948817829,7.81269231355,0,2,0,3
CHEMBL2153621,8.83484733798,7.63299397782,0,2,0,3
CHEMBL2153622,8.85094903335,7.59707683993,0,2,0,3
CHEMBL2153624,8.24184860176,7.8402773487,0,2,0,3
CHEMBL2153626,8.24184986426,7.84027744685,0,2,0,3
CHEMBL2153627,8.46431634785,8.21200841302,0,2,0,3
CHEMBL2153629,7.98022697116,7.4423610174,0,2,0,3
CHEMBL2153631,7.94389603163,7.40594712479,0,2,0,3
CHEMBL2153632,7.98041337171,7.44254978551,0,2,0,3
CHEMBL21541,-1.31679499267,9.79045101601,1,0,1,1
CHEMBL21550,-3.84492824105,-11.2676625951,3,0,1,2
CHEMBL21572,-15.1052880135,8.66470829963,2,0,2,1
CHEMBL216200,23.4658905684,10.2076336684,0,2,0,3
CHEMBL216269,23.4835192476,10.2007884359,0,2,0,3
CHEMBL2163561,-16.8705422376,-2.39923274944,4,3,4,4
CHEMBL2163568,-13.6312373393,-1.77686422258,4,3,4,4
CHEMBL2164819,5.50861104833,-14.405755246,1,1,3,2
CHEMBL2164820,-13.3564053446,-6.07905599525,3,4,1,2
CHEMBL2164821,-13.039658444,11.4151874154,3,0,2,1
CHEMBL216517,13.2663226836,10.7966274805,0,2,0,3
CHEMBL21654,-3.97311723735,-11.0000498955,3,0,1,2
CHEMBL2165799,18.1234717185,-22.4997763082,3,1,2,0
CHEMBL2165800,18.1260084138,-22.5402975014,3,1,2,0
CHEMBL2165801,18.1080968566,-22.5372719052,3,1,2,0
CHEMBL2165802,17.9792274547,-23.9640518755,3,1,2,0
CHEMBL2165803,18.11088258,-22.7057883828,3,1,2,0
CHEMBL2165804,0.702211347309,-7.5323921811,1,4,1,0
CHEMBL2165805,18.8164329742,-23.7570251423,3,1,2,0
CHEMBL2165806,18.7456602083,-23.6815247539,3,1,2,0
CHEMBL2165807,18.120450989,-22.5969660102,3,1,2,0
CHEMBL2165808,18.1230510988,-22.4752964765,3,1,2,0
CHEMBL216750,12.8786954973,9.83344485638,0,2,0,3
CHEMBL217076,13.2728845768,10.8104505972,0,2,0,3
CHEMBL2170785,18.2934993639,-11.0805198873,4,3,4,4
CHEMBL2170786,18.2934950867,-11.0805172151,4,3,4,4
