,x,y,year
CHEMBL100088,-1.1425925758,24.6160363586,1999
CHEMBL100199,-3.87362511675,28.1776544878,1999
CHEMBL100317,-2.50504418189,24.7955537291,1999
CHEMBL114112,-12.0654756719,18.1888518223,2010
CHEMBL1162955,-9.13694599898,-19.1623444191,2007
CHEMBL116913,32.7114942111,-4.76281104056,2003
CHEMBL117287,28.8397225435,1.16196320284,2003
CHEMBL1179716,-2.10010583006,23.4762941089,1999
CHEMBL1179748,-2.33589194264,23.7788493803,1999
CHEMBL1179774,-2.52486578166,23.5225033444,1999
CHEMBL1181946,23.9330193496,-1.36067105064,2006
CHEMBL121766,-20.2867398654,-25.3910685004,2000
CHEMBL121776,-21.99390718,-22.4185143701,2000
CHEMBL121913,-20.3103123129,-23.5298403895,2000
CHEMBL122818,-17.1790511622,-24.8116294568,2000
CHEMBL122914,-20.9007753484,-23.8933749331,2000
CHEMBL123377,-21.1331852037,-25.3182825221,1997
CHEMBL124485,-21.6714542654,-24.8814494508,2000
CHEMBL1255606,-12.8010066609,17.6549569135,2010
CHEMBL1255781,10.0571060445,20.9716333768,1997
CHEMBL125670,-21.3695316329,-25.5346879782,2000
CHEMBL125716,-19.0195451955,-25.2703240332,2000
CHEMBL1257991,-11.6038012171,17.804434803,2010
CHEMBL1258108,-12.57793483,19.3776062002,2010
CHEMBL1258109,-11.103458907,17.7679961632,2010
CHEMBL1258222,-12.6771257664,18.0965807259,2010
CHEMBL1258223,-12.9749823144,19.133642668,2010
CHEMBL1258338,-11.0000792521,18.8575824874,2010
CHEMBL1258339,-11.5454804025,17.9635112363,2010
CHEMBL1258450,-11.8840630864,19.41604823,2010
CHEMBL1258451,-12.6364580202,14.5789445064,2010
CHEMBL1258452,-12.4704631842,13.6987514521,2010
CHEMBL1258560,-10.8807397646,14.0371901196,2010
CHEMBL1258561,-9.74945625048,14.9535433444,2010
CHEMBL1258671,-12.7207684619,18.2199039661,2010
CHEMBL1258672,-11.1075065167,14.0787920305,2010
CHEMBL1258786,-10.9483264942,14.8717760103,2010
CHEMBL125926,-19.0706305371,-25.2113402701,2000
CHEMBL127876,-21.8825530487,-25.0676318547,2000
CHEMBL1290804,-27.1950746436,14.3684894519,2010
CHEMBL1290805,-27.0904884399,15.3637697521,2010
CHEMBL130040,-8.02607351532,17.2253764277,1993
CHEMBL130118,-11.3881847797,15.8336460359,1993
CHEMBL130809,25.9262608848,-4.73024920099,1993
CHEMBL132826,-9.56265547648,16.3977156218,1993
CHEMBL142490,10.8673245528,21.431850869,1995
CHEMBL142621,21.1078327115,20.5085299563,1995
CHEMBL143426,10.50474709,18.5472254882,1995
CHEMBL143862,14.4208876857,23.3403564432,1995
CHEMBL145075,13.5227571722,23.9986162855,1995
CHEMBL146012,17.5217826847,2.17403707428,1999
CHEMBL146068,19.7788036737,2.67496044611,1999
CHEMBL146368,16.6117715918,2.84670873847,1999
CHEMBL146386,18.164228088,16.5791824657,1995
CHEMBL147725,13.9520786892,3.01383982148,1999
CHEMBL147827,14.8843102831,2.01798980729,1999
CHEMBL148080,17.5976854225,0.439799776661,1999
CHEMBL1550957,8.83293282443,12.4544591912,2012
CHEMBL155631,-21.1905107621,-20.1550940191,1997
CHEMBL155682,-16.3795275328,-20.7005702094,1997
