,x,y,year
CHEMBL100086,47.7581099558,-39.5771610107,2002
CHEMBL100149,42.9658686065,-40.9670498983,2002
CHEMBL10048,-22.6225252429,-9.91074216332,1993
CHEMBL100626,15.8504813412,21.3856555142,1996
CHEMBL10085,18.295945813,-35.2990108251,1994
CHEMBL100875,41.9639890041,-43.4972116268,2002
CHEMBL100928,42.9371679751,-41.0969610778,2002
CHEMBL101008,14.4497374837,19.7814785714,1996
CHEMBL10105,17.2820054816,-30.8522224305,1994
CHEMBL101189,14.6078247672,20.4639834361,1996
CHEMBL101483,18.2509922192,12.4323122207,1992
CHEMBL101535,18.986576101,11.4415754473,1992
CHEMBL101690,-31.449616604,-37.2851661139,2003
CHEMBL101933,42.9326735416,-41.1941585009,2002
CHEMBL10194,-6.41639532686,-6.96565673171,1991
CHEMBL10207,-33.783822738,1.42951240391,1993
CHEMBL102175,18.2135695675,11.6046005737,1992
CHEMBL102250,-31.288654932,-41.4178628206,2003
CHEMBL102347,13.8269816139,22.3788815157,1997
CHEMBL10270,-21.5353210757,-14.1945259028,1993
CHEMBL10289,-20.9836276427,-12.1745187923,1993
CHEMBL10327,16.1556592816,-34.4485160171,1994
CHEMBL103424,-30.9607001295,-37.9048945345,2003
CHEMBL103479,-34.3003384831,-41.3704912339,2003
CHEMBL103503,-31.1747663517,-39.4479997975,2003
CHEMBL10355,-10.2445996645,0.0877430883438,1991
CHEMBL103550,-30.5312260891,-41.6503765083,2003
CHEMBL10366,-16.0808787941,1.20953425563,1991
CHEMBL103772,18.6736223567,-18.5971466494,1997
CHEMBL103983,18.2554250416,14.4924541081,1992
CHEMBL104026,-31.4209687668,-39.4717219461,2003
CHEMBL10408,-20.1474237225,-12.3782343848,1993
CHEMBL104144,-2.97779898583,-49.5093273835,2002
CHEMBL104158,-30.635531074,-39.8779419752,2003
CHEMBL10417,17.3323650458,-33.9307434716,1994
CHEMBL104204,-1.11127781508,-30.7569067377,1997
CHEMBL104229,-1.80487536304,-48.9084969989,2002
CHEMBL104384,-30.5613206756,-41.7766096162,2003
CHEMBL104484,-31.060323829,-42.2548045923,2003
CHEMBL104496,-30.7776762995,-41.8892929109,2003
CHEMBL104515,-1.00003908327,13.7639811095,1997
CHEMBL104578,1.31700638398,-33.4071604547,1997
