,x,y,year
CHEMBL100086,20.3147049785,49.2511615374,2002
CHEMBL100149,22.6014631601,50.0656040811,2002
CHEMBL10048,1.6954475758,-20.6977167464,1993
CHEMBL100626,-30.0967372796,-8.17896709769,1996
CHEMBL10085,29.241922445,-20.2055830806,1994
CHEMBL100875,20.867927933,48.8171260058,2002
CHEMBL100928,22.3389594501,50.1024800292,2002
CHEMBL101008,-29.5030395873,-8.98474099685,1996
CHEMBL10105,28.431045255,-25.670396919,1994
CHEMBL101189,-29.2702339798,-8.94116222844,1996
CHEMBL101483,32.6876702753,50.7371822452,1992
CHEMBL101535,32.5207651388,48.944524665,1992
CHEMBL101690,52.5809610395,-28.3559794139,2003
CHEMBL101933,22.3426639341,49.7925218838,2002
CHEMBL10207,2.50323458516,-21.1447439858,1993
CHEMBL102175,32.5913765401,50.030267531,1992
CHEMBL102250,56.3380146046,-31.1651211031,2003
CHEMBL10270,-31.0131627745,3.88182382625,1993
CHEMBL10289,1.99238331946,-22.0164602142,1993
CHEMBL10327,29.6361523449,-21.5777702984,1994
CHEMBL103424,53.7388950137,-28.0871860156,2003
CHEMBL103479,54.7858290587,-29.9815160326,2003
CHEMBL103503,54.0223295365,-29.8648428516,2003
CHEMBL10355,2.86971701038,-4.53873473822,1991
CHEMBL103550,55.7207108455,-30.4845007494,2003
CHEMBL10366,2.8437485237,-7.51536463108,1991
CHEMBL103772,-20.3649225126,11.4417061927,1997
CHEMBL103983,32.2484826017,52.1353452187,1992
CHEMBL104026,54.7330547237,-28.9757397196,2003
CHEMBL10408,-32.2793577839,4.74423870337,1993
CHEMBL104144,-13.1520831614,49.8229771353,2002
CHEMBL104158,55.506393688,-29.7133103362,2003
CHEMBL10417,29.1464752752,-21.968133441,1994
CHEMBL104204,30.9282487728,37.144934216,1997
CHEMBL104229,-13.774694899,48.797126045,2002
CHEMBL104384,55.02370588,-32.2757022689,2003
CHEMBL104484,55.6387612915,-31.8599858625,2003
CHEMBL104496,55.5430995757,-31.0856000166,2003
CHEMBL104515,26.8436981185,-3.43826566889,1997
CHEMBL104578,-27.3479972967,18.0023581147,1997
CHEMBL104591,19.2306785887,11.7899189049,1997
CHEMBL104593,31.9532992517,34.6337225658,1997
CHEMBL104692,56.0352837719,-32.2261314937,2003
CHEMBL104753,55.8051288751,-30.9482564598,2003
CHEMBL104805,22.9034913685,-6.65392156739,1997
CHEMBL105025,55.4801258469,-31.9134509227,2003
CHEMBL105091,56.7247887932,-30.9480939402,2003
CHEMBL105118,56.0107697418,-32.2363514562,2003
CHEMBL105204,-15.6870415849,48.5674442969,2002
CHEMBL105261,57.0729700461,-30.6124285628,2003
CHEMBL105345,29.1724626148,-3.22573512344,1997
CHEMBL105390,-13.2636145397,49.1722919488,2002
CHEMBL10561,-34.246449206,1.75562181945,1993
CHEMBL10570,-33.5169306535,4.69111367605,1993
CHEMBL105722,56.9594609682,-32.0430641622,2003
CHEMBL105743,57.1230618426,-31.6717015839,2003
CHEMBL105747,0.389624380778,-1.43298594775,1997
CHEMBL105926,17.1714372534,-29.2065851309,2003
CHEMBL105958,56.6785777258,-31.4320421808,2003
CHEMBL10603,-31.0853185733,34.4741007595,2001
CHEMBL106283,31.3084712137,48.9379447546,1992
CHEMBL10640,2.21693516846,-4.96900078805,1991
CHEMBL106413,-54.6425342449,45.0324544817,1997
CHEMBL106481,3.37713345009,49.6620721376,2002
CHEMBL106737,-3.21680798634,21.213516274,1998
CHEMBL10677,4.61474575891,-22.4591466341,1993
CHEMBL106854,31.0459103145,34.7836032962,1997
CHEMBL107141,21.1091153835,2.09162726117,1997
CHEMBL107336,31.8577008816,35.6813837511,1997
CHEMBL107486,37.2043347291,-6.07359031088,1996
CHEMBL107503,36.3502583915,-8.25560945153,1996
CHEMBL107511,-37.768517071,-27.9005942092,1996
CHEMBL107617,-45.8790160244,-30.4120061056,1996
