,,extra_tooltip,which,x,y
296,CHEMBL1257493,,chembl,24.6466693878,1.77410912514
297,CHEMBL1257494,,chembl,16.0033855438,4.25206232071
298,CHEMBL1257495,,chembl,15.8822288513,5.01314544678
299,CHEMBL1257613,,chembl,22.9940986633,-0.095560438931
300,CHEMBL1257614,,chembl,23.1067256927,0.278936624527
301,CHEMBL1257615,,chembl,15.9892024994,4.25356292725
302,CHEMBL1257616,,chembl,15.8727149963,5.01780986786
303,CHEMBL1257734,,chembl,22.5197677612,-1.31683707237
304,CHEMBL1257735,,chembl,22.5430603027,-1.28318560123
305,CHEMBL1257736,,chembl,16.0308628082,4.27916622162
306,CHEMBL1257737,,chembl,15.9078273773,5.02746295929
307,CHEMBL1257856,,chembl,23.940366745,1.70479607582
308,CHEMBL1257857,,chembl,24.0802459717,1.57479023933
309,CHEMBL1257858,,chembl,19.2387905121,-0.811294555664
310,CHEMBL1257859,,chembl,20.2478904724,-1.19205582142
311,CHEMBL1257968,,chembl,23.9738235474,1.1617064476
312,CHEMBL1257969,,chembl,18.7826023102,6.19490385056
313,CHEMBL1257970,,chembl,19.2066555023,-0.929103195667
314,CHEMBL1257971,,chembl,20.2394714355,-1.22896540165
315,CHEMBL1258084,,chembl,19.7338657379,6.61754322052
316,CHEMBL1258085,,chembl,18.7135944366,6.49002122879
317,CHEMBL1258086,,chembl,19.2787590027,-0.733918964863
318,CHEMBL1258087,,chembl,20.2747535706,-1.10358273983
319,CHEMBL1258199,,chembl,19.5490913391,6.87958955765
320,CHEMBL1258200,,chembl,18.9330043793,6.02173805237
321,CHEMBL1258312,,chembl,11.9945335388,-0.990495741367
322,CHEMBL1258313,,chembl,19.7905006409,6.40409374237
323,CHEMBL1258314,,chembl,18.9330024719,6.02178573608
324,CHEMBL1258425,,chembl,11.669383049,-0.739641487598
325,CHEMBL1258426,,chembl,11.9938669205,-0.952678322792
326,CHEMBL1258427,,chembl,19.7905006409,6.40409374237
327,CHEMBL1258428,,chembl,19.2278652191,2.70592665672
328,CHEMBL1258532,,chembl,11.6832723618,-0.721663892269
329,CHEMBL1258533,,chembl,19.5753631592,0.828158736229
330,CHEMBL1258533,,chembl,19.5752677917,0.828934669495
331,CHEMBL1258534,,chembl,20.8551273346,3.09288930893
332,CHEMBL1258535,,chembl,19.0788192749,3.03325366974
333,CHEMBL1258647,,chembl,21.3597164154,0.782292544842
334,CHEMBL1258647,,chembl,21.3600482941,0.782388150692
335,CHEMBL1258648,,chembl,19.7218856812,1.33554399014
336,CHEMBL1258649,,chembl,20.5595016479,3.55594778061
337,CHEMBL1258650,,chembl,19.4937286377,2.9638402462
338,CHEMBL1258760,,chembl,21.2351779938,1.3497761488
339,CHEMBL1258761,,chembl,19.7843570709,0.578500211239
340,CHEMBL1258762,,chembl,20.7079906464,3.19495677948
341,CHEMBL1258763,,chembl,19.493680954,2.9632422924
342,CHEMBL1258879,,chembl,21.098443985,0.245115876198
343,CHEMBL1258879,,chembl,21.0987758636,0.245206743479
344,CHEMBL1258880,,chembl,19.7219047546,1.33546042442
345,CHEMBL1258881,,chembl,20.7079181671,3.19483041763
346,CHEMBL1258882,,chembl,15.9584255219,1.63410317898
347,CHEMBL125902,,chembl,-22.0899868011,28.1302433014
348,CHEMBL125989,,chembl,18.6263580322,-9.95356845856
349,CHEMBL126253,,chembl,-23.4440860748,26.2789134979
350,CHEMBL126396,,chembl,-68.9120101929,12.5736618042
351,CHEMBL126407,,chembl,-22.9898452759,31.0913238525
352,CHEMBL126424,,chembl,-21.344991684,25.475479126
353,CHEMBL126484,,chembl,-24.3533935547,27.4782676697
354,CHEMBL126536,,chembl,-21.9942016602,25.9495429993
355,CHEMBL1269289,,chembl,6.45492124557,-25.9601650238
356,CHEMBL1271151,,chembl,4.78292751312,-26.8647117615
357,CHEMBL12713,,chembl,40.1320915222,29.9673614502
358,CHEMBL127171,,chembl,-24.6468162537,28.1387653351
359,CHEMBL1276140,,chembl,-27.4974575043,5.74808645248
360,CHEMBL1276218,,chembl,-28.3743934631,8.48640441895
361,CHEMBL1276220,,chembl,-27.3970317841,5.5884103775
362,CHEMBL1276832,,chembl,45.1602554321,-47.2423934937
363,CHEMBL1276833,,chembl,45.256729126,-47.6575660706
364,CHEMBL1276834,,chembl,44.711025238,-40.4738273621
365,CHEMBL1276835,,chembl,44.4836921692,-41.0358314514
366,CHEMBL1276919,,chembl,45.9709892273,-46.9630699158
367,CHEMBL1276920,,chembl,46.37292099,-48.0309715271
368,CHEMBL1276921,,chembl,43.1474990845,-41.1190757751
369,CHEMBL1276922,,chembl,42.5441436768,-45.9132041931
370,CHEMBL1277005,,chembl,45.6620597839,-48.2360305786
371,CHEMBL1277006,,chembl,42.7183914185,-40.145565033
372,CHEMBL1277007,,chembl,45.3641586304,-39.8534736633
373,CHEMBL1277098,,chembl,45.6065864563,-47.9986152649
374,CHEMBL1277099,,chembl,44.2566413879,-47.0376167297
375,CHEMBL1277100,,chembl,46.9147491455,-40.4894752502
376,CHEMBL1277101,,chembl,46.7745056152,-40.2213897705
377,CHEMBL1277186,,chembl,43.7391471863,-48.0380706787
378,CHEMBL1277187,,chembl,43.6311912537,-47.9105834961
379,CHEMBL1277188,,chembl,46.7239875793,-39.8303527832
380,CHEMBL1277189,,chembl,46.7154083252,-39.9951820374
381,CHEMBL1277280,,chembl,44.4030532837,-45.1559906006
382,CHEMBL1277281,,chembl,44.9536209106,-43.1900749207
383,CHEMBL1277282,,chembl,46.1917762756,-41.0031700134
384,CHEMBL1277283,,chembl,45.1291503906,-41.6264724731
385,CHEMBL1277371,,chembl,44.2773323059,-45.108997345
386,CHEMBL1277372,,chembl,44.6004142761,-45.0900192261
387,CHEMBL1277373,,chembl,45.2815170288,-41.7739524841
388,CHEMBL1277374,,chembl,44.1260032654,-42.3127784729
389,CHEMBL1277462,,chembl,44.9469070435,-45.3475570679
390,CHEMBL1277463,,chembl,44.4454612732,-46.656047821
391,CHEMBL1277464,,chembl,43.9426689148,-41.6758155823
392,CHEMBL1277465,,chembl,43.8958435059,-41.0389289856
393,CHEMBL1277558,,chembl,43.0069923401,-46.2274589539
394,CHEMBL1277559,,chembl,42.0364646912,-44.4624137878
395,CHEMBL1277560,,chembl,44.4839439392,-41.0518379211
396,CHEMBL1277651,,chembl,41.3056182861,-43.1177749634
397,CHEMBL1277652,,chembl,41.2940177917,-43.6172065735
398,CHEMBL1277745,,chembl,41.4745597839,-43.2028465271
399,CHEMBL1277746,,chembl,41.864566803,-43.2820358276
400,CHEMBL1277832,,chembl,40.9889259338,-42.6452178955
401,CHEMBL1277833,,chembl,40.2794799805,-42.8212623596
402,CHEMBL1277913,,chembl,40.2747268677,-42.805316925
403,CHEMBL1277914,,chembl,41.2194404602,-42.0368270874
404,CHEMBL1277995,,chembl,40.7518577576,-43.9165878296
405,CHEMBL1277996,,chembl,41.2723274231,-43.3508911133
406,CHEMBL1278,,chembl,20.3195915222,22.4424419403
407,CHEMBL1278087,,chembl,41.8284721375,-42.6742134094
408,CHEMBL1278088,,chembl,44.3330726624,-41.1929779053
409,CHEMBL1278088,,chembl,44.3330726624,-41.1929779053
410,CHEMBL1278088,,chembl,44.1997146606,-40.9863433838
411,CHEMBL1278174,,chembl,45.8130226135,-47.0525588989
412,CHEMBL1278175,,chembl,43.9170303345,-40.0364608765
413,CHEMBL1278176,,chembl,43.9388504028,-39.7859802246
414,CHEMBL1279,,chembl,7.35915613174,62.402797699
415,CHEMBL1287827,,chembl,-19.6390552521,-48.3952102661
416,CHEMBL128866,,chembl,-69.8591537476,13.2378826141
417,CHEMBL1289047,,chembl,-21.8331432343,-45.0561180115
418,CHEMBL1289048,,chembl,-19.9767379761,-47.2995071411
419,CHEMBL1289163,,chembl,-20.140001297,-47.1453857422
420,CHEMBL1289164,,chembl,-20.2960472107,-46.959941864
421,CHEMBL1289276,,chembl,-20.7571487427,-48.0579605103
422,CHEMBL1289277,,chembl,-19.6748199463,-48.1882324219
423,CHEMBL1289394,,chembl,-20.5179271698,-49.0077400208
424,CHEMBL1289509,,chembl,-19.6749897003,-48.1882553101
425,CHEMBL1289510,,chembl,-20.5186653137,-49.0085105896
426,CHEMBL1289617,,chembl,-20.5569705963,-48.816116333
427,CHEMBL1289618,,chembl,-18.6802711487,-48.5436286926
428,CHEMBL1289721,,chembl,-19.1169910431,-47.1663703918
429,CHEMBL1290486,,chembl,-23.766960144,-43.9502067566
430,CHEMBL1290487,,chembl,-24.6859226227,-44.7123451233
431,CHEMBL129053,,chembl,-68.9109115601,12.5737276077
432,CHEMBL1290596,,chembl,-23.7663078308,-43.9509735107
433,CHEMBL1290597,,chembl,-24.6758613586,-44.7053718567
434,CHEMBL1290715,,chembl,-21.8459339142,-45.0664672852
435,CHEMBL129082,,chembl,-68.0839309692,12.1513080597
436,CHEMBL129233,,chembl,-72.6183547974,14.9579372406
