,,extra_tooltip,which,x,y
0,US2014_296528compound5a,,drugbank,-10.0030755997,2.17918944359
1,US2014_296528compound5e,,drugbank,-10.1129732132,2.4119374752
2,US2014_296528compound5c,,drugbank,-9.80625724792,2.25711035728
3,US2014_296528compound5,,drugbank,-10.382648468,1.72196865082
4,US2015_374695compound6,,drugbank,-41.6662025452,1.37015271187
5,US2015_374695compound6a,,drugbank,-9.29952049255,4.57938146591
6,US2015_374695compound6e,,drugbank,-9.6059923172,4.4248714447
7,US2015_374695compound6c,,drugbank,-9.09695625305,4.57344770432
8,WO2017_220799compound1,,drugbank,1.89442241192,17.2123203278
9,WO2017_220799compound14,,drugbank,1.84882366657,17.2917804718
10,WO2017_220799compound18,,drugbank,2.25320243835,17.1077365875
11,WO2017_220799compound39,,drugbank,1.35100162029,16.7912902832
12,WO2017_220799compound54,,drugbank,1.93452000618,16.5268287659
13,WO2017_220799compound60,,drugbank,1.73776865005,17.7060165405
14,WO2017_220799compound30,,drugbank,2.68742442131,17.1543140411
15,US2018_125798,,drugbank,-8.9291639328,-39.3825263977
16,US2018_125798,,drugbank,-8.99796867371,-39.5084381104
17,US2018_125798,,drugbank,-8.18697071075,-39.225025177
18,US2018_125798,,drugbank,-9.12058544159,-38.78307724
19,US2018_125798,,drugbank,-8.97703552246,-39.0713043213
20,US2018_125798,,drugbank,-8.98784446716,-40.0925979614
21,US2018_125798,,drugbank,-9.67031764984,-39.568157196
22,WO2013_102249compoundLDT2,,drugbank,25.5124740601,-11.1890201569
23,WO2013_102249compoundLDT6,,drugbank,22.8427257538,-13.0345697403
24,WO2013_102249compoundLDT8,,drugbank,25.4724788666,-12.415643692
25,WO2013_102249compoundLDT39,,drugbank,25.0916442871,-13.8201713562
26,WO2013_102249compoundLDT66,,drugbank,23.1482810974,-12.6716918945
27,WO2013_102249compoundLDT68,,drugbank,23.0284671783,-12.7681131363
28,WO2013_102249compoundLDT69,,drugbank,24.8412189484,-13.2706785202
29,WO2014_180165compoundI-1,,drugbank,64.4787139893,-3.41214823723
30,WO2014_180165compoundI-2,,drugbank,64.6236038208,-2.74074935913
31,WO2014_180165compoundI-6,,drugbank,64.4277801514,-2.7011590004
32,WO2014_180165compoundII-4,,drugbank,63.3706321716,-1.4094209671
33,WO2014_180165compoundII-24,,drugbank,63.3704719543,-1.40948939323
34,WO2014_180165compoundIII-2,,drugbank,63.6467399597,-3.5292494297
35,WO2014_180165compoundIV-5,,drugbank,63.7606163025,-2.55949449539
36,US2016_244429compound1,,drugbank,-28.2271385193,26.3086681366
37,US2016_244429compound31,,drugbank,-29.3089065552,-6.74135112762
38,US2016_244429compound33,,drugbank,-28.9722118378,-6.88876008987
39,US2016_244429compound10,,drugbank,-30.5607261658,-6.62256288528
40,US2016_244429compound34,,drugbank,-28.9751033783,-6.90642976761
41,US2016_244429compound14,,drugbank,-29.6841144562,-6.94059514999
42,US2016_244429compound64,,drugbank,-28.44190979,-7.28086948395
43,US2016_244429compound58,,drugbank,-28.7181625366,-5.78880310059
44,WO2016_003296compound13,,drugbank,59.9140930176,-4.39434337616
45,WO2016_003296compound23,,drugbank,60.8142776489,-3.99021530151
46,WO2016_003296compound24,,drugbank,60.6427078247,-3.47520089149
47,WO2016_003296compound66,,drugbank,60.8161277771,-3.99029779434
48,WO2016_003296compound34,,drugbank,58.7859802246,-3.56446456909
49,WO2016_003296compound30,,drugbank,58.5703659058,-3.26424098015
50,WO2016_003296compound41,,drugbank,58.6034584045,-3.28390264511
51,CHEMBL10048,,chembl,-67.3052139282,36.1152114868
52,CHEMBL10085,,chembl,-0.785998463631,4.61756849289
53,CHEMBL10085,,chembl,-0.785662949085,4.61739778519
54,CHEMBL101483,,chembl,15.6047267914,42.3965759277
55,CHEMBL101535,,chembl,17.2018585205,40.3674087524
56,CHEMBL101690,,chembl,-42.7760467529,-30.4551315308
57,CHEMBL101690,,chembl,-42.7760353088,-30.4544715881
58,CHEMBL102175,,chembl,16.346496582,41.4776535034
59,CHEMBL10270,,chembl,-58.3284950256,38.1381149292
60,CHEMBL103424,,chembl,-43.7997093201,-29.3165721893
61,CHEMBL103479,,chembl,-39.6308670044,-27.8145294189
62,CHEMBL103503,,chembl,-42.0033531189,-28.5757732391
63,CHEMBL103983,,chembl,14.242518425,42.7718963623
64,CHEMBL104026,,chembl,-42.5131721497,-28.5415458679
65,CHEMBL10408,,chembl,-58.5913925171,38.336681366
66,CHEMBL104144,,chembl,-16.4574050903,-5.9529209137
67,CHEMBL104144,,chembl,-16.4574947357,-5.95275306702
68,CHEMBL104144,,chembl,-16.4576835632,-5.95268154144
69,CHEMBL104229,,chembl,-13.2254610062,-7.19181585312
70,CHEMBL104229,,chembl,-13.2258119583,-7.19106483459
71,CHEMBL104229,,chembl,-13.2258520126,-7.19070863724
72,CHEMBL104384,,chembl,-39.9767684937,-28.2779960632
73,CHEMBL104484,,chembl,-39.223110199,-26.6143741608
74,CHEMBL104496,,chembl,-39.2751998901,-28.9173603058
75,CHEMBL104692,,chembl,-39.9197654724,-27.2322731018
76,CHEMBL105204,,chembl,-16.7162971497,-6.21884727478
77,CHEMBL10561,,chembl,-56.1415977478,37.1063079834
78,CHEMBL105722,,chembl,-38.210018158,-28.147567749
79,CHEMBL105743,,chembl,-39.4068717957,-27.6778907776
80,CHEMBL105958,,chembl,-38.4794921875,-27.5856819153
81,CHEMBL10603,,chembl,-3.0183660984,-67.8798751831
82,CHEMBL106283,,chembl,16.4995441437,40.5332984924
83,CHEMBL10677,,chembl,-68.5265274048,35.1860198975
84,CHEMBL107511,,chembl,-22.6727733612,17.8703136444
85,CHEMBL107617,,chembl,-24.4473743439,11.0338106155
86,CHEMBL1077168,,chembl,0.355319440365,48.2948455811
87,CHEMBL1078751,,chembl,1.97612810135,49.4045448303
88,CHEMBL1078772,,chembl,2.18572568893,49.0350341797
89,CHEMBL1078773,,chembl,0.815855145454,49.3957176208
90,CHEMBL1078953,,chembl,1.10754048824,48.5601425171
91,CHEMBL1079065,,chembl,0.442555427551,47.8521232605
92,CHEMBL1079066,,chembl,1.23980808258,47.4034919739
93,CHEMBL10793,,chembl,-4.03266239166,-67.7648468018
94,CHEMBL10796,,chembl,-3.34790563583,-67.9004211426
95,CHEMBL1082862,,chembl,1.42796182632,47.9734573364
96,CHEMBL1082862,,chembl,1.43700218201,47.9707374573
97,CHEMBL1083181,,chembl,1.48221421242,48.7557754517
98,CHEMBL1083181,,chembl,1.48221421242,48.7557754517
99,CHEMBL1083182,,chembl,-8.28376102448,43.702167511
100,CHEMBL1084658,,chembl,2.03441524506,48.4306411743
101,CHEMBL1086156,,chembl,-7.99315357208,38.7730293274
102,CHEMBL1086626,,chembl,4.65470170975,-33.7030448914
103,CHEMBL1086754,,chembl,4.72150707245,-33.816619873
104,CHEMBL1086756,,chembl,4.78066682816,-33.9064598083
105,CHEMBL1087942,,chembl,1.23940289021,47.4025001526
106,CHEMBL1088072,,chembl,2.45397901535,47.9942054749
107,CHEMBL1091933,,chembl,10.1137037277,46.6449279785
108,CHEMBL1094556,,chembl,57.9811248779,-56.7253417969
109,CHEMBL1094556,,chembl,57.9810409546,-56.7252311707
110,CHEMBL1094557,,chembl,58.7471694946,-56.3506660461
111,CHEMBL1094557,,chembl,58.7494087219,-56.3507499695
