,,extra_tooltip,which,x,y
339,CHEMBL1258761,CHEMBL1258761,chembl,-39.1423187256,35.8541107178
340,CHEMBL1258762,CHEMBL1258762,chembl,-38.1436080933,32.8168830872
341,CHEMBL1258763,CHEMBL1258763,chembl,-37.1489639282,33.6352920532
342,CHEMBL1258879,CHEMBL1258879,chembl,-40.68176651,35.4923286438
343,CHEMBL1258879,CHEMBL1258879,chembl,-40.6606330872,35.4862174988
344,CHEMBL1258880,CHEMBL1258880,chembl,-38.2103309631,35.093082428
345,CHEMBL1258881,CHEMBL1258881,chembl,-38.1724319458,32.8366584778
346,CHEMBL1258882,CHEMBL1258882,chembl,-38.9201545715,28.9954242706
347,CHEMBL125902,CHEMBL125902,chembl,-24.4759883881,-31.3721809387
348,CHEMBL125989,CHEMBL125989,chembl,-11.2147474289,33.0477600098
349,CHEMBL126253,CHEMBL126253,chembl,-23.5298061371,-29.4329242706
350,CHEMBL126396,CHEMBL126396,chembl,-88.2802047729,-2.61524176598
351,CHEMBL126407,CHEMBL126407,chembl,-23.2657718658,-34.2716255188
352,CHEMBL126424,CHEMBL126424,chembl,-22.235042572,-26.9629440308
353,CHEMBL126484,CHEMBL126484,chembl,-22.2084579468,-30.9585151672
354,CHEMBL126536,CHEMBL126536,chembl,-22.4356613159,-27.9107456207
355,CHEMBL1269289,CHEMBL1269289,chembl,13.0836935043,28.8601016998
356,CHEMBL1271151,CHEMBL1271151,chembl,14.8811721802,26.9075489044
357,CHEMBL12713,CHEMBL12713,chembl,28.4168128967,-68.41381073
358,CHEMBL127171,CHEMBL127171,chembl,-21.6976642609,-31.7273216248
359,CHEMBL1276140,CHEMBL1276140,chembl,32.3062210083,-19.6521205902
360,CHEMBL1276218,CHEMBL1276218,chembl,34.3697662354,-22.4423980713
361,CHEMBL1276220,CHEMBL1276220,chembl,31.8464813232,-19.4123573303
362,CHEMBL1276832,CHEMBL1276832,chembl,-33.4067268372,69.8489685059
363,CHEMBL1276833,CHEMBL1276833,chembl,-33.9385223389,69.8327407837
364,CHEMBL1276834,CHEMBL1276834,chembl,-26.4635734558,71.2906036377
365,CHEMBL1276835,CHEMBL1276835,chembl,-25.9093990326,70.0304107666
366,CHEMBL1276919,CHEMBL1276919,chembl,-33.1633453369,70.9206619263
367,CHEMBL1276920,CHEMBL1276920,chembl,-34.5030784607,71.2376174927
368,CHEMBL1276921,CHEMBL1276921,chembl,-25.8933887482,68.8737792969
369,CHEMBL1276922,CHEMBL1276922,chembl,-31.4205875397,66.8913116455
370,CHEMBL1277005,CHEMBL1277005,chembl,-34.7647094727,70.2386779785
371,CHEMBL1277006,CHEMBL1277006,chembl,-24.606502533,68.8665618896
372,CHEMBL1277007,CHEMBL1277007,chembl,-24.9577083588,71.7068939209
373,CHEMBL1277098,CHEMBL1277098,chembl,-34.3908119202,70.2635116577
374,CHEMBL1277099,CHEMBL1277099,chembl,-33.0339546204,68.7800827026
375,CHEMBL1277100,CHEMBL1277100,chembl,-24.8410701752,73.0954589844
376,CHEMBL1277101,CHEMBL1277101,chembl,-25.2090358734,73.2004928589
377,CHEMBL1277186,CHEMBL1277186,chembl,-34.0935745239,67.9719924927
378,CHEMBL1277187,CHEMBL1277187,chembl,-33.8866043091,67.8855514526
379,CHEMBL1277188,CHEMBL1277188,chembl,-25.742477417,73.6526489258
380,CHEMBL1277189,CHEMBL1277189,chembl,-25.5973072052,73.4478302002
381,CHEMBL1277280,CHEMBL1277280,chembl,-30.8409004211,69.2708206177
382,CHEMBL1277281,CHEMBL1277281,chembl,-28.8328590393,70.5900192261
383,CHEMBL1277282,CHEMBL1277282,chembl,-26.3005905151,72.5182037354
384,CHEMBL1277283,CHEMBL1277283,chembl,-25.0431900024,70.43334198
385,CHEMBL1277371,CHEMBL1277371,chembl,-30.8016967773,69.0297698975
386,CHEMBL1277372,CHEMBL1277372,chembl,-30.7249679565,69.6125488281
387,CHEMBL1277373,CHEMBL1277373,chembl,-24.6840782166,70.2863388062
388,CHEMBL1277374,CHEMBL1277374,chembl,-27.6504611969,71.5776824951
389,CHEMBL1277462,CHEMBL1277462,chembl,-31.2770462036,69.9459609985
390,CHEMBL1277463,CHEMBL1277463,chembl,-32.5529327393,69.1478805542
391,CHEMBL1277464,CHEMBL1277464,chembl,-27.2044677734,70.65650177
392,CHEMBL1277465,CHEMBL1277465,chembl,-26.7908611298,70.3623046875
393,CHEMBL1277558,CHEMBL1277558,chembl,-31.8445186615,67.3545150757
394,CHEMBL1277559,CHEMBL1277559,chembl,-29.6585292816,66.5076293945
395,CHEMBL1277560,CHEMBL1277560,chembl,-25.9452800751,70.6359558105
396,CHEMBL1277651,CHEMBL1277651,chembl,-27.8060092926,66.1783218384
397,CHEMBL1277652,CHEMBL1277652,chembl,-27.8541183472,66.8689041138
398,CHEMBL1277745,CHEMBL1277745,chembl,-27.8021354675,65.986946106
399,CHEMBL1277746,CHEMBL1277746,chembl,-27.9734382629,65.5213088989
400,CHEMBL1277832,CHEMBL1277832,chembl,-27.0829181671,66.8216094971
401,CHEMBL1277833,CHEMBL1277833,chembl,-26.4970569611,65.9480285645
402,CHEMBL1277913,CHEMBL1277913,chembl,-26.5024585724,65.8710632324
403,CHEMBL1277914,CHEMBL1277914,chembl,-27.2863178253,64.9827728271
404,CHEMBL1277995,CHEMBL1277995,chembl,-28.4843082428,67.1484909058
405,CHEMBL1277996,CHEMBL1277996,chembl,-28.0179443359,66.4788360596
406,CHEMBL1278,CHEMBL1278,chembl,2.49298596382,-53.9286460876
407,CHEMBL1278087,CHEMBL1278087,chembl,-28.7254695892,65.7908248901
408,CHEMBL1278088,CHEMBL1278088,chembl,-26.3612518311,70.1865463257
409,CHEMBL1278088,CHEMBL1278088,chembl,-26.1590061188,70.6609573364
410,CHEMBL1278088,CHEMBL1278088,chembl,-26.1194972992,69.9448318481
411,CHEMBL1278174,CHEMBL1278174,chembl,-33.2918052673,70.6463775635
412,CHEMBL1278175,CHEMBL1278175,chembl,-27.0488357544,69.3570480347
413,CHEMBL1278176,CHEMBL1278176,chembl,-27.456785202,69.4085617065
414,CHEMBL1279,CHEMBL1279,chembl,-25.9606189728,-77.8084564209
415,CHEMBL1287827,CHEMBL1287827,chembl,50.9535675049,4.58209705353
416,CHEMBL128866,CHEMBL128866,chembl,-89.5097427368,-1.95517992973
417,CHEMBL1289047,CHEMBL1289047,chembl,57.8160629272,9.39041900635
418,CHEMBL1289048,CHEMBL1289048,chembl,50.6586456299,6.02147006989
419,CHEMBL1289163,CHEMBL1289163,chembl,50.8663406372,6.26067590714
420,CHEMBL1289164,CHEMBL1289164,chembl,51.4370307922,6.37722206116
421,CHEMBL1289276,CHEMBL1289276,chembl,49.8000488281,5.10521316528
422,CHEMBL1289277,CHEMBL1289277,chembl,50.9472618103,4.93215703964
423,CHEMBL1289394,CHEMBL1289394,chembl,49.911655426,3.85092782974
424,CHEMBL1289509,CHEMBL1289509,chembl,50.9790039062,4.93684244156
425,CHEMBL1289510,CHEMBL1289510,chembl,49.9030532837,3.8532371521
426,CHEMBL1289617,CHEMBL1289617,chembl,49.8314857483,4.18595504761
427,CHEMBL1289618,CHEMBL1289618,chembl,48.8707427979,5.69887924194
428,CHEMBL1289721,CHEMBL1289721,chembl,49.876083374,6.48033618927
429,CHEMBL1290486,CHEMBL1290486,chembl,54.1509513855,4.61228227615
430,CHEMBL1290487,CHEMBL1290487,chembl,54.6360931396,4.24831342697
431,CHEMBL129053,CHEMBL129053,chembl,-88.293182373,-2.62798452377
432,CHEMBL1290596,CHEMBL1290596,chembl,54.5490989685,3.4293487072
433,CHEMBL1290597,CHEMBL1290597,chembl,53.958820343,3.61447620392
434,CHEMBL1290715,CHEMBL1290715,chembl,57.6184692383,6.92110443115
435,CHEMBL129082,CHEMBL129082,chembl,-87.6215209961,-3.53320479393
436,CHEMBL129233,CHEMBL129233,chembl,-83.4664382935,-8.7855014801
437,CHEMBL129238,CHEMBL129238,chembl,-88.250793457,-4.03075313568
438,CHEMBL129433,CHEMBL129433,chembl,-88.8580703735,0.480843544006
439,CHEMBL129453,CHEMBL129453,chembl,-83.4586715698,-8.78713512421
440,CHEMBL129477,CHEMBL129477,chembl,-88.4729309082,-6.99362516403
441,CHEMBL129650,CHEMBL129650,chembl,-87.7581634521,3.48074841499
442,CHEMBL129661,CHEMBL129661,chembl,18.4218082428,1.98195159435
443,CHEMBL129682,CHEMBL129682,chembl,-82.665763855,-9.76603984833
444,CHEMBL129813,CHEMBL129813,chembl,22.7758522034,-28.5596256256
445,CHEMBL130238,CHEMBL130238,chembl,-88.8580551147,0.480850219727
446,CHEMBL130327,CHEMBL130327,chembl,-12.2966003418,-14.4482364655
447,CHEMBL131370,CHEMBL131370,chembl,-89.583152771,-3.89715433121
448,CHEMBL131495,CHEMBL131495,chembl,-14.5212039948,-16.2076396942
449,CHEMBL132378,CHEMBL132378,chembl,-60.8897628784,-21.9600982666
450,CHEMBL132541,CHEMBL132541,chembl,-48.32837677,-87.7310638428
451,CHEMBL132764,CHEMBL132764,chembl,-15.1077165604,38.4764862061
452,CHEMBL132916,CHEMBL132916,chembl,-16.2385845184,39.0224647522
453,CHEMBL132916,CHEMBL132916,chembl,-16.2447776794,39.0317001343
454,CHEMBL133207,CHEMBL133207,chembl,7.32790756226,33.9032936096
455,CHEMBL133335,CHEMBL133335,chembl,-16.5605792999,10.4542303085
456,CHEMBL133814,CHEMBL133814,chembl,-16.2202033997,10.5097961426
457,CHEMBL133939,CHEMBL133939,chembl,-8.91483211517,-82.056640625
458,CHEMBL134428,CHEMBL134428,chembl,-60.8967933655,-21.9516830444
459,CHEMBL134519,CHEMBL134519,chembl,-0.00238656997681,-79.4282455444
460,CHEMBL134519,CHEMBL134519,chembl,-3.17254972458,-78.8853912354
461,CHEMBL134595,CHEMBL134595,chembl,8.22678947449,29.2439117432
462,CHEMBL134676,CHEMBL134676,chembl,-17.5573234558,41.0508537292
463,CHEMBL135023,CHEMBL135023,chembl,-20.684797287,49.2604560852
464,CHEMBL135293,CHEMBL135293,chembl,10.0300750732,30.3172550201
465,CHEMBL135295,CHEMBL135295,chembl,-16.4553585052,38.7361564636
466,CHEMBL135669,CHEMBL135669,chembl,-13.8298826218,38.0424194336
467,CHEMBL135730,CHEMBL135730,chembl,8.54188632965,28.7279968262
468,CHEMBL135878,CHEMBL135878,chembl,-18.0146045685,39.3828392029
469,CHEMBL135887,CHEMBL135887,chembl,8.23302650452,29.4981822968
470,CHEMBL135890,CHEMBL135890,chembl,-15.6038913727,10.2241401672
471,CHEMBL135939,CHEMBL135939,chembl,8.40094661713,31.7575702667
472,CHEMBL135961,CHEMBL135961,chembl,10.2361402512,30.0617675781
473,CHEMBL135973,CHEMBL135973,chembl,-60.8967933655,-21.9516830444
474,CHEMBL135974,CHEMBL135974,chembl,-60.8967933655,-21.9516830444
475,CHEMBL13647,CHEMBL13647,chembl,31.7175769806,60.0513191223
476,CHEMBL13647,CHEMBL13647,chembl,31.1320705414,60.7233963013
477,CHEMBL13647,CHEMBL13647,chembl,31.0574626923,60.4566726685
478,CHEMBL13647,CHEMBL13647,chembl,31.4037799835,59.8131637573
479,CHEMBL13647,CHEMBL13647,chembl,31.1458873749,59.9749641418
480,CHEMBL13647,CHEMBL13647,chembl,31.5277023315,60.7118911743
481,CHEMBL13647,CHEMBL13647,chembl,31.7627773285,60.4097633362
482,CHEMBL136936,CHEMBL136936,chembl,-15.9047117233,10.0084753036
483,CHEMBL137485,CHEMBL137485,chembl,-8.501912117,-80.3884658813
484,CHEMBL137591,CHEMBL137591,chembl,-15.8775911331,40.4381752014
485,CHEMBL137781,CHEMBL137781,chembl,-21.7648429871,-0.885530948639
486,CHEMBL138109,CHEMBL138109,chembl,-36.5544967651,7.66202020645
487,CHEMBL13852,CHEMBL13852,chembl,35.3694572449,-19.8676052094
488,CHEMBL138989,CHEMBL138989,chembl,-21.760219574,-0.885932564735
489,CHEMBL13917,CHEMBL13917,chembl,35.1811828613,-19.5802059174
490,CHEMBL139505,CHEMBL139505,chembl,-20.2770462036,53.5007209778
491,CHEMBL139505,CHEMBL139505,chembl,-21.7364635468,53.7851142883
492,CHEMBL140406,CHEMBL140406,chembl,-21.1396446228,50.4598617554
493,CHEMBL140872,CHEMBL140872,chembl,15.9207143784,54.6836242676
494,CHEMBL14107,CHEMBL14107,chembl,34.5146408081,-19.8644161224
495,CHEMBL141419,CHEMBL141419,chembl,12.0887489319,24.9056968689
496,CHEMBL142020,CHEMBL142020,chembl,-0.193335607648,29.1862106323
497,CHEMBL142862,CHEMBL142862,chembl,22.7488594055,-45.7200965881
498,CHEMBL142936,CHEMBL142936,chembl,13.1395835876,-48.2941703796
499,CHEMBL143202,CHEMBL143202,chembl,12.8496809006,-48.4318237305
500,CHEMBL143352,CHEMBL143352,chembl,-1.21019339561,28.8445796967
501,CHEMBL14349,CHEMBL14349,chembl,-52.2380256653,16.380197525
502,CHEMBL143510,CHEMBL143510,chembl,15.7710456848,-51.3346176147
503,CHEMBL143512,CHEMBL143512,chembl,16.3061122894,-51.279510498
504,CHEMBL143767,CHEMBL143767,chembl,16.296880722,-51.3069839478
505,CHEMBL143967,CHEMBL143967,chembl,16.2019710541,-51.3584213257
506,CHEMBL144030,CHEMBL144030,chembl,21.8857517242,-40.8615608215
507,CHEMBL144128,CHEMBL144128,chembl,22.9322071075,-39.6753578186
508,CHEMBL144397,CHEMBL144397,chembl,21.8746185303,-38.2200202942
509,CHEMBL146720,CHEMBL146720,chembl,22.9530143738,-38.1728439331
510,CHEMBL146751,CHEMBL146751,chembl,-67.3571853638,-19.4048843384
511,CHEMBL146751,CHEMBL146751,chembl,-67.3185653687,-19.1097679138
512,CHEMBL146751,CHEMBL146751,chembl,-67.3571853638,-19.4048843384
513,CHEMBL146942,CHEMBL146942,chembl,16.4597320557,-85.5796737671
514,CHEMBL147477,CHEMBL147477,chembl,-68.3528518677,-18.464138031
515,CHEMBL147677,CHEMBL147677,chembl,21.6874961853,-39.4834213257
516,CHEMBL147851,CHEMBL147851,chembl,22.928062439,-38.9342002869
517,CHEMBL147901,CHEMBL147901,chembl,21.7296638489,-38.9291915894
518,CHEMBL148022,CHEMBL148022,chembl,21.9367542267,-40.9310073853
519,CHEMBL148314,CHEMBL148314,chembl,21.872467041,-40.861541748
520,CHEMBL14867,CHEMBL14867,chembl,-34.1553192139,-32.2966766357
521,CHEMBL148860,CHEMBL148860,chembl,-70.6219482422,-17.9819564819
522,CHEMBL148860,CHEMBL148860,chembl,-70.6137771606,-17.9769706726
523,CHEMBL148860,CHEMBL148860,chembl,-70.6174316406,-17.9817047119
524,CHEMBL149888,CHEMBL149888,chembl,-68.4132232666,-20.5811519623
525,CHEMBL151266,CHEMBL151266,chembl,-68.6697845459,-18.9767684937
526,CHEMBL151266,CHEMBL151266,chembl,-68.5343780518,-19.2859897614
527,CHEMBL151266,CHEMBL151266,chembl,-68.537322998,-19.2829551697
528,CHEMBL151786,CHEMBL151786,chembl,-67.3106079102,-18.5493831635
529,CHEMBL153174,CHEMBL153174,chembl,34.0032653809,20.0109558105
530,CHEMBL153174,CHEMBL153174,chembl,33.880355835,19.9070949554
531,CHEMBL153174,CHEMBL153174,chembl,33.8703193665,19.8894119263
532,CHEMBL153174,CHEMBL153174,chembl,33.99634552,20.0005340576
533,CHEMBL155615,CHEMBL155615,chembl,36.6901245117,22.5079650879
534,CHEMBL155615,CHEMBL155615,chembl,36.4670333862,22.3247928619
535,CHEMBL155615,CHEMBL155615,chembl,36.6901245117,22.5079650879
536,CHEMBL155615,CHEMBL155615,chembl,36.4616165161,22.3282604218
537,CHEMBL157138,CHEMBL157138,chembl,5.61568403244,-32.9890556335
538,CHEMBL158210,CHEMBL158210,chembl,-17.1850032806,-97.8673324585
539,CHEMBL158283,CHEMBL158283,chembl,-16.6459941864,-100.188896179
540,CHEMBL158285,CHEMBL158285,chembl,-0.388423591852,-25.795545578
541,CHEMBL158402,CHEMBL158402,chembl,-0.197356879711,-25.527173996
542,CHEMBL158482,CHEMBL158482,chembl,-14.4457960129,-96.3664855957
543,CHEMBL158508,CHEMBL158508,chembl,-17.2781276703,-100.137969971
544,CHEMBL158582,CHEMBL158582,chembl,-14.5778512955,-97.9808578491
545,CHEMBL158623,CHEMBL158623,chembl,-16.9595928192,-97.8375244141
546,CHEMBL158749,CHEMBL158749,chembl,-16.9406166077,-97.8526306152
547,CHEMBL158791,CHEMBL158791,chembl,-17.2809314728,-100.120506287
548,CHEMBL158941,CHEMBL158941,chembl,21.8688392639,-49.9637069702
549,CHEMBL158973,CHEMBL158973,chembl,1.06319761276,-26.7464504242
550,CHEMBL159143,CHEMBL159143,chembl,0.0176248494536,-25.1410274506
551,CHEMBL159160,CHEMBL159160,chembl,-12.6878471375,-103.601974487
552,CHEMBL15928,CHEMBL15928,chembl,36.6997032166,2.67155575752
553,CHEMBL15928,CHEMBL15928,chembl,36.7010383606,2.67194151878
554,CHEMBL15928,CHEMBL15928,chembl,36.6879272461,2.66880464554
555,CHEMBL159483,CHEMBL159483,chembl,21.1023025513,-54.4747161865
556,CHEMBL159561,CHEMBL159561,chembl,-15.8652696609,-95.9781417847
557,CHEMBL159566,CHEMBL159566,chembl,-12.540763855,-102.042434692
558,CHEMBL160070,CHEMBL160070,chembl,20.8518753052,-54.531414032
559,CHEMBL160096,CHEMBL160096,chembl,-17.7541751862,-99.2578201294
560,CHEMBL160581,CHEMBL160581,chembl,22.9960613251,-32.6042137146
561,CHEMBL161095,CHEMBL161095,chembl,-14.1788339615,-98.6772460938
562,CHEMBL161153,CHEMBL161153,chembl,-13.1958093643,-101.302505493
563,CHEMBL161561,CHEMBL161561,chembl,-13.4729633331,-101.037773132
564,CHEMBL161617,CHEMBL161617,chembl,-14.3005599976,-98.7290267944
565,CHEMBL161765,CHEMBL161765,chembl,-0.125206530094,-25.6063137054
566,CHEMBL161780,CHEMBL161780,chembl,21.3236885071,-50.9139442444
567,CHEMBL1617980,CHEMBL1617980,chembl,35.5314178467,8.44096088409
568,CHEMBL1617997,CHEMBL1617997,chembl,-9.48543453217,28.9706001282
569,CHEMBL162189,CHEMBL162189,chembl,-14.4607019424,-96.3035964966
570,CHEMBL1627321,CHEMBL1627321,chembl,-12.3948612213,23.4882602692
571,CHEMBL1631532,CHEMBL1631532,chembl,56.6227226257,14.605304718
572,CHEMBL1631533,CHEMBL1631533,chembl,50.1765823364,11.4303379059
573,CHEMBL1631534,CHEMBL1631534,chembl,56.0934753418,10.0317926407
574,CHEMBL1631535,CHEMBL1631535,chembl,57.9183425903,13.4967803955
575,CHEMBL1631536,CHEMBL1631536,chembl,50.0045661926,10.9859027863
576,CHEMBL1631537,CHEMBL1631537,chembl,49.8650970459,10.9445896149
577,CHEMBL1631538,CHEMBL1631538,chembl,57.8346061707,13.9380397797
578,CHEMBL1631539,CHEMBL1631539,chembl,56.8293418884,4.67999124527
579,CHEMBL1631540,CHEMBL1631540,chembl,58.953125,7.83051109314
580,CHEMBL1631541,CHEMBL1631541,chembl,59.030796051,7.72172546387
581,CHEMBL1631542,CHEMBL1631542,chembl,57.8175773621,15.3899965286
582,CHEMBL1631543,CHEMBL1631543,chembl,58.7706985474,17.6902427673
583,CHEMBL1631544,CHEMBL1631544,chembl,54.1702842712,7.33966970444
584,CHEMBL1631545,CHEMBL1631545,chembl,59.0634689331,9.7714881897
585,CHEMBL1631548,CHEMBL1631548,chembl,57.567615509,10.6340484619
586,CHEMBL1632206,CHEMBL1632206,chembl,54.710975647,8.01308441162
587,CHEMBL1632207,CHEMBL1632207,chembl,55.4843406677,7.04523324966
588,CHEMBL1632208,CHEMBL1632208,chembl,55.0421409607,8.42036724091
589,CHEMBL1632209,CHEMBL1632209,chembl,54.4742088318,7.93031787872
590,CHEMBL1632210,CHEMBL1632210,chembl,54.1053504944,13.0328350067
591,CHEMBL1632211,CHEMBL1632211,chembl,54.9777679443,12.1908607483
592,CHEMBL1632212,CHEMBL1632212,chembl,53.80909729,12.7675018311
593,CHEMBL1632213,CHEMBL1632213,chembl,53.8571472168,12.7024526596
594,CHEMBL1632214,CHEMBL1632214,chembl,54.3015403748,12.1666059494
595,CHEMBL1632215,CHEMBL1632215,chembl,54.9478645325,13.1894340515
596,CHEMBL1632216,CHEMBL1632216,chembl,54.5030288696,13.1866588593
597,CHEMBL1632217,CHEMBL1632217,chembl,52.8571357727,13.1679000854
598,CHEMBL1632218,CHEMBL1632218,chembl,53.5945892334,14.3154783249
599,CHEMBL1632219,CHEMBL1632219,chembl,54.0898590088,14.7036657333
600,CHEMBL1632220,CHEMBL1632220,chembl,53.0494766235,8.77592277527
601,CHEMBL1632221,CHEMBL1632221,chembl,52.1780471802,9.87412452698
602,CHEMBL1632222,CHEMBL1632222,chembl,52.9120521545,10.0473279953
603,CHEMBL1632223,CHEMBL1632223,chembl,50.0891494751,10.8439760208
604,CHEMBL163884,CHEMBL163884,chembl,6.47055053711,-19.1612930298
605,CHEMBL164330,CHEMBL164330,chembl,9.38062095642,-15.4628162384
606,CHEMBL1645596,CHEMBL1645596,chembl,-24.161195755,-53.751083374
607,CHEMBL1645597,CHEMBL1645597,chembl,-23.4320373535,-53.6898193359
608,CHEMBL1645598,CHEMBL1645598,chembl,-22.8704414368,-54.3638916016
609,CHEMBL1645599,CHEMBL1645599,chembl,-23.2829990387,-54.9746360779
610,CHEMBL1645600,CHEMBL1645600,chembl,-22.1240787506,-55.7331771851
611,CHEMBL1645601,CHEMBL1645601,chembl,-22.0941162109,-54.5867347717
612,CHEMBL1645602,CHEMBL1645602,chembl,-22.4855060577,-54.6749305725
613,CHEMBL1645603,CHEMBL1645603,chembl,-22.422296524,-56.1141014099
614,CHEMBL1645604,CHEMBL1645604,chembl,-23.0196857452,-55.45054245
615,CHEMBL1645605,CHEMBL1645605,chembl,-23.8640556335,-55.1338119507
616,CHEMBL1645607,CHEMBL1645607,chembl,-19.439950943,-53.6759033203
617,CHEMBL1645608,CHEMBL1645608,chembl,-19.2885723114,-53.9526824951
618,CHEMBL1645609,CHEMBL1645609,chembl,-19.3577461243,-54.0531158447
619,CHEMBL1645610,CHEMBL1645610,chembl,-20.4754009247,-52.7431335449
620,CHEMBL1645612,CHEMBL1645612,chembl,-20.3957233429,-52.5277938843
621,CHEMBL1645613,CHEMBL1645613,chembl,-21.4347686768,-53.7266921997
622,CHEMBL1645614,CHEMBL1645614,chembl,-20.8524360657,-53.6691322327
623,CHEMBL1645615,CHEMBL1645615,chembl,-21.1914081573,-53.2046585083
624,CHEMBL1645616,CHEMBL1645616,chembl,-23.5307846069,-56.4303970337
625,CHEMBL1645617,CHEMBL1645617,chembl,-22.4742107391,-57.6242332458
626,CHEMBL1645619,CHEMBL1645619,chembl,-21.5970802307,-56.879486084
627,CHEMBL165364,CHEMBL165364,chembl,7.21696472168,-19.5425415039
628,CHEMBL165718,CHEMBL165718,chembl,8.61229324341,46.6451416016
629,CHEMBL1684028,CHEMBL1684028,chembl,31.4311218262,12.2903184891
630,CHEMBL1684125,CHEMBL1684125,chembl,31.3433551788,12.4399824142
631,CHEMBL1684128,CHEMBL1684128,chembl,31.2783088684,11.4424638748
632,CHEMBL1688990,CHEMBL1688990,chembl,0.665286123753,24.3600006104
633,CHEMBL1688991,CHEMBL1688991,chembl,-4.1453537941,23.8628959656
634,CHEMBL1744035,CHEMBL1744035,chembl,-12.0414171219,-79.0641784668
635,CHEMBL1744036,CHEMBL1744036,chembl,-14.2449846268,-81.1492462158
636,CHEMBL1744037,CHEMBL1744037,chembl,-14.327495575,-80.0159225464
637,CHEMBL1744038,CHEMBL1744038,chembl,-13.9311742783,-81.3641891479
638,CHEMBL1744088,CHEMBL1744088,chembl,-13.5618371964,-78.0257263184
639,CHEMBL1744089,CHEMBL1744089,chembl,-14.9203701019,-81.7311553955
640,CHEMBL177064,CHEMBL177064,chembl,13.0975589752,-15.9169826508
641,CHEMBL1774062,CHEMBL1774062,chembl,-25.7428607941,17.2256736755
642,CHEMBL1774063,CHEMBL1774063,chembl,-26.8782978058,16.9532871246
643,CHEMBL1774064,CHEMBL1774064,chembl,-18.0202789307,19.0913734436
644,CHEMBL1774065,CHEMBL1774065,chembl,-18.3715171814,19.0954647064
645,CHEMBL1774066,CHEMBL1774066,chembl,-17.7234039307,19.19556427
646,CHEMBL1774067,CHEMBL1774067,chembl,-27.6289463043,16.7723236084
647,CHEMBL1774068,CHEMBL1774068,chembl,-28.0718822479,17.1597995758
648,CHEMBL1774069,CHEMBL1774069,chembl,-27.6381855011,16.1952953339
649,CHEMBL1774070,CHEMBL1774070,chembl,-29.1907711029,15.8149518967
650,CHEMBL1774071,CHEMBL1774071,chembl,-28.7901515961,15.8267402649
651,CHEMBL1774072,CHEMBL1774072,chembl,-28.5692958832,14.8777866364
652,CHEMBL1774073,CHEMBL1774073,chembl,-28.7249565125,16.4969177246
653,CHEMBL1774074,CHEMBL1774074,chembl,-27.7076206207,17.9529418945
654,CHEMBL1774075,CHEMBL1774075,chembl,-27.8242359161,15.0165653229
655,CHEMBL1774076,CHEMBL1774076,chembl,-29.738401413,14.9977884293
656,CHEMBL1774077,CHEMBL1774077,chembl,-29.7439823151,15.6409482956
657,CHEMBL1774078,CHEMBL1774078,chembl,-30.7112007141,15.4962596893
658,CHEMBL1774079,CHEMBL1774079,chembl,-30.7469768524,16.0802326202
659,CHEMBL1774080,CHEMBL1774080,chembl,-29.77526474,16.7661781311
660,CHEMBL1774081,CHEMBL1774081,chembl,-29.826757431,18.3456954956
661,CHEMBL1774082,CHEMBL1774082,chembl,-30.6015892029,17.3331756592
662,CHEMBL1774083,CHEMBL1774083,chembl,-29.1104106903,17.6735801697
663,CHEMBL1774084,CHEMBL1774084,chembl,-29.1104106903,17.6735801697
664,CHEMBL1774085,CHEMBL1774085,chembl,-30.0707473755,17.5478935242
665,CHEMBL1774086,CHEMBL1774086,chembl,-30.1328830719,17.1509895325
666,CHEMBL1774087,CHEMBL1774087,chembl,-29.298866272,16.9650669098
667,CHEMBL1774383,CHEMBL1774383,chembl,-5.43313312531,24.7229766846
668,CHEMBL1774385,CHEMBL1774385,chembl,-7.68116855621,35.8122711182
669,CHEMBL1774532,CHEMBL1774532,chembl,-7.65977525711,35.7133522034
670,CHEMBL1774990,CHEMBL1774990,chembl,70.2800674438,48.472026825
671,CHEMBL1774990,CHEMBL1774990,chembl,70.2493286133,48.4749145508
672,CHEMBL1774991,CHEMBL1774991,chembl,72.1723480225,41.8372154236
673,CHEMBL1774991,CHEMBL1774991,chembl,72.1637115479,41.8463287354
674,CHEMBL1774991,CHEMBL1774991,chembl,72.1688461304,41.8299827576
675,CHEMBL1774992,CHEMBL1774992,chembl,72.5251464844,47.9084129333
676,CHEMBL1774992,CHEMBL1774992,chembl,72.5240402222,47.9229431152
677,CHEMBL1774993,CHEMBL1774993,chembl,71.5464935303,47.8305625916
678,CHEMBL1774993,CHEMBL1774993,chembl,71.5015487671,47.8651390076
679,CHEMBL1774994,CHEMBL1774994,chembl,73.585975647,49.2904205322
680,CHEMBL1774994,CHEMBL1774994,chembl,73.5874404907,53.005695343
681,CHEMBL1774995,CHEMBL1774995,chembl,72.1803970337,42.9273757935
682,CHEMBL1774995,CHEMBL1774995,chembl,72.1687469482,42.9277610779
683,CHEMBL1774995,CHEMBL1774995,chembl,72.1907424927,42.9272422791
684,CHEMBL1774996,CHEMBL1774996,chembl,72.826751709,46.6873893738
685,CHEMBL1774996,CHEMBL1774996,chembl,72.8275756836,46.6993103027
686,CHEMBL1774997,CHEMBL1774997,chembl,71.8682022095,46.5174751282
687,CHEMBL1774997,CHEMBL1774997,chembl,71.8778762817,46.5269088745
688,CHEMBL178267,CHEMBL178267,chembl,-35.5016555786,-8.43941783905
