,,extra_tooltip,which,x,y
114,CHEMBL1094872,CHEMBL1094872,chembl,-55.8896903992,63.7110786438
115,CHEMBL1094872,CHEMBL1094872,chembl,-55.889793396,63.7111320496
116,CHEMBL1094908,CHEMBL1094908,chembl,26.1654186249,-32.2238998413
117,CHEMBL1095256,CHEMBL1095256,chembl,10.7628936768,21.2344818115
118,CHEMBL109526,CHEMBL109526,chembl,-28.9783229828,-46.720287323
119,CHEMBL1096155,CHEMBL1096155,chembl,-56.0778465271,61.625919342
120,CHEMBL1096155,CHEMBL1096155,chembl,-56.0778465271,61.625919342
121,CHEMBL1096156,CHEMBL1096156,chembl,-58.8031768799,61.2974700928
122,CHEMBL1096156,CHEMBL1096156,chembl,-58.8031578064,61.2976112366
123,CHEMBL1096476,CHEMBL1096476,chembl,-55.9976119995,64.9607849121
124,CHEMBL1096476,CHEMBL1096476,chembl,-55.9977035522,64.9608612061
125,CHEMBL1096477,CHEMBL1096477,chembl,-55.2794036865,63.8718223572
126,CHEMBL1096477,CHEMBL1096477,chembl,-55.2794036865,63.8718223572
127,CHEMBL1096529,CHEMBL1096529,chembl,-54.0675048828,63.4183540344
128,CHEMBL1096529,CHEMBL1096529,chembl,-54.0661315918,63.4165153503
129,CHEMBL1096540,CHEMBL1096540,chembl,-58.175819397,62.423374176
130,CHEMBL1096540,CHEMBL1096540,chembl,-58.1767463684,62.427318573
131,CHEMBL1096671,CHEMBL1096671,chembl,-59.2445373535,61.91223526
132,CHEMBL1096671,CHEMBL1096671,chembl,-59.2445373535,61.91223526
133,CHEMBL1096802,CHEMBL1096802,chembl,-56.8169517517,62.5685691833
134,CHEMBL1096802,CHEMBL1096802,chembl,-56.8125915527,62.568611145
135,CHEMBL1096903,CHEMBL1096903,chembl,9.94143867493,19.8685779572
136,CHEMBL1097181,CHEMBL1097181,chembl,-56.2949829102,61.1501655579
137,CHEMBL1097181,CHEMBL1097181,chembl,-56.2780418396,61.1373023987
138,CHEMBL1097484,CHEMBL1097484,chembl,-58.8511695862,63.0617637634
139,CHEMBL1097484,CHEMBL1097484,chembl,-58.8514251709,63.0619087219
140,CHEMBL1098133,CHEMBL1098133,chembl,-57.3704376221,65.7900772095
141,CHEMBL1098133,CHEMBL1098133,chembl,-57.3672370911,65.7906494141
142,CHEMBL1098134,CHEMBL1098134,chembl,-55.3529548645,65.8272857666
143,CHEMBL1098134,CHEMBL1098134,chembl,-55.3310165405,65.8277130127
144,CHEMBL1098483,CHEMBL1098483,chembl,-54.7601737976,64.9122467041
145,CHEMBL1098483,CHEMBL1098483,chembl,-54.7578277588,64.9208984375
146,CHEMBL1099255,CHEMBL1099255,chembl,10.7661085129,21.3109779358
147,CHEMBL110317,CHEMBL110317,chembl,-33.3384361267,-45.0897903442
148,CHEMBL110365,CHEMBL110365,chembl,-1.60849559307,35.3794822693
149,CHEMBL11066,CHEMBL11066,chembl,59.9096412659,-23.8089885712
150,CHEMBL11066,CHEMBL11066,chembl,59.9129486084,-23.8092670441
151,CHEMBL111021,CHEMBL111021,chembl,44.064868927,-1.7738929987
152,CHEMBL111065,CHEMBL111065,chembl,46.8919754028,-2.27644348145
153,CHEMBL1112,CHEMBL1112,chembl,11.8397121429,37.2480239868
154,CHEMBL1112,CHEMBL1112,chembl,11.8397541046,37.2480545044
155,CHEMBL1112,CHEMBL1112,chembl,11.8409366608,37.2488288879
156,CHEMBL1112,CHEMBL1112,chembl,11.8397321701,37.2480926514
157,CHEMBL111376,CHEMBL111376,chembl,-29.485408783,-46.250125885
158,CHEMBL11170,CHEMBL11170,chembl,61.8593521118,-22.5732364655
159,CHEMBL11170,CHEMBL11170,chembl,61.8673591614,-22.5735549927
160,CHEMBL111713,CHEMBL111713,chembl,44.1344718933,-1.16340303421
161,CHEMBL11265,CHEMBL11265,chembl,-45.0457305908,4.22421741486
162,CHEMBL112841,CHEMBL112841,chembl,44.1121635437,-1.82528495789
163,CHEMBL113326,CHEMBL113326,chembl,46.0827102661,-1.62536740303
164,CHEMBL113752,CHEMBL113752,chembl,47.6616973877,-55.6887016296
165,CHEMBL11386,CHEMBL11386,chembl,61.3348236084,-23.9840812683
166,CHEMBL11388,CHEMBL11388,chembl,60.5494308472,-23.0860462189
167,CHEMBL11388,CHEMBL11388,chembl,60.5498199463,-23.0839195251
168,CHEMBL11388,CHEMBL11388,chembl,60.5487556458,-23.0855426788
169,CHEMBL113960,CHEMBL113960,chembl,41.433177948,-46.3634185791
170,CHEMBL11425,CHEMBL11425,chembl,-44.1793251038,4.79936027527
171,CHEMBL114452,CHEMBL114452,chembl,44.9489822388,-1.43943476677
172,CHEMBL114453,CHEMBL114453,chembl,45.277721405,-1.44325864315
173,CHEMBL114893,CHEMBL114893,chembl,43.3421974182,-41.8981323242
174,CHEMBL115003,CHEMBL115003,chembl,43.4401168823,-41.9703292847
175,CHEMBL11577,CHEMBL11577,chembl,63.1386909485,-6.90173482895
176,CHEMBL11592,CHEMBL11592,chembl,-44.8544120789,4.32022428513
177,CHEMBL116314,CHEMBL116314,chembl,-35.0571365356,-38.8366165161
178,CHEMBL116626,CHEMBL116626,chembl,41.0911331177,-46.2353744507
179,CHEMBL116809,CHEMBL116809,chembl,41.4328308105,-46.361869812
180,CHEMBL117157,CHEMBL117157,chembl,-29.391160965,-37.8744850159
181,CHEMBL11771,CHEMBL11771,chembl,59.4687347412,-23.3642196655
182,CHEMBL117972,CHEMBL117972,chembl,49.2289543152,-43.0238952637
183,CHEMBL1179986,CHEMBL1179986,chembl,-19.7376213074,7.20021247864
184,CHEMBL1182155,CHEMBL1182155,chembl,28.322435379,-26.1844730377
185,CHEMBL1182155,CHEMBL1182155,chembl,28.3257102966,-26.184709549
186,CHEMBL1184199,CHEMBL1184199,chembl,-60.6408309937,38.5252227783
187,CHEMBL1185,CHEMBL1185,chembl,-19.2299823761,-55.6307830811
188,CHEMBL1185,CHEMBL1185,chembl,-19.2255039215,-55.6265602112
189,CHEMBL118563,CHEMBL118563,chembl,-32.2822608948,-38.7607917786
190,CHEMBL11866,CHEMBL11866,chembl,48.9929504395,-29.5834579468
191,CHEMBL1190042,CHEMBL1190042,chembl,-14.5565233231,48.8632164001
192,CHEMBL119455,CHEMBL119455,chembl,-57.0772819519,-44.1351165771
193,CHEMBL1194812,CHEMBL1194812,chembl,-60.6153907776,38.4967536926
194,CHEMBL11963,CHEMBL11963,chembl,69.8722763062,-3.63754987717
195,CHEMBL1199172,CHEMBL1199172,chembl,5.05757141113,-1.69337368011
196,CHEMBL119927,CHEMBL119927,chembl,-32.3554344177,-34.7457885742
197,CHEMBL120055,CHEMBL120055,chembl,-31.051574707,-36.8171577454
198,CHEMBL120055,CHEMBL120055,chembl,-31.0621185303,-36.8181114197
199,CHEMBL120055,CHEMBL120055,chembl,-31.0598163605,-36.8181991577
200,CHEMBL120272,CHEMBL120272,chembl,-34.2416687012,-37.5038986206
201,CHEMBL120480,CHEMBL120480,chembl,-29.434677124,-37.8096389771
202,CHEMBL120514,CHEMBL120514,chembl,-35.0649147034,-38.8425521851
203,CHEMBL120927,CHEMBL120927,chembl,-59.0822525024,-40.9519691467
204,CHEMBL1210154,CHEMBL1210154,chembl,40.5456886292,-61.7537155151
205,CHEMBL121207,CHEMBL121207,chembl,-34.2571754456,-37.751159668
206,CHEMBL12157,CHEMBL12157,chembl,52.0118675232,-26.5435905457
207,CHEMBL121901,CHEMBL121901,chembl,-33.1840057373,-39.3073196411
208,CHEMBL1221497,CHEMBL1221497,chembl,-9.23573684692,23.5675296783
209,CHEMBL1221498,CHEMBL1221498,chembl,-4.79982089996,27.9672412872
210,CHEMBL1221499,CHEMBL1221499,chembl,-13.7460842133,24.4498634338
211,CHEMBL1221544,CHEMBL1221544,chembl,-4.83529424667,29.1920528412
212,CHEMBL1221545,CHEMBL1221545,chembl,-14.2907466888,25.2365703583
213,CHEMBL1221591,CHEMBL1221591,chembl,-4.79640817642,29.2805862427
214,CHEMBL1221592,CHEMBL1221592,chembl,-14.2708206177,25.2617988586
215,CHEMBL1221594,CHEMBL1221594,chembl,-14.2297992706,25.2913722992
216,CHEMBL1222362,CHEMBL1222362,chembl,-9.23047447205,23.555727005
217,CHEMBL122453,CHEMBL122453,chembl,-59.0729217529,-40.9773521423
218,CHEMBL12366,CHEMBL12366,chembl,63.2671966553,-6.51620054245
219,CHEMBL124069,CHEMBL124069,chembl,-0.432353258133,-48.2842636108
220,CHEMBL124069,CHEMBL124069,chembl,-0.433268815279,-48.2818031311
221,CHEMBL124069,CHEMBL124069,chembl,-0.431456923485,-48.2836799622
222,CHEMBL1241546,CHEMBL1241546,chembl,44.5269889832,46.7271080017
223,CHEMBL1241547,CHEMBL1241547,chembl,44.293422699,48.9301948547
224,CHEMBL1241548,CHEMBL1241548,chembl,43.8359718323,48.4306793213
225,CHEMBL1241557,CHEMBL1241557,chembl,-42.3660125732,48.3527412415
226,CHEMBL1241639,CHEMBL1241639,chembl,44.5054130554,46.6388015747
227,CHEMBL1241640,CHEMBL1241640,chembl,48.7379722595,51.8889846802
228,CHEMBL1241641,CHEMBL1241641,chembl,44.329334259,49.1348342896
229,CHEMBL1241642,CHEMBL1241642,chembl,46.2378463745,50.354221344
230,CHEMBL1241736,CHEMBL1241736,chembl,47.8676834106,50.8459587097
231,CHEMBL1241737,CHEMBL1241737,chembl,48.3483886719,51.5263442993
232,CHEMBL1241738,CHEMBL1241738,chembl,44.8943481445,47.7860107422
233,CHEMBL1241824,CHEMBL1241824,chembl,46.6239624023,52.1312942505
234,CHEMBL1241825,CHEMBL1241825,chembl,47.0722122192,49.938457489
235,CHEMBL1241912,CHEMBL1241912,chembl,47.3989944458,51.8745346069
236,CHEMBL1241913,CHEMBL1241913,chembl,46.9418182373,51.1006164551
237,CHEMBL1241913,CHEMBL1241913,chembl,46.9332923889,51.1041603088
238,CHEMBL1241998,CHEMBL1241998,chembl,46.876865387,53.2281990051
239,CHEMBL1242081,CHEMBL1242081,chembl,47.5985221863,52.9537391663
240,CHEMBL1242167,CHEMBL1242167,chembl,47.6055870056,52.9657325745
241,CHEMBL1242257,CHEMBL1242257,chembl,47.6198959351,52.988155365
242,CHEMBL1242345,CHEMBL1242345,chembl,47.0299530029,51.6966705322
243,CHEMBL1242352,CHEMBL1242352,chembl,-16.4369602203,15.511256218
244,CHEMBL1242352,CHEMBL1242352,chembl,-16.4389343262,15.5323925018
245,CHEMBL1242436,CHEMBL1242436,chembl,45.6980400085,51.9109077454
246,CHEMBL1242444,CHEMBL1242444,chembl,-39.646156311,49.9539222717
247,CHEMBL1242445,CHEMBL1242445,chembl,-39.6467399597,49.9552764893
248,CHEMBL1242533,CHEMBL1242533,chembl,45.8310089111,51.8645553589
249,CHEMBL1242541,CHEMBL1242541,chembl,-39.4143829346,49.2107772827
250,CHEMBL1242542,CHEMBL1242542,chembl,-39.4143867493,49.2107772827
251,CHEMBL1242623,CHEMBL1242623,chembl,45.8230285645,51.868560791
252,CHEMBL1242632,CHEMBL1242632,chembl,-39.2481422424,49.2730102539
253,CHEMBL1242633,CHEMBL1242633,chembl,-39.2481422424,49.2730102539
254,CHEMBL1242717,CHEMBL1242717,chembl,45.4907684326,52.6857261658
255,CHEMBL1242724,CHEMBL1242724,chembl,-41.4116630554,48.5375022888
256,CHEMBL1242725,CHEMBL1242725,chembl,-41.4120330811,48.536365509
257,CHEMBL1242818,CHEMBL1242818,chembl,-41.5823783875,49.4258155823
258,CHEMBL1242819,CHEMBL1242819,chembl,-41.5830116272,49.422542572
259,CHEMBL1242904,CHEMBL1242904,chembl,44.2850227356,48.6681671143
260,CHEMBL1242912,CHEMBL1242912,chembl,-42.3713989258,48.35313797
261,CHEMBL124444,CHEMBL124444,chembl,-16.4667835236,33.2680511475
262,CHEMBL124638,CHEMBL124638,chembl,-2.59443068504,-48.2694854736
263,CHEMBL124638,CHEMBL124638,chembl,-2.59446001053,-48.2695388794
264,CHEMBL124700,CHEMBL124700,chembl,-2.65447449684,-44.0736923218
265,CHEMBL124818,CHEMBL124818,chembl,1.26171302795,-42.3783302307
266,CHEMBL125349,CHEMBL125349,chembl,58.4687614441,-58.1755256653
267,CHEMBL125349,CHEMBL125349,chembl,58.4696578979,-58.1755714417
268,CHEMBL125365,CHEMBL125365,chembl,-3.8732354641,39.2863464355
269,CHEMBL1254582,CHEMBL1254582,chembl,27.7858638763,-21.4218616486
270,CHEMBL1254659,CHEMBL1254659,chembl,24.1755371094,-25.7247104645
271,CHEMBL1254660,CHEMBL1254660,chembl,27.7683486938,-21.3449611664
272,CHEMBL1254742,CHEMBL1254742,chembl,22.8406448364,-23.8300590515
273,CHEMBL1254743,CHEMBL1254743,chembl,24.9631671906,-21.8646583557
274,CHEMBL1254828,CHEMBL1254828,chembl,22.9114627838,-22.2317714691
275,CHEMBL1254829,CHEMBL1254829,chembl,24.2921237946,-22.1262454987
276,CHEMBL1254914,CHEMBL1254914,chembl,23.2331771851,-23.3856468201
277,CHEMBL1254915,CHEMBL1254915,chembl,24.5443267822,-22.755147934
278,CHEMBL1255002,CHEMBL1255002,chembl,22.4348087311,-22.0099487305
279,CHEMBL1255003,CHEMBL1255003,chembl,23.7175617218,-21.9099311829
280,CHEMBL1255085,CHEMBL1255085,chembl,23.9269218445,-23.4942398071
281,CHEMBL1255086,CHEMBL1255086,chembl,23.7776031494,-22.6714782715
282,CHEMBL12562,CHEMBL12562,chembl,63.0434112549,-7.56142282486
283,CHEMBL1257144,CHEMBL1257144,chembl,0.6739346385,56.5856628418
284,CHEMBL1257145,CHEMBL1257145,chembl,0.00251914467663,55.2140922546
285,CHEMBL1257146,CHEMBL1257146,chembl,3.17997360229,51.8132972717
286,CHEMBL1257147,CHEMBL1257147,chembl,3.33125543594,51.8107910156
287,CHEMBL1257261,CHEMBL1257261,chembl,0.0868649631739,56.1895294189
288,CHEMBL1257262,CHEMBL1257262,chembl,2.3961558342,58.9836654663
289,CHEMBL1257263,CHEMBL1257263,chembl,2.38925790787,54.0838661194
290,CHEMBL1257264,CHEMBL1257264,chembl,2.97440195084,54.9408569336
291,CHEMBL1257382,CHEMBL1257382,chembl,2.68370103836,58.9046363831
292,CHEMBL1257383,CHEMBL1257383,chembl,4.53810501099,56.8126564026
293,CHEMBL1257384,CHEMBL1257384,chembl,2.46091556549,54.0062561035
294,CHEMBL1257385,CHEMBL1257385,chembl,3.03655672073,54.8712997437
295,CHEMBL1257492,CHEMBL1257492,chembl,4.55742168427,56.8808326721
296,CHEMBL1257493,CHEMBL1257493,chembl,4.94306278229,58.454120636
297,CHEMBL1257494,CHEMBL1257494,chembl,0.770694851875,49.9707298279
298,CHEMBL1257495,CHEMBL1257495,chembl,1.28233730793,49.2327423096
299,CHEMBL1257613,CHEMBL1257613,chembl,2.18925833702,58.463886261
300,CHEMBL1257614,CHEMBL1257614,chembl,2.57437348366,58.2962646484
301,CHEMBL1257615,CHEMBL1257615,chembl,0.915389299393,50.0664329529
302,CHEMBL1257616,CHEMBL1257616,chembl,1.45106732845,49.3724594116
303,CHEMBL1257734,CHEMBL1257734,chembl,0.992345750332,59.3311653137
304,CHEMBL1257735,CHEMBL1257735,chembl,1.01209366322,59.3225631714
305,CHEMBL1257736,CHEMBL1257736,chembl,0.719597041607,49.9483947754
306,CHEMBL1257737,CHEMBL1257737,chembl,1.22924506664,49.2165603638
307,CHEMBL1257856,CHEMBL1257856,chembl,4.27980566025,57.8980178833
308,CHEMBL1257857,CHEMBL1257857,chembl,4.30796337128,58.1578674316
309,CHEMBL1257858,CHEMBL1257858,chembl,-1.44829523563,56.6907615662
310,CHEMBL1257859,CHEMBL1257859,chembl,-0.729957580566,57.6233062744
311,CHEMBL1257968,CHEMBL1257968,chembl,3.93276572227,58.4758415222
312,CHEMBL1257969,CHEMBL1257969,chembl,-2.52940273285,50.8281402588
313,CHEMBL1257970,CHEMBL1257970,chembl,-1.7399623394,56.9157905579
314,CHEMBL1257971,CHEMBL1257971,chembl,-1.05083918571,57.7980957031
315,CHEMBL1258084,CHEMBL1258084,chembl,-3.57640171051,51.410282135
316,CHEMBL1258085,CHEMBL1258085,chembl,-2.75648593903,50.6060028076
317,CHEMBL1258086,CHEMBL1258086,chembl,-1.35272824764,56.5478820801
318,CHEMBL1258087,CHEMBL1258087,chembl,-0.709175288677,57.4546012878
319,CHEMBL1258199,CHEMBL1258199,chembl,-3.62447762489,51.0866355896
320,CHEMBL1258200,CHEMBL1258200,chembl,-2.43750524521,51.19323349
321,CHEMBL1258312,CHEMBL1258312,chembl,-9.18849563599,46.794128418
322,CHEMBL1258313,CHEMBL1258313,chembl,-3.33875489235,51.7108688354
323,CHEMBL1258314,CHEMBL1258314,chembl,-2.43742752075,51.1932029724
324,CHEMBL1258425,CHEMBL1258425,chembl,-9.76544189453,46.6176261902
325,CHEMBL1258426,CHEMBL1258426,chembl,-9.19468307495,46.7948989868
326,CHEMBL1258427,CHEMBL1258427,chembl,-3.34031486511,51.7117271423
327,CHEMBL1258428,CHEMBL1258428,chembl,-0.156471163034,53.7073097229
328,CHEMBL1258532,CHEMBL1258532,chembl,-9.75009632111,46.6479034424
329,CHEMBL1258533,CHEMBL1258533,chembl,1.24883854389,55.0976676941
330,CHEMBL1258533,CHEMBL1258533,chembl,1.24858427048,55.0986213684
331,CHEMBL1258534,CHEMBL1258534,chembl,-1.66357195377,54.7861328125
332,CHEMBL1258535,CHEMBL1258535,chembl,-0.276005893946,53.2925605774
333,CHEMBL1258647,CHEMBL1258647,chembl,1.31082308292,56.8080940247
334,CHEMBL1258647,CHEMBL1258647,chembl,1.31172502041,56.8078346252
335,CHEMBL1258648,CHEMBL1258648,chembl,0.567775309086,55.0311775208
336,CHEMBL1258649,CHEMBL1258649,chembl,-1.83542704582,54.1876869202
337,CHEMBL1258650,CHEMBL1258650,chembl,-0.606590867043,53.8215446472
338,CHEMBL1258760,CHEMBL1258760,chembl,0.673941373825,56.585609436
339,CHEMBL1258761,CHEMBL1258761,chembl,1.24431014061,54.4840660095
340,CHEMBL1258762,CHEMBL1258762,chembl,-1.42835128307,54.6521949768
