,,extra_tooltip,which,x,y
140,CHEMBL1098133,,chembl,76.7167129517,-18.9268894196
141,CHEMBL1098133,,chembl,76.7169723511,-18.9270458221
142,CHEMBL1098134,,chembl,80.1659011841,-19.4567317963
143,CHEMBL1098134,,chembl,80.1659851074,-19.4571666718
144,CHEMBL1098483,,chembl,79.8117980957,-18.5477848053
145,CHEMBL1098483,,chembl,79.8116607666,-18.5477638245
146,CHEMBL1099255,,chembl,9.20694732666,-12.6977863312
147,CHEMBL110317,,chembl,-17.7667503357,18.1069660187
148,CHEMBL110365,,chembl,37.4820518494,-13.1472263336
149,CHEMBL11066,,chembl,-38.3606414795,47.4271888733
150,CHEMBL11066,,chembl,-38.3603744507,47.4273071289
151,CHEMBL111021,,chembl,-59.3942832947,-21.7208385468
152,CHEMBL111065,,chembl,-61.6787109375,-23.4431648254
153,CHEMBL1112,,chembl,50.1198539734,-18.8081665039
154,CHEMBL1112,,chembl,50.1198616028,-18.8081474304
155,CHEMBL1112,,chembl,50.1197547913,-18.8080806732
156,CHEMBL1112,,chembl,50.1198730469,-18.8081665039
157,CHEMBL111376,,chembl,-16.5419788361,21.3134269714
158,CHEMBL11170,,chembl,-39.4922637939,45.5916824341
159,CHEMBL11170,,chembl,-39.4926185608,45.5919151306
160,CHEMBL111713,,chembl,-59.2153091431,-22.1939620972
161,CHEMBL11265,,chembl,-11.2190847397,-24.603012085
162,CHEMBL112841,,chembl,-59.4491462708,-21.7124290466
163,CHEMBL113326,,chembl,-60.8928070068,-22.9936752319
164,CHEMBL113752,,chembl,-69.3504867554,-5.08570766449
165,CHEMBL11386,,chembl,-39.7267189026,47.01745224
166,CHEMBL11388,,chembl,-38.6565284729,46.5883789062
167,CHEMBL11388,,chembl,-38.6566009521,46.588973999
168,CHEMBL11388,,chembl,-38.6563148499,46.5894889832
169,CHEMBL113960,,chembl,-60.6164932251,-15.1521930695
170,CHEMBL11425,,chembl,-10.2971782684,-24.6748924255
171,CHEMBL114452,,chembl,-59.9294128418,-22.4401855469
172,CHEMBL114453,,chembl,-60.1774482727,-22.6445827484
173,CHEMBL114893,,chembl,-58.3008499146,-12.4764814377
174,CHEMBL115003,,chembl,-58.4104919434,-12.4169206619
175,CHEMBL11577,,chembl,-1.40668392181,50.5011253357
176,CHEMBL11592,,chembl,-11.0374822617,-24.6150131226
177,CHEMBL116314,,chembl,-11.8077535629,13.1902084351
178,CHEMBL116626,,chembl,-60.3900489807,-15.3209199905
179,CHEMBL116809,,chembl,-60.6164474487,-15.1520690918
180,CHEMBL117157,,chembl,-9.34258556366,17.840265274
181,CHEMBL11771,,chembl,-37.8882446289,47.2256355286
182,CHEMBL117972,,chembl,-61.2978820801,-7.78447055817
183,CHEMBL1179986,,chembl,5.86545562744,-7.23657417297
184,CHEMBL1182155,,chembl,-45.1777687073,-9.52601146698
185,CHEMBL1182155,,chembl,-45.177696228,-9.52591609955
186,CHEMBL1184199,,chembl,46.5899925232,-49.8152580261
187,CHEMBL1185,,chembl,-16.0359916687,33.865852356
188,CHEMBL1185,,chembl,-16.035993576,33.865852356
189,CHEMBL118563,,chembl,-10.3959407806,15.2453193665
190,CHEMBL11866,,chembl,-24.0879631042,47.1880760193
191,CHEMBL1190042,,chembl,44.2214317322,12.3416500092
192,CHEMBL119455,,chembl,22.6021251678,64.7858047485
193,CHEMBL1194812,,chembl,46.5840187073,-49.7803459167
194,CHEMBL11963,,chembl,-42.67527771,63.4507141113
195,CHEMBL1199172,,chembl,7.44545841217,17.8446102142
196,CHEMBL119927,,chembl,-8.28923225403,13.7741155624
197,CHEMBL120055,,chembl,-9.10753726959,15.9665746689
198,CHEMBL120055,,chembl,-9.10694885254,15.9663085938
199,CHEMBL120055,,chembl,-9.10771656036,15.966917038
200,CHEMBL120272,,chembl,-12.3991804123,14.4988765717
201,CHEMBL120480,,chembl,-9.31501579285,17.7863445282
202,CHEMBL120514,,chembl,-11.8070325851,13.1900806427
203,CHEMBL120927,,chembl,22.7043437958,68.3056564331
204,CHEMBL1210154,,chembl,-69.4949645996,4.59594535828
205,CHEMBL121207,,chembl,-12.2660942078,14.382941246
206,CHEMBL12157,,chembl,-26.4083976746,49.138469696
207,CHEMBL121901,,chembl,-10.5066576004,14.273639679
208,CHEMBL1221497,,chembl,13.2576618195,-0.771124958992
209,CHEMBL1221498,,chembl,32.6278991699,-12.3229637146
210,CHEMBL1221499,,chembl,20.5207767487,-8.68462467194
211,CHEMBL1221544,,chembl,32.4849128723,-13.5113420486
212,CHEMBL1221545,,chembl,21.2089958191,-8.19745731354
213,CHEMBL1221591,,chembl,32.5331802368,-13.5878458023
214,CHEMBL1221592,,chembl,21.2307128906,-8.22267055511
215,CHEMBL1221594,,chembl,21.261100769,-8.25347328186
216,CHEMBL1222362,,chembl,13.2530374527,-0.769900679588
217,CHEMBL122453,,chembl,22.7043304443,68.3052825928
218,CHEMBL12366,,chembl,-1.05367898941,50.4862861633
219,CHEMBL124069,,chembl,-43.8628349304,15.3180818558
220,CHEMBL124069,,chembl,-43.8630104065,15.3182048798
221,CHEMBL124069,,chembl,-43.8620300293,15.3241004944
222,CHEMBL1241546,,chembl,51.8567619324,21.8912181854
223,CHEMBL1241547,,chembl,53.0653915405,23.5202827454
224,CHEMBL1241548,,chembl,52.5065231323,23.4281768799
225,CHEMBL1241557,,chembl,-4.39369392395,-37.2674407959
226,CHEMBL1241639,,chembl,51.7752494812,21.8682079315
227,CHEMBL1241640,,chembl,57.438495636,25.8971347809
228,CHEMBL1241641,,chembl,53.178024292,23.6639308929
229,CHEMBL1241642,,chembl,55.339012146,23.8641986847
230,CHEMBL1241736,,chembl,57.8038635254,24.7516441345
231,CHEMBL1241737,,chembl,57.4194908142,25.5083885193
232,CHEMBL1241738,,chembl,52.8381080627,22.3502216339
233,CHEMBL1241824,,chembl,57.0655937195,24.4941635132
234,CHEMBL1241825,,chembl,55.7296142578,23.1741428375
235,CHEMBL1241912,,chembl,56.6047210693,24.9492530823
236,CHEMBL1241913,,chembl,56.174282074,24.2271709442
237,CHEMBL1241913,,chembl,56.1739654541,24.2270755768
238,CHEMBL1241998,,chembl,56.1933288574,25.8289318085
239,CHEMBL1242081,,chembl,55.6715812683,25.4613265991
240,CHEMBL1242167,,chembl,55.662815094,25.4662189484
241,CHEMBL1242257,,chembl,55.6464920044,25.4779987335
242,CHEMBL1242345,,chembl,56.5129966736,24.6176300049
243,CHEMBL1242352,,chembl,20.1628856659,-19.7982406616
244,CHEMBL1242352,,chembl,20.1631145477,-19.7988300323
245,CHEMBL1242436,,chembl,57.1772613525,23.5593662262
246,CHEMBL1242444,,chembl,-2.21904659271,-39.3371582031
247,CHEMBL1242445,,chembl,-2.21904706955,-39.3371582031
248,CHEMBL1242533,,chembl,57.151473999,23.6593017578
249,CHEMBL1242541,,chembl,-1.81081235409,-38.8360862732
250,CHEMBL1242542,,chembl,-1.81081235409,-38.8360862732
251,CHEMBL1242623,,chembl,57.1527671814,23.6558551788
252,CHEMBL1242632,,chembl,-1.79119455814,-38.834602356
253,CHEMBL1242633,,chembl,-1.79084563255,-38.8346099854
254,CHEMBL1242717,,chembl,57.8307800293,23.4107646942
255,CHEMBL1242724,,chembl,-3.71840906143,-37.8397216797
256,CHEMBL1242725,,chembl,-3.71840977669,-37.8397254944
257,CHEMBL1242818,,chembl,-3.99079704285,-38.5329322815
258,CHEMBL1242819,,chembl,-3.99079656601,-38.5329322815
259,CHEMBL1242904,,chembl,53.0136642456,23.2791213989
260,CHEMBL1242912,,chembl,-4.39399766922,-37.2667617798
261,CHEMBL124444,,chembl,29.0742549896,-22.562171936
262,CHEMBL124638,,chembl,-43.3947181702,17.2369804382
263,CHEMBL124638,,chembl,-43.394695282,17.2357082367
264,CHEMBL124700,,chembl,-39.7128105164,15.7699689865
265,CHEMBL124818,,chembl,-39.791305542,11.5459032059
266,CHEMBL125349,,chembl,-78.0874481201,-11.2086133957
267,CHEMBL125349,,chembl,-78.0875778198,-11.2086334229
268,CHEMBL125365,,chembl,37.4554290771,-8.64145088196
269,CHEMBL1254582,,chembl,-43.9348373413,-5.82822561264
270,CHEMBL1254659,,chembl,-42.1379394531,-5.25191354752
271,CHEMBL1254660,,chembl,-43.9301223755,-5.80180978775
272,CHEMBL1254742,,chembl,-40.3234405518,-5.82108449936
273,CHEMBL1254743,,chembl,-41.2863693237,-6.78131055832
274,CHEMBL1254828,,chembl,-39.9853897095,-8.23150444031
275,CHEMBL1254829,,chembl,-40.5791358948,-7.59421777725
276,CHEMBL1254914,,chembl,-40.3828468323,-6.34539651871
277,CHEMBL1254915,,chembl,-40.9054298401,-7.51949119568
278,CHEMBL1255002,,chembl,-39.4008293152,-8.14218330383
279,CHEMBL1255003,,chembl,-39.8914222717,-7.20732307434
280,CHEMBL1255085,,chembl,-39.36951828,-6.68926382065
281,CHEMBL1255086,,chembl,-40.2371025085,-7.06419229507
282,CHEMBL12562,,chembl,-2.02255058289,50.6580162048
283,CHEMBL1257144,,chembl,51.8886985779,-2.59820389748
284,CHEMBL1257145,,chembl,50.5953712463,-2.7804877758
285,CHEMBL1257146,,chembl,46.6135292053,-2.50865960121
286,CHEMBL1257147,,chembl,46.5704307556,-2.50910449028
287,CHEMBL1257261,,chembl,51.792388916,-3.22588610649
288,CHEMBL1257262,,chembl,54.4032783508,-2.75443768501
289,CHEMBL1257263,,chembl,48.9914398193,-1.56335508823
290,CHEMBL1257264,,chembl,48.9397087097,-0.828189790249
291,CHEMBL1257382,,chembl,54.436882019,-2.48432445526
292,CHEMBL1257383,,chembl,53.9218902588,0.198122560978
293,CHEMBL1257384,,chembl,48.8746833801,-1.54295420647
294,CHEMBL1257385,,chembl,48.8554992676,-0.824813067913
295,CHEMBL1257492,,chembl,53.9805755615,0.170851394534
296,CHEMBL1257493,,chembl,55.2501029968,-0.501237094402
297,CHEMBL1257494,,chembl,45.755241394,-0.0608875527978
298,CHEMBL1257495,,chembl,44.9925918579,-0.321953326464
299,CHEMBL1257613,,chembl,53.9579200745,-2.652790308
300,CHEMBL1257614,,chembl,53.9893379211,-2.26030802727
301,CHEMBL1257615,,chembl,45.767250061,-0.0839925035834
302,CHEMBL1257616,,chembl,45.0175628662,-0.352589339018
303,CHEMBL1257734,,chembl,53.661693573,-4.01317501068
304,CHEMBL1257735,,chembl,53.6668739319,-3.98198747635
305,CHEMBL1257736,,chembl,45.7531204224,-0.0527242682874
306,CHEMBL1257737,,chembl,44.9970703125,-0.316582620144
307,CHEMBL1257856,,chembl,54.5376586914,-0.666328012943
308,CHEMBL1257857,,chembl,54.7054176331,-0.781913757324
309,CHEMBL1257858,,chembl,50.3850479126,0.0016698774416
310,CHEMBL1257859,,chembl,51.4555397034,0.159497261047
311,CHEMBL1257968,,chembl,54.6836929321,-1.21622490883
312,CHEMBL1257969,,chembl,46.8117370605,-5.3773651123
313,CHEMBL1257970,,chembl,50.3739585876,0.182098209858
314,CHEMBL1257971,,chembl,51.4524536133,0.27777287364
315,CHEMBL1258084,,chembl,47.2593803406,-6.33929538727
316,CHEMBL1258085,,chembl,46.596408844,-5.51418590546
317,CHEMBL1258086,,chembl,50.4064102173,-0.0638784915209
318,CHEMBL1258087,,chembl,51.463886261,0.0874923169613
319,CHEMBL1258199,,chembl,46.9816589355,-6.37333059311
320,CHEMBL1258200,,chembl,47.0921173096,-5.33206129074
321,CHEMBL1258312,,chembl,15.9543504715,-7.53320121765
322,CHEMBL1258313,,chembl,47.5100440979,-6.18285560608
323,CHEMBL1258314,,chembl,47.0919799805,-5.33202552795
324,CHEMBL1258425,,chembl,16.4206581116,-7.68218421936
325,CHEMBL1258426,,chembl,15.9675598145,-7.52655076981
326,CHEMBL1258427,,chembl,47.5099906921,-6.18291807175
327,CHEMBL1258428,,chembl,49.5851783752,-3.45516514778
328,CHEMBL1258532,,chembl,16.4055767059,-7.66609239578
329,CHEMBL1258533,,chembl,50.425151825,-1.73379266262
330,CHEMBL1258533,,chembl,50.4258079529,-1.73358774185
331,CHEMBL1258534,,chembl,51.0020904541,-4.33839273453
332,CHEMBL1258535,,chembl,49.3593788147,-3.77420806885
333,CHEMBL1258647,,chembl,52.1291503906,-2.06633400917
334,CHEMBL1258647,,chembl,52.1293334961,-2.06641817093
335,CHEMBL1258648,,chembl,50.4628448486,-2.25426411629
336,CHEMBL1258649,,chembl,50.5660324097,-4.71845674515
337,CHEMBL1258650,,chembl,49.780292511,-3.73696756363
338,CHEMBL1258760,,chembl,51.8886184692,-2.5981631279
339,CHEMBL1258761,,chembl,50.6692733765,-1.48213160038
340,CHEMBL1258762,,chembl,50.8477478027,-4.31246757507
341,CHEMBL1258763,,chembl,49.7803726196,-3.73708772659
342,CHEMBL1258879,,chembl,52.0836486816,-1.43904995918
343,CHEMBL1258879,,chembl,52.0836715698,-1.43900299072
344,CHEMBL1258880,,chembl,50.4629096985,-2.25429749489
345,CHEMBL1258881,,chembl,50.848236084,-4.31227779388
346,CHEMBL1258882,,chembl,46.6298942566,-2.50583314896
347,CHEMBL125902,,chembl,-37.9289398193,12.6066474915
348,CHEMBL125989,,chembl,37.3879737854,-8.76856422424
349,CHEMBL126253,,chembl,-39.1670417786,10.8816633224
350,CHEMBL126396,,chembl,-78.5859298706,1.80290043354
351,CHEMBL126407,,chembl,-43.3875045776,12.6255846024
352,CHEMBL126424,,chembl,-41.0793914795,9.4287443161
353,CHEMBL126484,,chembl,-40.1945419312,12.3391628265
354,CHEMBL126536,,chembl,-40.7917900085,10.1463737488
355,CHEMBL1269289,,chembl,19.1003074646,-14.344294548
356,CHEMBL1271151,,chembl,20.7554759979,-12.7180299759
357,CHEMBL12713,,chembl,13.4798784256,46.2663154602
358,CHEMBL127171,,chembl,-40.5519256592,13.0364227295
359,CHEMBL1276140,,chembl,-1.42731618881,28.6735687256
360,CHEMBL1276218,,chembl,-3.77600264549,30.3349590302
361,CHEMBL1276220,,chembl,-1.34394454956,28.4663734436
362,CHEMBL1276832,,chembl,19.7496585846,-64.8326721191
363,CHEMBL1276833,,chembl,20.0568237305,-65.1649093628
364,CHEMBL1276834,,chembl,13.7576160431,-67.914642334
365,CHEMBL1276835,,chembl,14.1520681381,-67.4438781738
366,CHEMBL1276919,,chembl,20.2435626984,-64.1906738281
367,CHEMBL1276920,,chembl,21.2159099579,-64.8452758789
368,CHEMBL1276921,,chembl,14.0337514877,-66.0982666016
369,CHEMBL1276922,,chembl,17.0767116547,-65.0601348877
370,CHEMBL1277005,,chembl,20.7411975861,-65.4255218506
371,CHEMBL1277006,,chembl,12.8888301849,-65.9452514648
372,CHEMBL1277007,,chembl,15.0357103348,-68.5961685181
373,CHEMBL1277098,,chembl,20.5503902435,-65.2547683716
374,CHEMBL1277099,,chembl,18.9007568359,-65.153678894
375,CHEMBL1277100,,chembl,14.2418251038,-69.9755477905
376,CHEMBL1277101,,chembl,14.5550785065,-69.8992385864
377,CHEMBL1277186,,chembl,19.1068077087,-66.2979888916
378,CHEMBL1277187,,chembl,18.9326057434,-66.2668838501
379,CHEMBL1277188,,chembl,14.9554891586,-69.9639205933
380,CHEMBL1277189,,chembl,14.8085336685,-69.9027404785
381,CHEMBL1277280,,chembl,17.8719902039,-63.2271614075
382,CHEMBL1277281,,chembl,15.9571886063,-66.549446106
383,CHEMBL1277282,,chembl,13.8965549469,-69.1161270142
384,CHEMBL1277283,,chembl,14.995642662,-67.5760040283
385,CHEMBL1277371,,chembl,17.7315254211,-63.1902198792
386,CHEMBL1277372,,chembl,18.0476131439,-63.0403327942
387,CHEMBL1277373,,chembl,15.2363529205,-67.608039856
388,CHEMBL1277374,,chembl,12.8755788803,-68.1699905396
389,CHEMBL1277462,,chembl,18.4478378296,-63.3525238037
390,CHEMBL1277463,,chembl,18.8311882019,-64.6555252075
391,CHEMBL1277464,,chembl,14.6440601349,-66.7336502075
392,CHEMBL1277465,,chembl,13.9856519699,-66.8302459717
393,CHEMBL1277558,,chembl,17.6346988678,-65.0301132202
394,CHEMBL1277559,,chembl,15.7625980377,-64.3349685669
395,CHEMBL1277560,,chembl,14.14245224,-67.4535217285
396,CHEMBL1277651,,chembl,14.5275344849,-63.4728164673
397,CHEMBL1277652,,chembl,15.009141922,-63.5209999084
398,CHEMBL1277745,,chembl,14.5619411469,-63.2550392151
399,CHEMBL1277746,,chembl,14.5635194778,-62.8344993591
400,CHEMBL1277832,,chembl,14.0169343948,-63.6887664795
401,CHEMBL1277833,,chembl,13.6000623703,-62.8697814941
402,CHEMBL1277913,,chembl,13.5876188278,-62.8681411743
403,CHEMBL1277914,,chembl,13.5593585968,-63.9844017029
404,CHEMBL1277995,,chembl,15.3074932098,-62.8627166748
405,CHEMBL1277996,,chembl,14.7725658417,-63.5401420593
406,CHEMBL1278,,chembl,11.8028774261,41.5154190063
407,CHEMBL1278087,,chembl,14.5926952362,-64.1664733887
408,CHEMBL1278088,,chembl,13.9935398102,-67.215057373
409,CHEMBL1278088,,chembl,14.014497757,-67.1971664429
410,CHEMBL1278088,,chembl,14.2484312057,-67.1525421143
411,CHEMBL1278174,,chembl,20.1897525787,-64.3093719482
412,CHEMBL1278175,,chembl,13.0122613907,-67.1093521118
413,CHEMBL1278176,,chembl,12.7761144638,-67.1514282227
414,CHEMBL1279,,chembl,-25.5986251831,62.6242103577
415,CHEMBL1287827,,chembl,52.8121452332,17.3379669189
416,CHEMBL128866,,chembl,-79.491104126,2.4835703373
417,CHEMBL1289047,,chembl,49.1775283813,19.0433826447
418,CHEMBL1289048,,chembl,51.7243499756,17.8131790161
419,CHEMBL1289163,,chembl,51.5633850098,17.9758300781
420,CHEMBL1289164,,chembl,51.4560394287,18.2691745758
421,CHEMBL1289276,,chembl,52.5905189514,18.4958000183
422,CHEMBL1289277,,chembl,52.5958328247,17.3949317932
423,CHEMBL1289394,,chembl,53.5211524963,18.152431488
424,CHEMBL1289509,,chembl,52.5958518982,17.3950138092
425,CHEMBL1289510,,chembl,53.5221366882,18.1534080505
426,CHEMBL1289617,,chembl,53.3301086426,18.2098617554
427,CHEMBL1289618,,chembl,52.9960250854,16.4030036926
428,CHEMBL1289721,,chembl,51.5453262329,17.0472984314
429,CHEMBL1290486,,chembl,47.8706932068,20.9179725647
430,CHEMBL1290487,,chembl,48.8192062378,21.6786365509
431,CHEMBL129053,,chembl,-78.5852508545,1.80323851109
432,CHEMBL1290596,,chembl,47.8729629517,20.9167098999
433,CHEMBL1290597,,chembl,48.8145217896,21.66929245
434,CHEMBL1290715,,chembl,49.1931533813,19.0510921478
435,CHEMBL129082,,chembl,-78.6751708984,0.861807405949
436,CHEMBL129233,,chembl,-78.4727249146,5.01770067215
437,CHEMBL129238,,chembl,-79.2835235596,0.842379868031
